"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111"
"ECCS99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECCS1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECCS2",46,33,54,44,35,58,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,13,12,10,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,50,47,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECCS3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECCS4",NA,32,NA,NA,31,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,62,NA,NA,57,51,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECCS5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,62,NA,NA,NA,51,34,30,27,NA,NA,NA,NA,45,24,12,7,9,NA,NA,NA,NA,NA,19,19,18,17,18,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,35,32,34,36,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA
"ECCS6",NA,NA,NA,NA,NA,24,20,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,47,38,38,50,45,NA,NA,NA,53,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,51,NA,NA,42,40,42,33,35,34,37,35,34,35,38,37,41,45,42,44,51,49,53,52,58,56,50,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECCS7",NA,NA,NA,NA,NA,NA,58,41,41,50,74,NA,NA,NA,NA,NA,NA,NA,74,76,NA,77,61,55,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,43,33,33,40,35,39,47,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECCS8",62,NA,NA,NA,52,NA,NA,NA,NA,NA,3,63,59,NA,NA,NA,NA,NA,46,15,16,12,20,NA,NA,NA,NA,NA,NA,NA,NA,43,63,66,56,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,31,25,24,24,22,22,25,24,23,24,23,24,25,29,26,27,16,16,16,14,18,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,NA,12,10,11,11,10,9,21,NA,NA,60,NA,52,49,NA,NA,NA,NA,NA,NA,NA
"ECCS9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,3,NA,NA,2,4,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,5,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,58,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,50,40,54,44,46,NA,55,NA,NA,NA,NA,NA
"ECCS10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,52,46,NA,NA,53,50,54,49,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,49,NA,58,NA,NA,42,NA,NA,NA,NA,58,NA,NA,66,NA,NA,NA
"ECCS11",NA,NA,NA,NA,NA,NA,NA,58,53,NA,78,33,16,13,13,NA,NA,59,NA,NA,28,61,NA,51,47,NA,11,43,13,14,12,17,23,10,11,15,24,11,14,28,34,41,34,8,9,9,8,10,8,12,11,17,21,37,34,16,18,14,17,17,17,19,31,26,25,46,64,29,63,23,18,19,18,18,19,17,14,12,10,12,12,12,9,10,11,10,10,9,10,12,12,13,13,13,13,13,14,13,12,19,14,13,31,32,38,42,45,24,31,27,35
"ECCS12",NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,22,20,25,NA,52,NA,NA,NA,NA,NA,NA,NA,63,64,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,46,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,49,NA,NA,52,45,NA,NA
"MT.all",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,40,46,NA,NA,NA
"MT.de",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,66,NA,NA,56,NA,NA,NA
"MT.presence",NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,48,50,52,50,NA,NA,NA,NA,NA,36,27,NA,NA,NA,57,NA,NA
"MT.future",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,53,70,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,39,51,61,NA,30,49,NA,NA,NA,16,16,NA,NA,NA,NA,NA,NA,NA,22,20,22,23,23,16,16,16,16,18,18,19,19,17,16,16,19,22,39,NA,NA,NA,NA,NA,NA,40,47,52,25,23,38,33,50,NA,NA,NA,47,56,NA,42,35,42,46,47,NA,NA,NA,NA,46,NA,66,43,56,NA,43,53,25,58,NA
"MT.climate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA
"MT.de.present",67,NA,NA,65,NA,60,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA
"MT.de.future",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,64,NA,NA,NA,64,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,26,17,66,64,30,28,28,27,24,26,29,32,61,18,17,18,24,23,21,20,20,20,24,24,20,18,17,18,16,16,14,16,15,19,21,22,20,19,26,25,32,25,33,29,27,NA,67,NA,NA,NA,29,49,NA,NA,25
"MT.de.climate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MT.currency",NA,38,32,34,36,33,33,30,37,33,27,22,20,21,22,20,27,25,24,26,27,21,18,17,15,14,15,24,24,28,19,18,19,19,20,17,14,18,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,57,68,65,46,NA,NA,NA,NA,60,50,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,21,19,41,58,4,5,38,NA
"MT.taxation",NA,12,9,8,13,NA,28,17,15,19,36,47,NA,NA,NA,NA,72,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,56,NA,47,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,70,50,NA,6,14,59,NA,NA,53
"MT.cycle",NA,NA,NA,NA,NA,NA,35,36,32,32,23,32,36,33,32,34,34,35,64,NA,72,NA,NA,NA,NA,NA,NA,59,52,61,67,NA,NA,NA,NA,NA,NA,NA,49,NA,39,31,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,53,60,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA
"MT.labor",35,NA,NA,56,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,64,NA,NA,NA,NA,NA,40,NA,NA
"MT.budget",20,18,16,18,14,13,24,16,16,17,41,49,58,25,20,22,51,NA,58,57,NA,NA,NA,NA,NA,NA,NA,62,NA,68,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,59,NA,NA,NA,NA,NA,NA,NA,NA,49,46,49,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,57,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,66,37,23,6,25,33,NA,25,10,8,67
"MT.de.taxation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,56,34,29,25,21,28,32,25,25,22,32,33,25,27,24,22,23,23,29,27,33,31,39,55,44,42,53,43,45,45,47,57,43,41,53,NA,NA,NA,NA,NA,NA,NA,NA,53,30,26,26,24,25,26,20,21,24,21,54,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,44,40,NA,36,35,NA,33,26,34,20,NA,NA,NA,NA,43,NA,NA,23
"MT.de.cycle",28,27,38,41,44,17,25,20,19,18,NA,46,34,55,47,33,NA,NA,38,49,71,NA,NA,NA,NA,NA,NA,NA,NA,59,59,38,40,36,36,42,42,48,42,29,24,32,33,40,46,49,NA,39,32,NA,NA,NA,NA,61,61,60,62,61,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,58,NA,NA
"MT.de.labor",NA,NA,NA,NA,NA,NA,NA,54,56,NA,NA,53,67,48,NA,NA,NA,NA,NA,23,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,40,68,44,NA,NA,NA,22,NA
"MT.de.budget",NA,53,64,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,45,46,29,17,16,14,17,19,27,35,44,NA,NA,NA,25,28,30,29,37,33,NA,33,28,29,NA,34,40,NA,56,61,35,32,33,29,25,27,34,27,29,30,37,28,27,25,28,30,31,40,50,NA,46,23,21,20,22,33,NA,NA,60,56,42,40,30,NA,14,NA,11,4,4,58
"DIS.M",27,17,15,9,29,35,NA,21,30,14,19,55,49,NA,63,63,68,67,62,56,55,65,59,64,NA,NA,52,NA,NA,NA,NA,55,64,NA,64,64,37,49,NA,6,6,6,7,2,3,2,2,2,2,2,3,3,3,3,3,3,4,5,4,4,4,6,6,6,5,5,5,5,5,6,5,5,4,5,4,5,5,5,5,4,4,4,4,3,3,3,3,4,4,4,4,4,3,5,5,4,4,3,NA,55,54,48,69,NA,36,43,41,NA,NA,NA,NA
"DIS.D",NA,NA,56,53,NA,49,NA,NA,NA,NA,NA,62,61,NA,44,68,63,69,43,30,35,26,29,32,35,46,46,45,42,40,36,32,53,NA,NA,48,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,38,NA,NA,33,32,33,29,33,34,33,37,37,62,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,46,43,52,42,43,50,57,57,NA,55,55,54,43,45,18,10,9,10,9,6,17,21,17,49
"DIS.3M",2,2,3,2,1,2,1,1,1,4,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,50,34,32,23,21,21,26,23,13,NA,NA,NA,NA,6,NA,15,NA,NA,15,17,16,11,11,10,11,18,19,18,15,15,28,33,20,NA,37,20,20,20,17,16,15,16,19,24,47,NA,NA,NA,NA,NA,NA,NA,NA,9,9,9,8,8,NA,9,9,5,4,4,4,5,5,4,1,3,3,25,53,39,NA,45,NA,NA,NA,54,NA
"DIL.3",50,44,50,62,57,37,50,70,57,NA,68,56,50,54,66,NA,NA,65,NA,70,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,56,63,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,51,NA,38,NA,33,31,25,19,15,48,50
"DIL.5",NA,NA,NA,NA,NA,NA,51,33,33,36,NA,NA,NA,NA,NA,NA,56,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,58,43,47,46,43,43,42,39,30,31,35,36,40,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,41,26
"DIL.10",26,30,28,33,39,NA,34,29,31,31,38,NA,NA,NA,60,52,58,NA,NA,NA,50,41,31,28,29,30,12,38,50,35,34,14,26,49,45,35,29,37,53,NA,NA,NA,NA,NA,NA,NA,NA,50,53,46,24,28,23,23,25,36,34,20,25,35,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,35,43,29,31,32,NA,NA,NA,NA,41,42,40,30,34,45,NA,NA,56,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,52,NA,NA,NA,NA
"DVOLA1",13,10,10,13,8,6,11,6,4,3,7,5,2,4,6,4,5,4,7,8,8,8,8,NA,NA,NA,54,NA,55,69,NA,53,54,46,47,55,NA,50,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,63,NA,57,NA,53,53,53,65,65,64,53,60,55,52,51,27,27,26,32,38,37,32,28,33,32,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,49,NA,54,NA,48,28,42,NA,31,NA
"DVOLA2",NA,NA,43,NA,NA,NA,NA,62,NA,NA,64,NA,60,49,58,46,46,43,47,47,49,45,40,34,32,26,51,54,61,NA,32,NA,NA,54,52,NA,NA,NA,55,NA,NA,24,17,18,35,32,27,32,28,30,30,42,39,33,52,58,64,NA,NA,NA,NA,NA,NA,NA,NA,47,43,38,36,41,44,40,25,35,22,26,22,31,36,43,NA,NA,20,19,18,19,21,24,20,29,23,25,38,45,42,38,48,46,11,10,22,29,17,16,20,18,12,48,28,NA,54
"DIFO.C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,62,52,52,65,65,62,NA,NA,NA,49,56,40,47,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,63,52,52,40,36,31,39,36,41,NA,45,46,NA,39,46,NA,NA,NA,NA,NA,38,NA,41,NA,44,51,NA,NA,NA,47,42,29,28,38,39,38,NA,56,NA,41,51,52,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DIFO.EXP",NA,60,NA,57,NA,54,44,34,34,26,NA,NA,NA,NA,NA,69,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,51,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,54,NA,38
"DIFOM.C",37,NA,NA,NA,NA,NA,NA,71,NA,70,NA,NA,NA,36,26,58,57,71,28,19,24,19,39,49,51,48,44,27,32,29,25,29,30,NA,NA,NA,NA,NA,40,22,47,47,45,15,8,6,6,7,7,9,9,9,9,8,9,9,12,6,6,18,19,10,12,10,10,11,10,13,12,9,9,8,6,9,8,6,16,16,15,9,9,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,39,NA,39,38,32,32,28,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DIFOM.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DIFOMI.C",NA,NA,60,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,67,NA,NA,33,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,12,12,25,35,39,45,46,50,47,NA,NA,NA,42,42,41,34,24,22,9,6,NA,45,NA,21,18,19,21,42,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,39,NA
"DIFOMI.EXP",65,57,53,48,46,NA,39,NA,NA,45,76,NA,55,51,52,40,35,47,49,45,45,48,47,41,48,61,57,52,48,48,47,NA,57,56,62,NA,63,59,NA,44,32,38,35,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,43,57,59,36,44,44,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,63,51,54,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,42,29
