"","mse","rank.mean","rmse","rank.rmse","rank.rank.mean","cw.p"
"MT.all",92.5533082273833,112.080808080808,9.62046299443968,87,129,0.0443494414255674
"MT.de",95.6289078256113,112.727272727273,9.77900341679106,111,134,0.0679118198577493
"MT.presence",94.295374757355,113.737373737374,9.71058055717345,103,141,0.0520496980997031
"MT.future",94.4994831655529,113,9.72108446447992,105,136,0.0263804242671409
"MT.climate",95.0190508262295,113,9.74777158258386,110,136,0.0390049121011958
"MT.de.present",112.004226573315,120.363636363636,10.583204929194,153,168,0.0954553756233415
"MT.de.future",82.2911889744003,101.868686868687,9.07144911105168,13,62,0.0546979043395514
"MT.de.climate",91.207394442903,111.494949494949,9.55025625011722,70,122,0.061336894938238
"MT.currency",97.3370811351901,117.030303030303,9.86595566253924,121,161,0.0116630747624149
"MT.taxation",93.3510428343396,109.878787878788,9.66183434107311,92,107,0.766359267976215
"MT.cycle",98.1689629276861,99.2323232323232,9.90802517799012,125,36,0.688947494197155
"MT.labor",107.157830277746,123.515151515152,10.3517066359971,149,174,0.225938095532396
"MT.budget",111.601331497236,131.242424242424,10.5641531367752,152,201,0.443091904523054
"MT.de.taxation",91.8870687485455,108.606060606061,9.58577429050703,79,99,0.458128268221757
"MT.de.cycle",94.188316199564,107.131313131313,9.70506652216068,102,92,0.484091277964794
"MT.de.labor",105.272251768627,125.30303030303,10.2602266918732,148,182,0.161448236006652
"MT.de.budget",112.045407206457,124.424242424242,10.5851503157233,154,179,0.716760025248145
"DMT.all",99.4171233337633,99.7575757575758,9.97081357431595,131,40,0.0246789812023142
"DMT.future",89.6953467968421,92.9090909090909,9.47076273574848,38,19,0.0391364825457527
"DMT.presence",96.2039765751233,100.555555555556,9.80836258379161,115,51,0.0675405955473409
"DMT.climate",98.232394004138,100.454545454545,9.91122565599926,126,49,0.0372893016179233
"DMT.de",90.8626075993437,102.818181818182,9.53218797545158,59,63,0.146127940918498
"DMT.de.future",88.6402736401134,96.8080808080808,9.41489636905863,28,28,0.0165192811238951
"DMT.de.present",91.0576162848771,100.979797979798,9.54241145019838,64,57,0.17514438612794
"DMT.de.climate",90.218241761756,103.262626262626,9.49832836670516,43,67,0.0549996450726918
"DMT.budget",90.3300620562579,102.89898989899,9.50421285832014,46,64,0.140334226648082
"DMT.currency",90.3500589721896,103.060606060606,9.50526480284424,47,65,0.216089774633381
"DMT.labor",90.443411663397,100.151515151515,9.51017411320093,49,44,0.0979093590429179
"DMT.cycle",91.6928073530144,98.2525252525252,9.57563613307306,75,32,0.00168098884610102
"DMT.taxation",90.3064843484146,101.373737373737,9.50297239543579,45,58,0.100664212826766
"DMT.de.budget",90.3597456840188,99.969696969697,9.50577433374151,48,42,0.177630493213712
"DMT.de.labor",91.0882697338708,103.676767676768,9.5440174839462,66,69,0.32207334691999
"DMT.de.cycle",90.0513480456537,99.4444444444444,9.48953887423692,40,38,0.00365526153083395
"DMT.de.taxation",90.1639628619085,100.363636363636,9.49547064983661,42,48,0.116731133261405
