"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111"
"ECCS99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECCS1",NA,NA,NA,NA,60,59,59,NA,NA,NA,NA,4,3,3,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,11,8,7,8,9,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECCS2",NA,NA,NA,43,49,38,25,48,51,NA,22,NA,NA,20,24,37,28,24,18,13,11,11,10,9,9,12,15,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6,4,5,5,5,5,6,7,7,6,5,5,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,60,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECCS3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,20,NA,17,16,14
"ECCS4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,43,48,44,NA,53,NA,40
"ECCS5",NA,55,NA,NA,55,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,5,6,3,1,1,1,1,1,1
"ECCS6",NA,NA,NA,NA,NA,40,60,32,57,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,41,48,55,55,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECCS7",3,3,8,15,34,27,31,50,40,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,48,43,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,48,33,33,32,36,NA,41,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECCS8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,8,8,3,50,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,47,30,24,9,7,7,8,7,6,6,7,7,5,5,6,5,5,5,5,4,3,3,3,4,4,4,4,4,4,4,4,4,3,4,4,4,5,5,5,8,9,33,26,NA,NA,57,25,48,28,NA
"ECCS9",NA,NA,NA,NA,53,NA,NA,14,10,6,5,5,5,5,3,19,15,12,11,6,5,4,2,4,3,3,2,2,1,1,1,1,1,2,1,2,6,4,11,6,5,8,7,7,6,6,5,6,6,4,4,4,5,6,7,7,6,6,6,6,6,5,6,6,6,6,6,6,5,5,5,6,6,6,6,5,6,6,6,6,6,6,6,7,7,6,7,10,8,7,6,6,10,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECCS10",NA,NA,NA,NA,NA,NA,NA,36,NA,60,NA,NA,40,NA,NA,NA,NA,NA,40,40,30,28,29,22,21,18,63,34,25,17,14,8,46,57,39,46,56,NA,24,32,13,17,23,23,37,38,NA,44,43,56,NA,NA,NA,NA,NA,NA,25,27,27,21,21,22,34,54,43,43,55,49,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECCS11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,51,36,NA,45,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,24,23,26,23,23,NA,16,33,NA,NA,NA,58,NA,26,30,29,NA,NA,NA,NA,NA,NA,NA,30,26,22,25,17,13,13,9,11,11,11,15,12,21,26,21,23,31,32,28,27,28,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,45,NA,NA,27,31,43,NA,NA,28,36,NA,NA,NA,42,41,55,NA,NA
"ECCS12",NA,11,10,3,3,3,3,2,1,1,1,NA,NA,26,32,7,6,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,39,29,31,43,46,NA,NA,NA,NA,NA,NA,40,37,NA,33,NA,NA,NA,NA,NA,55,59,NA,53,46,37,39,38,39,44,50,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,39,40,40,NA,NA,NA,37,41,54,NA,NA,NA,NA,NA,NA,NA
"MT.all",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,8,6,7,8,10,10,14,12,14,14,15,16,15,13,11,12,12,13,13,10,10,11,11,9,9,8,10,8,8,9,9,9,9,10,10,11,12,13,15,14,14,15,14,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,45,47,NA
"MT.de",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA
"MT.presence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,20,16,14,13,11,10,11,12,10,9,11,12,15,24,NA,38,28,33,29,28,26,24,22,25,27,23,21,18,20,18,20,21,22,25,37,32,28,15,13,12,13,20,25,15,31,26,56,53,NA,NA,53,15,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,41,51,NA,46,NA
"MT.future",22,35,NA,NA,28,29,26,22,24,23,23,26,26,35,57,29,NA,NA,NA,NA,71,NA,NA,26,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,61,NA,NA,5,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,7,50,9,12,10,10,10,10,12,10,11,10,10,10,11,12,NA,NA,NA,NA,NA,NA,NA,9,10,40,43,NA,NA,NA,NA,NA,57,52,NA,NA,NA,50,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,30,NA,NA
"MT.climate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,16,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,57,NA,NA,NA,NA,36,36,46,45,41,NA,50,37,37,32,NA,NA,NA,NA,47,42,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MT.de.present",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,5,4,NA
"MT.de.future",NA,30,24,26,23,20,24,NA,NA,NA,NA,NA,46,NA,NA,62,23,28,33,31,28,30,25,48,43,23,21,28,23,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,33,42,38,NA,NA,NA,31,NA,NA,NA
"MT.de.climate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MT.currency",NA,NA,NA,45,46,57,34,NA,NA,NA,NA,NA,44,NA,NA,38,34,36,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,27,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,36,NA,NA,44,54,44,NA,48,NA,NA,NA,33,NA,NA,NA,NA,NA,42,19,35,45,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,14,NA,7,NA,NA,NA
"MT.taxation",NA,NA,NA,13,22,8,14,10,13,34,29,36,20,22,23,NA,NA,NA,29,25,NA,59,53,NA,42,46,33,22,37,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,10,10,9,8,9,10,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,13,12,14,13,12,9,10,14,23,NA,NA,NA,NA,NA,NA,43,18,10,24,NA,29,NA,NA,NA,44,16
"MT.cycle",NA,43,51,51,NA,62,NA,NA,NA,NA,NA,22,22,33,53,45,55,54,52,53,56,60,NA,NA,NA,59,NA,58,61,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,49,27,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA
"MT.labor",24,21,19,35,15,16,NA,NA,NA,NA,NA,39,35,53,48,24,31,39,26,24,NA,NA,49,53,53,48,58,52,NA,NA,NA,NA,NA,42,41,48,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,50,45,NA,NA,47,38,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,24,45,15,34,NA,NA,NA,22,NA,NA,49,23,NA,NA,NA,NA,NA
"MT.budget",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,29,NA,NA,NA,NA,NA,NA,44,53,51,NA,NA,NA,NA,49,NA,49,42,45,39,38,43,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,49,NA,NA,44,NA,NA,NA,NA,41,NA,40,41,NA,NA,NA,NA,NA,52,40,27,NA,NA,NA,NA,NA,30,17,21,20,23,NA,NA,14,14,NA,NA,NA,NA,NA,NA
"MT.de.taxation",NA,9,12,7,10,9,27,NA,22,28,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,20,NA,33,NA,NA,NA,NA,NA,NA,35,35,21,11,10,11,11,10,9,11,15,15,12,20,13,14,13,14,15,14,15,15,14,14,14,14,14,15,15,16,17,13,13,14,13,13,13,11,12,12,11,11,11,11,11,11,11,13,14,15,16,21,22,10,NA,NA,20,21,28,21,14,15,17,18,NA,NA,NA,48,41,33,15,26,12,NA
"MT.de.cycle",44,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,25,26,24,27,27,30,29,35,33,33,38,NA,NA,50,47,51,NA,NA,48,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,44,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,43,13,NA,NA
"MT.de.labor",NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,47,43,48,NA,53,NA,NA,NA,NA,NA,54,29,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,40,NA,NA,57,NA,32,33,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,39,NA,NA,47,29,13,NA
"MT.de.budget",40,39,40,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,56,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,38,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,44,42,41,41,40,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,11,9,10,8,NA,NA
"DIS.M",25,33,34,16,24,23,21,12,15,10,26,NA,23,NA,25,31,30,31,22,32,32,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,16,12,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,44,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,47,42,45,39,39,38,43,46,52,50,54,53,41,40,46,25,42,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,36,41,NA
"DIS.D",37,47,48,56,67,61,42,39,47,49,34,19,13,15,19,67,69,65,45,NA,44,40,33,24,23,22,20,24,24,28,22,28,14,21,22,30,27,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,35,NA,NA,NA,NA,20,35,NA,NA,54,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,25,34,24,28,29,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,34,36,38,40,34,41,43,26,27,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DIS.3M",NA,NA,NA,NA,NA,41,NA,8,8,9,35,NA,21,41,20,NA,NA,10,8,49,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,15,15,4,2,60,41,36,27,26,18,18,19,34,48,42,36,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,40,39,46,40,31,36,NA,NA,NA,NA,23,19,13,13,13,11,11,11,12,6,8,10,13,23,21,13
"DIL.3",6,6,5,11,8,10,6,NA,25,13,12,8,9,8,9,5,5,4,6,7,7,8,7,7,7,8,8,8,7,7,5,5,7,4,5,7,5,3,44,19,7,5,6,6,8,12,13,19,20,15,12,16,19,31,27,25,22,21,21,24,22,21,23,30,30,24,26,31,23,17,17,18,18,18,18,17,19,16,20,17,17,17,16,16,18,19,21,19,17,16,14,13,12,13,10,14,20,NA,19,NA,NA,NA,NA,NA,NA,NA,22,29,38,19,NA
"DIL.5",NA,57,56,41,50,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,58,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,24,19,20,21,30,43,29,32,NA,NA,NA,NA,NA,NA,NA
"DIL.10",56,56,59,54,63,53,NA,NA,43,31,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,15,19,17,19,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,46,47,45,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,30,NA,NA,NA,NA,NA,NA,NA
"DVOLA1",57,36,39,44,40,48,62,29,19,20,25,27,15,25,28,34,49,49,25,18,22,34,30,30,32,31,34,40,31,43,39,23,43,36,NA,NA,NA,NA,40,50,58,53,NA,NA,NA,NA,42,36,NA,45,40,36,45,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,39,33,31,30,33,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,26,NA,NA,16,28,23,NA,54,NA,NA
"DVOLA2",46,51,NA,NA,51,43,NA,NA,23,NA,NA,28,NA,NA,NA,44,NA,NA,NA,15,29,NA,NA,NA,NA,NA,NA,NA,42,44,50,62,NA,49,NA,NA,24,61,29,14,NA,NA,NA,NA,NA,40,NA,NA,32,28,28,31,35,37,31,34,42,40,47,53,56,NA,NA,NA,NA,NA,NA,NA,NA,46,45,40,34,33,32,35,31,30,38,28,26,29,27,30,NA,NA,NA,47,46,55,34,27,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,18,NA,NA,25,20,NA
"DIFO.C",NA,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,57,52,47,52,NA,54,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,6,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,41,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,54,44,44,42,49,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,32,38,31,NA,NA,11,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DIFO.EXP",NA,NA,NA,NA,NA,NA,NA,NA,61,55,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DIFOM.C",NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,47,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,9,NA,8,8,9,NA,9,5,5,3,3,3,3,4,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,3,2,3,3,3,5,4,5,5,5,4,4,4,4,5,22,25,5,6,28,4,NA,NA,NA
"DIFOM.EXP",NA,41,41,52,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,64,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,29,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,37,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DIFOMI.C",11,4,2,6,6,11,8,NA,NA,NA,NA,NA,NA,NA,NA,13,12,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,21,9,16,12,12,13,11,11,28,NA,NA,NA,44,53,32,44,40,48,NA,NA,40,42,43,36,NA,NA,NA,NA,NA,6,6,7,6,6,9,9,13,8,NA,38,39,12,NA,25,30,NA,NA,44,31,48,38,NA,48,36,11,NA,11
"DIFOMI.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,33,36,52,NA,NA,NA,NA,NA,41,35,32,35,35,32,40,38,45,42,36,33,25,58,30,28,37,68,57,34,46,44,36,31,35,28,33,45,44,54,51,47,51,48,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,29,40,NA,NA,NA,46,37,44,41,NA,NA,60,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
