"","mse","rank.mean","rmse","rank.rmse","rank.rank.mean","cw.p"
"MT.all",148.987616690366,94.8039215686274,12.2060483650674,127,144,0.0654487571990224
"MT.de",140.397471755072,85.0980392156863,11.84894390885,89,74,0.0358998548856602
"MT.presence",124.558896888296,90.8137254901961,11.160595722823,34,117,0.02955159589939
"MT.future",145.979616966968,91.5490196078431,12.0822024882456,121,123,0.639052282637614
"MT.climate",151.775109461406,98.7843137254902,12.3197041141988,132,158,0.194966963309045
"MT.de.present",126.734962731444,91.2647058823529,11.257662400847,38,121,0.0260604289425366
"MT.de.future",141.546510349618,82.6960784313726,11.8973320685613,97,58,0.553981577805805
"MT.de.climate",141.381711256822,88.9117647058823,11.890404167093,96,105,0.0252456563559624
"MT.currency",154.993980049678,105.862745098039,12.4496578286184,137,164,0.150769603515254
"MT.taxation",156.986077456143,97.8725490196078,12.5294085038418,139,152,0.981583969036874
"MT.cycle",140.088926335992,75.9019607843137,11.8359167932185,85,26,0.303499590313654
"MT.labor",155.261451353004,106.205882352941,12.4603953128704,138,165,0.635908109343735
"MT.budget",142.693680393057,98.0196078431373,11.9454460106376,101,155,0.124326502359809
"MT.de.taxation",142.111361522032,91.921568627451,11.9210469977277,99,125,0.876025465607899
"MT.de.cycle",144.11000289054,78,12.0045825787713,108,34,0.0841683219988476
"MT.de.labor",140.865987117652,94.656862745098,11.8686977852523,93,143,0.147849343464751
"MT.de.budget",138.21340112788,93.4607843137255,11.7564195709357,67,138,0.168721350068345
"DMT.all",144.443831716668,88.3725490196078,12.0184787605032,114,102,0.040905010052251
"DMT.future",137.360087232143,82.4607843137255,11.7200719806724,60,56,0.0982314626322398
"DMT.presence",144.518918660154,88.4803921568627,12.0216021669391,115,104,0.0283420499941025
"DMT.climate",137.276997620439,81.343137254902,11.7165266875657,59,47,0.0605445987548509
"DMT.de",138.472541870795,84.421568627451,11.76743565399,72,71,0.0659407876612015
"DMT.de.future",137.76660922473,83.078431372549,11.7374021497404,62,60,0.0680395269222661
"DMT.de.present",139.093514310011,87.1764705882353,11.793791345874,76,87,0.0910861466524724
"DMT.de.climate",140.383002302753,84.0196078431373,11.8483333132873,88,67,0.0684162689660101
"DMT.budget",138.038393815547,87.4901960784314,11.7489741601362,63,94,0.0910744034186995
"DMT.currency",138.543988072719,84.0098039215686,11.7704710217017,74,66,0.336550414613476
"DMT.labor",139.023825211682,81.8627450980392,11.7908364932978,75,49,0.389852002781412
"DMT.cycle",138.084343531157,82.1274509803922,11.7509294752014,65,54,0.0239798999233067
"DMT.taxation",140.849155167441,88.2450980392157,11.8679886740526,92,100,0.868383205385738
"DMT.de.budget",136.344999331101,82.7843137254902,11.676686145097,56,59,0.0877880997404592
"DMT.de.labor",139.253196683017,83.8333333333333,11.8005591682351,78,63,0.485597777811284
"DMT.de.cycle",146.601441634037,87.2450980392157,12.1079082270241,123,90,0.054699522343918
"DMT.de.taxation",139.268844666298,87.6078431372549,11.8012221683306,79,95,0.473955379861669
