"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111"
"DIFOMV.EXP",NA,NA,NA,NA,NA,NA,70,NA,NA,NA,45,NA,59,NA,NA,61,NA,NA,74,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,43,68,NA,35,42,45,30,24,14,29,37,42,29,29,40,39,44,NA,50,39,49,65,NA,73,NA,NA,NA,NA,53,60,58,NA,48,57,NA,39,40,24,37,31,35,39,49,46,47,43,48,44,42,41,46,NA,NA,42,32,NA,30,33,33,33,20,33,36,41,16,23,22,29,73,67,NA,NA
"DIFOWH.C",7,8,7,4,6,6,9,9,11,11,12,11,7,9,7,6,6,5,5,3,8,6,7,7,3,12,58,47,48,51,63,39,44,44,22,22,33,NA,29,17,17,17,15,12,13,13,17,12,22,32,29,NA,70,NA,NA,NA,NA,NA,44,NA,NA,NA,77,NA,NA,69,69,56,62,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,57,54,73,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,60,60,70,66,58,51,43,NA,NA,NA,40,NA
"DIFOWH.EXP",NA,46,20,39,73,77,29,23,18,17,18,9,9,15,16,22,18,23,19,14,12,12,21,23,6,5,9,9,10,13,10,9,10,9,5,15,19,16,18,15,18,55,NA,56,55,69,64,63,70,66,63,63,NA,NA,NA,73,41,62,70,73,34,20,50,59,65,NA,NA,60,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,61,67,63,64,66,NA,79,NA,NA,NA,NA,63,58,55,55,53,76,49,53,51,59,59,NA,52,50,77,NA,64,74,54,31,NA,59
"DGFK.EXP",32,31,26,48,50,53,46,42,55,52,39,39,55,29,40,38,68,73,16,21,28,26,17,16,17,24,18,18,21,22,27,30,45,49,NA,56,69,61,59,NA,NA,NA,NA,NA,NA,68,NA,62,48,62,59,55,59,54,47,60,59,42,47,70,72,58,60,55,56,66,NA,NA,NA,NA,41,33,NA,31,33,56,71,NA,50,NA,NA,NA,NA,71,32,29,34,34,33,37,NA,68,41,NA,44,38,39,38,32,28,15,18,13,11,45,18,7,16,32,24,10
"DZEW",NA,NA,NA,NA,NA,NA,53,NA,48,48,46,NA,NA,NA,81,NA,NA,NA,50,NA,NA,NA,NA,27,NA,29,55,NA,NA,NA,NA,68,NA,NA,NA,73,78,NA,NA,NA,NA,62,69,63,NA,NA,NA,64,74,NA,NA,NA,NA,NA,NA,53,37,37,15,20,44,59,44,38,42,50,NA,32,70,47,53,59,54,47,8,55,12,16,NA,19,17,15,16,17,NA,NA,52,61,65,69,69,23,20,23,11,9,12,15,22,13,16,11,11,9,11,9,14,10,7,60,60
"DECBS2",NA,NA,67,44,NA,33,72,72,58,NA,72,73,72,50,64,78,NA,NA,67,NA,26,25,15,15,18,16,13,19,16,20,24,32,28,32,16,21,22,35,31,37,35,34,36,27,27,27,34,30,30,39,33,38,38,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,50,63,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,72,NA,63,56,57,64,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,45,NA
"DECBS3",71,NA,NA,NA,76,71,NA,NA,54,57,51,26,26,41,33,NA,NA,80,34,NA,68,82,NA,NA,68,76,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,55,NA,NA,54,61,56,56,52,57,65,63,51,55,60,60,50,53,55,54,NA,67,NA,NA,NA,NA,NA,83,NA,NA,NA,2,2,21,55,63,60,58,63,66,71,32,43,24,23,25,28,28,33,36,25,NA,NA,NA,78,NA,NA,NA,NA,NA,NA,NA,69,68,67,NA,NA,NA,NA,55,67,54,NA,45,NA,NA
"DECBS4",17,16,12,NA,55,NA,39,NA,NA,60,NA,NA,54,57,72,49,46,NA,48,43,52,58,54,53,63,72,62,NA,NA,79,NA,NA,58,65,58,NA,4,4,40,7,11,15,17,32,36,50,50,52,50,NA,77,7,41,NA,74,NA,NA,59,NA,NA,4,9,7,9,8,6,7,10,6,14,12,9,12,12,18,15,13,15,11,68,NA,8,8,8,NA,NA,NA,NA,NA,NA,87,70,NA,NA,NA,NA,64,62,51,38,46,47,NA,64,64,NA,NA,NA,44,73,NA
"DECBS5",61,58,77,NA,NA,NA,32,48,NA,NA,NA,74,33,NA,23,26,20,19,22,NA,60,47,57,59,51,46,56,NA,NA,NA,38,NA,NA,78,26,17,9,12,50,NA,NA,60,65,NA,61,NA,69,NA,51,NA,NA,NA,NA,64,65,72,NA,NA,NA,NA,NA,49,NA,32,39,36,40,NA,NA,NA,38,37,27,36,47,37,26,32,25,26,28,34,34,36,34,34,30,27,23,29,28,43,43,42,47,36,34,40,38,44,45,53,NA,NA,NA,NA,38,38,28,20,27
"DECBS6",48,53,32,69,NA,26,NA,58,59,51,35,54,53,NA,NA,62,48,64,NA,NA,24,43,NA,NA,58,NA,51,45,57,50,55,49,31,35,35,41,44,36,38,24,27,28,29,28,28,24,22,25,32,47,50,35,35,68,78,51,43,65,65,50,48,43,33,25,34,27,23,30,23,34,34,43,40,37,61,69,NA,NA,NA,NA,75,NA,NA,NA,71,47,67,72,NA,NA,NA,NA,NA,62,43,34,NA,NA,35,NA,68,NA,NA,55,39,37,NA,NA,37,NA,36
"DECBS7",NA,NA,NA,NA,30,11,10,24,44,42,73,65,NA,51,53,58,22,14,15,11,11,11,13,12,22,27,22,11,28,37,25,15,14,16,20,65,70,NA,NA,NA,NA,NA,NA,16,17,NA,25,15,13,38,38,NA,NA,30,29,22,26,23,26,47,NA,60,71,62,47,38,39,71,72,50,47,57,52,54,NA,NA,NA,NA,26,22,22,NA,NA,32,70,NA,NA,NA,NA,NA,73,69,NA,74,83,72,61,42,49,2,18,17,25,57,NA,NA,NA,65,NA,NA,52
"DESI.INDU",70,NA,NA,NA,NA,NA,27,39,33,34,31,NA,NA,20,36,20,28,31,29,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,36,36,56,50,58,60,NA,60,72,22,71,69,29,27,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,NA,NA,NA,NA,NA,NA
"DESI.SERV",29,29,33,NA,NA,NA,13,69,NA,NA,61,70,66,65,54,35,NA,NA,57,NA,74,54,74,29,NA,NA,NA,69,75,82,23,NA,NA,23,68,69,66,37,NA,NA,64,50,39,62,69,NA,74,NA,59,49,36,48,48,NA,68,NA,NA,NA,53,NA,NA,NA,36,45,NA,NA,NA,50,38,NA,NA,NA,NA,NA,53,57,56,60,46,47,44,50,47,55,62,62,63,50,50,59,51,50,51,55,64,68,NA,NA,NA,NA,72,63,NA,NA,40,24,73,56,41,59,35
"DESI.C",NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,40,33,25,30,19,24,36,67,74,NA,NA,NA,53,NA,36,57,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,46,43,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,48,NA,NA
"DESI.TRADE",18,17,25,24,22,20,19,45,46,50,66,NA,39,NA,NA,52,55,52,65,46,59,57,25,24,11,NA,NA,NA,NA,NA,NA,60,NA,NA,77,62,63,NA,25,12,10,9,9,15,16,14,12,9,10,9,13,21,16,NA,NA,29,56,51,51,64,60,61,55,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,68,57,23,NA,36,49,38,36,18,15,15,15,18,17,15,17,17,19,18,36,NA,67,29,23,52,NA,NA,NA,35,17,35,NA,50,50,50,NA
"DESI.CTR",65,NA,27,73,NA,13,20,19,22,23,27,57,NA,63,NA,55,NA,NA,61,58,39,33,48,47,42,60,NA,53,62,54,66,NA,NA,72,61,19,32,26,NA,NA,29,20,20,NA,NA,42,31,27,NA,28,32,36,36,42,42,38,34,33,34,41,43,34,40,37,32,41,53,77,67,53,NA,NA,NA,NA,NA,48,77,NA,52,53,51,60,61,70,NA,NA,NA,NA,NA,NA,50,58,NA,NA,NA,NA,68,65,74,27,NA,NA,60,46,54,33,35,35,58,35,NA
"DESI",43,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,27,30,74,42,42,NA,53,NA,NA,35,35,NA,NA,NA,NA,NA,NA,19,27,29,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,52,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,50,49,76,NA,NA,NA
"DECCS99",NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,41,32,26,32,20,54,38,74,75,NA,NA,NA,54,NA,43,58,NA,NA,NA,49,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,49,48,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,49,NA,NA
"DECCS1",NA,NA,NA,NA,63,NA,35,NA,37,40,38,38,27,35,37,28,30,32,37,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,65,NA,37,27,25,25,31,38,42,35,56,48,47,76,NA,NA,NA,NA,NA,NA,58,48,42,51,45,45,46,NA,NA,38,59,69,54,61,56,57,46,46,36,42,40,37,36,34,29,38,43,66,71,NA,76,NA,NA,NA,NA,65,NA,48,NA,NA,47,30,32,39,33,25,25,27,25,21,5,13,10,8,4,6,5,13,18,23,14,20
"DECCS2",33,65,NA,60,70,45,NA,NA,NA,NA,NA,66,68,NA,57,NA,NA,NA,52,35,46,61,NA,66,66,NA,15,17,17,18,31,NA,NA,NA,NA,NA,NA,NA,64,33,43,57,71,47,52,40,38,39,41,30,28,NA,58,73,76,NA,33,34,32,43,54,33,34,29,31,NA,37,34,35,31,30,40,42,NA,42,59,48,50,47,49,48,58,60,64,64,57,46,48,46,50,47,47,44,44,54,62,69,76,64,66,NA,NA,NA,NA,NA,NA,50,74,NA,NA,NA
"DECCS3",56,67,NA,71,74,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,7,4,8,NA,NA,NA,18,25,38,29,25,29,NA,68,NA,10,9,42,41,7,41,19,4,4,4,5,7,6,6,4,4,2,3,4,2,2,3,27,NA,NA,NA,NA,64,NA,NA,77,56,50,NA,74,NA,NA,NA,NA,67,54,65,65,NA,59,63,61,37,37,37,50,46,50,56,55,48,70,76,NA,48,37,52,49,50,40,32,25,29,23,39,NA,40,42,NA,NA,57,69
"DECCS4",NA,NA,79,12,NA,NA,NA,NA,NA,NA,NA,48,73,NA,NA,NA,NA,NA,NA,68,70,69,29,26,15,NA,29,55,60,NA,NA,34,43,41,43,51,37,72,52,47,55,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,12,13,74,67,66,NA,NA,NA,NA,NA,44,58,49,46,44,63,63,64,NA,NA,NA,NA,NA,78,52,43,48,44,66,59,62,70,65,74,NA,59,NA,NA,NA,78,NA,NA,NA,34,46,44,56,NA,NA,NA,NA,NA,20,19,13,22,9,8,4,6
"DECCS5",47,47,43,29,57,50,68,35,45,47,47,33,31,39,38,32,29,38,69,NA,NA,NA,66,63,NA,NA,61,48,NA,NA,NA,78,NA,59,NA,59,77,56,NA,63,57,68,47,37,38,36,33,33,38,NA,NA,39,44,57,79,69,55,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,40,31,NA,34,23,20,21,20,21,NA,76,NA,NA,NA,72,NA,NA,63,NA,72,56,59,NA,NA,NA,NA,49,48,69,54,NA,NA,NA,28,NA,51,NA
"DECCS6",NA,19,NA,21,NA,41,22,NA,76,NA,NA,NA,NA,NA,18,NA,27,NA,NA,67,NA,NA,NA,NA,61,23,21,32,34,56,37,66,NA,50,NA,49,NA,70,NA,46,52,43,50,53,54,54,45,41,43,54,51,40,43,39,35,45,49,NA,NA,44,45,35,59,47,48,43,57,40,43,NA,64,62,60,62,29,19,72,73,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,67,NA,NA,NA,69,29,29,22,9,16,27,26,62,14,16,NA,NA,NA,NA,34,NA
"DECCS7",24,33,NA,70,51,39,43,NA,68,69,62,23,62,NA,NA,75,NA,NA,NA,31,NA,38,28,25,NA,57,68,20,18,21,40,NA,20,29,30,26,83,40,55,44,38,38,40,39,43,51,48,45,62,70,NA,62,9,6,6,64,62,57,NA,23,5,4,4,3,3,3,5,5,4,42,42,13,9,20,27,34,34,35,NA,NA,NA,66,69,66,NA,NA,NA,45,69,41,41,40,45,49,NA,NA,NA,NA,60,46,66,NA,37,84,68,NA,60,NA,33,NA,71
"DECCS8",72,NA,54,NA,23,57,49,55,69,61,57,63,20,NA,70,64,64,NA,51,NA,72,63,38,39,43,66,43,25,27,30,28,44,NA,NA,29,38,34,38,47,NA,NA,65,60,NA,47,NA,NA,NA,37,42,30,NA,NA,76,64,55,52,56,68,25,74,70,80,NA,71,54,58,NA,47,38,46,35,31,NA,67,63,NA,29,NA,33,33,75,NA,NA,NA,NA,64,57,66,70,52,51,53,50,75,NA,60,52,52,36,NA,40,52,74,59,39,45,37,52,38,37
"DECCS9",46,32,69,45,37,69,34,54,72,74,68,NA,NA,NA,NA,67,43,46,45,NA,61,70,NA,NA,54,52,NA,NA,53,NA,NA,NA,66,58,NA,16,53,25,20,6,16,11,10,9,10,10,13,11,9,8,6,8,7,7,7,6,7,7,7,6,7,7,8,7,9,11,13,11,12,11,13,11,10,9,6,5,6,5,5,5,5,5,5,5,5,5,5,6,7,9,8,9,7,8,8,8,7,7,6,12,8,9,26,51,22,11,1,6,6,7,9
"DECCS10",35,18,11,7,11,2,2,3,7,9,5,4,4,5,6,8,11,8,20,28,36,NA,52,52,55,NA,71,61,47,42,45,52,57,54,11,60,64,62,53,64,56,NA,NA,NA,NA,12,NA,NA,36,24,22,34,39,28,26,26,22,18,22,16,41,29,31,22,28,13,15,14,14,8,9,10,8,10,10,13,14,14,53,77,NA,18,18,16,13,13,13,15,15,17,18,26,24,26,24,27,25,21,16,33,53,NA,NA,28,47,68,55,NA,NA,37,41
"DECCS11",2,2,2,3,1,3,3,4,8,67,6,27,NA,NA,NA,NA,65,78,58,74,NA,72,50,43,39,49,57,NA,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,24,55,51,67,61,61,61,56,57,69,73,78,NA,76,71,60,19,81,24,17,22,17,18,NA,24,22,28,59,NA,NA,NA,NA,19,16,19,11,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,70,79,NA,NA,54,NA,NA,56,57,56,57,NA,62,NA,NA
"DECCS12",9,11,14,18,19,21,18,18,16,14,16,13,17,17,22,21,19,77,21,25,27,24,18,19,24,21,23,21,24,23,7,16,8,13,13,13,20,31,21,26,21,22,21,23,23,NA,NA,57,44,33,40,30,31,32,33,33,29,40,52,58,57,52,57,54,51,39,44,47,55,54,60,54,61,46,71,NA,44,19,17,17,18,27,25,20,17,19,19,19,18,35,46,NA,59,NA,51,61,62,NA,NA,NA,58,33,55,68,70,42,77,70,NA,65,49
"DALQ",53,NA,NA,NA,43,40,47,64,36,32,NA,14,11,14,19,18,NA,NA,NA,47,48,50,55,54,60,67,NA,NA,NA,69,84,NA,NA,NA,NA,NA,48,74,NA,NA,NA,59,NA,36,37,38,35,44,53,45,49,5,5,5,5,5,5,6,6,5,6,5,6,5,5,9,8,8,8,10,11,15,14,14,14,18,15,13,9,10,9,12,12,11,7,8,8,10,9,10,10,10,8,10,10,7,8,6,8,4,7,8,16,23,13,17,16,15,9,13,NA
"DCAPA",54,NA,51,19,NA,NA,65,31,NA,NA,NA,44,57,67,78,NA,66,70,11,12,23,23,16,13,14,28,4,3,2,2,2,2,2,2,6,10,13,13,8,11,14,6,5,7,9,9,9,8,11,11,11,11,11,10,9,8,9,8,8,7,9,8,9,8,7,8,9,9,10,9,8,7,7,8,11,12,9,10,10,12,13,10,11,10,12,11,11,13,14,19,15,16,15,22,17,17,16,12,12,10,38,24,18,12,8,7,21,12,11,11,13
"DWHOUR",11,35,28,28,54,43,14,20,24,25,25,31,NA,22,25,33,67,71,32,30,NA,52,44,44,65,NA,49,72,76,73,83,42,NA,38,62,NA,47,NA,48,21,23,23,22,17,18,18,30,28,68,71,75,15,22,25,30,25,24,20,24,36,39,36,38,40,NA,55,59,76,54,NA,NA,NA,NA,NA,51,NA,NA,NA,40,41,43,40,40,48,39,40,32,NA,NA,NA,80,NA,NA,NA,58,60,21,19,24,30,NA,39,51,NA,NA,NA,78,52,61,NA,NA
"DOECDL1",NA,22,NA,82,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,22,20,37,44,36,16,19,28,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,44,11,11,25,21,18,65,NA,78,NA,63,21,14,11,12,12,14,13,14,16,19,16,14,NA,29,29,27,NA,NA,50,NA,NA,70,76,NA,83,NA,NA,NA,67,71,NA,56,67,68,52,51,60,62,56,NA,54,78,71,NA,60,67,76,10,NA,31,NA,NA,NA,72,NA,NA,61,18
"DOECDL2",NA,NA,NA,81,NA,55,NA,57,78,76,NA,NA,NA,61,67,63,58,61,12,8,17,15,14,17,16,11,17,60,15,15,15,5,11,3,NA,5,NA,NA,NA,NA,NA,NA,NA,1,3,3,2,2,2,3,5,4,3,4,4,2,3,2,2,2,2,2,2,2,2,2,3,3,2,3,3,2,2,2,3,3,3,3,3,4,3,4,4,4,4,4,3,3,3,3,3,3,3,6,2,2,3,3,3,8,9,41,32,24,27,31,11,71,25,19,30
"DOECDL3",NA,20,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,23,21,38,43,NA,NA,20,26,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,10,12,41,23,19,67,NA,NA,NA,72,22,16,12,13,13,16,15,15,18,23,18,17,NA,32,31,26,NA,NA,65,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,69,72,NA,59,49,54,NA,57,NA,63,65,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,58,45
"DMT.all",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,66,61,NA,NA,NA,NA,NA,NA,NA,81,76,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,67,56,NA,NA,48,41,43,48,43,47,54,54,61,82,75,NA,61,45,37,38,36,34,48,55,NA,46,83,NA,NA,NA,NA,NA,NA,62
"DMT.future",NA,NA,NA,78,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,NA,NA,NA,NA,27,27,33,35,44,29,30,31,12,45,15,24,15,16,20,14,13,18,33,26,32,23,42,35,15,14,15,34,NA,NA,58,54,NA,33,31,31,27,27,29,34,60,28,17,17,16,19,18,15,20,23,35,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,71,NA,NA,NA,NA,NA,77,74,NA,72,NA,78,NA,56,NA,43,NA,51,26,19,14,32,NA
"DMT.presence",NA,39,29,37,38,30,45,62,21,22,50,61,44,NA,NA,NA,NA,NA,73,52,NA,NA,NA,NA,NA,63,50,51,56,68,72,63,NA,NA,NA,NA,NA,52,61,NA,NA,NA,28,45,NA,31,NA,36,16,14,21,26,20,26,32,NA,NA,NA,NA,NA,78,71,68,66,72,NA,56,41,34,28,26,31,35,28,59,NA,NA,42,NA,NA,NA,72,56,NA,NA,70,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,31,NA,NA,66,NA,NA,37,38,63,NA,51,30,NA
"DMT.climate",NA,NA,75,NA,NA,79,NA,NA,29,29,19,22,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,53,53,NA,NA,33
"DMT.de",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,72,61,NA,60,53,49,52,58,43,42,56,51,49,NA,NA,NA,NA,NA,75,77,NA,65,70,NA,NA,NA,68,NA,73,74,59,NA,NA,75,NA,NA,NA,NA,NA,35,45,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,75,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DMT.de.future",NA,NA,NA,NA,NA,NA,NA,NA,51,41,60,NA,21,47,51,27,51,72,24,15,14,14,12,11,8,19,NA,33,46,46,34,71,NA,NA,NA,6,11,11,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,9,10,10,11,11,11,17,67,NA,NA,65,67,37,35,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,69,75,64,NA,NA,NA,71,81,71,NA,59,NA,NA,NA,NA,NA,21,29,NA,36,NA,NA,NA,41,32,15,25,NA
"DMT.de.present",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,25,28,47,45,48,NA,NA,NA,NA,NA,NA,NA,NA,67,33,NA,NA,NA,NA,28,36,30,25,34,35,34,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,42,39,37,40,43,42,56,NA,NA,NA,NA,NA,32,66,NA,NA,39,38,37,54,51,62,35,37,56,NA,44,52,49,45,37,36,28,42,43,NA,NA,NA,NA,NA,NA,50,71,26,NA,NA,NA,46,NA
"DMT.de.climate",NA,NA,NA,NA,NA,NA,NA,NA,79,NA,65,NA,56,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,34,76,NA,NA,NA,47,NA,41,NA
"DMT.budget",NA,NA,NA,NA,NA,51,58,NA,53,68,NA,42,23,NA,71,68,59,62,40,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,57,59,NA,NA,NA,40,31,49,36,NA,NA,58,NA,NA,NA,47,43,37,21,12,14,19,19,16,18,15,15,NA,12,12,18,15,16,13,13,NA,61,19,15,15,14,17,17,17,23,21,20,18,15,16,19,24,23,23,21,22,22,25,31,36,44,44,36,20,21,22,22,16,14,6,2,19,15,8,NA,8,24,68,39,52,56
"DMT.currency",1,1,1,1,2,4,4,6,2,2,52,59,50,3,4,5,3,2,3,NA,9,3,NA,NA,NA,NA,66,76,44,NA,NA,43,NA,74,52,68,14,28,70,18,24,NA,NA,68,NA,46,14,10,8,10,8,16,17,20,22,16,16,55,62,35,25,23,67,57,60,29,31,NA,18,16,18,18,16,16,21,20,NA,22,NA,13,12,9,10,9,10,10,12,14,13,14,14,12,12,11,12,13,14,5,5,3,1,57,NA,69,NA,25,NA,21,56,56,32
"DMT.labor",14,26,37,20,NA,NA,51,32,31,33,41,29,NA,NA,NA,NA,NA,NA,NA,NA,43,45,31,36,NA,NA,33,NA,NA,NA,NA,NA,NA,62,75,NA,NA,45,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,56,NA,53,42,48,64,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,45,52,49,59,NA,NA,27,NA,28,28,31,33,31,26,23,23,24,29,30,40,NA,NA,NA,NA,63,55,65,59,62,NA,NA,42,10,85,10,70,NA,NA,NA,31,38
"DMT.cycle",NA,NA,NA,NA,NA,34,33,16,30,30,20,19,28,37,41,72,52,57,NA,36,32,27,68,68,56,61,NA,35,65,77,NA,56,70,75,NA,18,16,17,19,NA,65,NA,52,NA,NA,55,53,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,61,76,82,NA,NA,60,NA,61,NA,44,57,53,47,45,80,50,NA,NA,67,31,27,30,NA,NA,29,24,23,26,NA,24,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,49,46,21,69,NA,72,36,8
"DMT.taxation",64,50,64,56,68,18,23,30,26,26,22,20,42,21,39,25,23,54,18,73,NA,NA,64,70,NA,NA,48,NA,NA,80,NA,47,54,NA,NA,NA,NA,14,NA,NA,NA,NA,70,NA,NA,NA,10,NA,NA,20,10,NA,NA,17,20,13,17,16,18,18,16,13,24,43,53,47,30,35,39,52,NA,NA,NA,60,77,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,6,3,NA,37,1,21,27,61
