"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111"
"ECCS99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECCS1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,NA,NA,NA,1,1,1,1,1,1,2,2,2,2,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,9,9,10,NA,27,NA,NA,NA,NA,NA,NA,NA,10,7,7,8,7,7,7,7,10,16,16,15,16,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,10,14,10,13,12
"ECCS2",NA,47,41,51,50,30,29,27,26,23,12,15,10,10,9,26,24,14,8,10,10,9,9,10,11,12,16,7,7,8,11,14,13,16,14,15,9,7,5,6,7,9,9,8,8,11,8,31,31,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,41,41,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECCS3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,59,42,27
"ECCS4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,14,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECCS5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,3,3,5,2,1,1,2,3,4,6,4,4,4,3,3,3,3,4,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,23,16,13,10,12,12,12,4,1,2,2,2,2,2,2
"ECCS6",15,19,18,26,30,24,25,16,16,25,28,NA,35,NA,NA,47,44,47,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,51,42,47,50,49,50,55,35,35,40,42,41,38,37,42,37,36,46,47,47,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECCS7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,45,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,51,50,36,44,51,52,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA
"ECCS8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,16,15,16,16,15,14,12,11,12,10,10,10,10,14,8,7,7,6,5,6,6,5,5,5,5,6,6,6,6,6,5,6,5,6,30,43,NA,NA,NA,NA,NA,NA,NA,17,38,18,22,30,25,35
"ECCS9",NA,NA,48,NA,43,52,NA,22,NA,4,4,1,2,3,4,14,9,4,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,4,4,5,4,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,36,48,55,NA,NA,48,43,NA,45,15,12,6,6,6,6,6,6,17,18,18,15,15,9,16,13,14,14,17,25,24,22,22,32,NA,NA,NA,47,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECCS10",NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,22,NA,NA,20,11,9,11,11,11,13,12,13,11,13,9,9,8,6,6,8,6,13,17,8,10,11,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,45,42,42,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,58,49,45,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECCS11",NA,64,NA,NA,NA,NA,NA,NA,60,57,56,17,53,25,29,NA,NA,NA,NA,19,36,19,22,22,21,17,22,26,14,23,16,26,27,23,23,37,29,14,13,27,27,22,21,20,16,15,9,12,12,13,11,14,17,17,19,18,18,20,19,19,19,21,25,25,24,22,24,26,45,44,41,35,34,26,28,30,26,29,31,30,NA,NA,NA,35,39,NA,NA,NA,NA,25,24,NA,30,30,27,32,27,29,27,29,43,45,47,41,54,50,NA,NA,NA,NA,NA
"ECCS12",9,9,8,6,3,3,2,1,1,1,1,NA,11,NA,7,3,8,5,4,4,4,4,3,3,3,3,3,4,4,4,5,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,27,22,18,12,10,11,12,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MT.all",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,31,NA,NA,NA,NA,NA,NA,26,23,24,23,23,23,24,23,24,20,20,22,22,21,20,20,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MT.de",NA,59,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,8,13,7,NA,NA
"MT.presence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,27,30,29,29,37,32,43,52,30,33,49,53,54,29,27,32,28,27,27,29,29,30,38,40,43,39,39,39,34,18,21,21,28,28,27,27,27,26,36,44,47,NA,NA,NA,NA,NA,NA,NA,NA,48,40,NA,NA,NA,37,NA,NA,51,NA,48,NA,NA,NA,NA,NA
"MT.future",59,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,10,NA,NA,54,49,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA
"MT.climate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA
"MT.de.present",51,48,53,53,56,63,52,NA,61,55,NA,53,NA,NA,NA,65,NA,NA,65,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,25,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,51,54,NA,NA,43,37,33,44,32,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,41,NA,NA,5,NA,10,NA
"MT.de.future",57,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,25,55,48,40,NA,62,62,NA,53,34,38,42,49,NA,37,39,59,51,NA,54,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,27,50,NA,NA,NA,NA
"MT.de.climate",58,57,NA,62,NA,59,NA,NA,65,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,35,58,37,NA,54,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MT.currency",54,41,40,54,58,38,46,50,47,51,35,28,33,40,40,62,NA,NA,68,50,NA,NA,NA,65,45,NA,NA,NA,60,56,56,57,52,47,44,49,57,NA,NA,NA,34,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,49,50,52,51,44,46,62,NA,NA,NA,NA,51,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,10,NA,9,11,NA,NA
"MT.taxation",NA,NA,NA,10,NA,7,NA,NA,NA,NA,NA,NA,24,19,NA,25,49,32,38,26,18,23,21,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,12,13,14,11,13,13,14,22,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,45,23,NA,18,19,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,17,16,45,51,NA,49,NA,NA,54
"MT.cycle",NA,NA,NA,NA,NA,NA,51,53,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MT.labor",14,12,12,13,14,16,24,20,19,15,31,NA,NA,37,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,48,NA,NA,NA,NA,NA,NA,27,26,20,25,24,17,18,18,20,21,25,15,14,15,19,20,NA,NA,NA,NA,NA,41,NA,52,NA,NA
"MT.budget",NA,NA,NA,NA,NA,NA,NA,29,25,29,32,NA,NA,NA,NA,NA,NA,69,50,47,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,55,51,61,NA,NA,NA,49,37,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,43,31,41,27,36,28,35,35,NA,34,20,NA,25,24,16,NA,33,26,NA
"MT.de.taxation",11,7,7,5,12,14,16,12,11,16,15,8,19,22,24,22,26,55,NA,NA,NA,NA,NA,NA,28,26,25,24,22,25,32,21,26,14,13,14,12,9,14,12,12,14,16,28,30,31,31,33,22,30,25,21,22,21,22,21,21,22,21,22,22,23,21,22,22,23,28,31,27,26,25,23,22,21,21,15,15,16,14,15,16,14,16,16,18,18,18,18,17,16,20,17,22,27,26,24,20,19,21,21,28,37,29,NA,64,NA,57,31,39,16,19
"MT.de.cycle",NA,NA,NA,NA,NA,56,NA,NA,NA,NA,66,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,42,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,44,NA,NA,NA,3
"MT.de.labor",NA,NA,NA,NA,NA,NA,NA,NA,NA,11,14,20,14,21,28,30,30,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,57,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,47,NA,49,50,50,44,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,19,45,13,15,47
"MT.de.budget",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,48,49,23,30,25,29,26,32,48,56,47,36,43,37,45,33,33,34,34,32,NA,56,NA,11,7,11,7,NA,NA,NA
"DIS.M",NA,27,28,24,32,35,NA,19,17,9,NA,24,15,17,27,23,18,8,21,20,23,22,25,27,20,27,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,30,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,36,46,41,39,25,25,31,33,43,42,46,39,33,35,22,33,39,30,28,22,20,19,16,9,NA,NA,53,66,NA,NA,NA,NA,NA,55
"DIS.D",NA,NA,NA,NA,NA,NA,NA,61,63,67,NA,52,48,41,44,34,29,27,NA,NA,34,34,37,38,39,36,52,41,50,44,40,35,43,42,49,NA,52,NA,55,41,40,40,40,50,47,NA,NA,NA,NA,NA,18,24,24,22,58,NA,NA,59,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,47,45,45,52,NA,NA,NA,NA,56,46,43,NA,63,NA,NA,NA,NA,NA,NA,NA,49,49,46,41,NA,NA,NA,56,NA,NA,54,40,44,NA
"DIS.3M",NA,NA,NA,NA,NA,NA,56,9,8,NA,NA,NA,NA,NA,NA,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,24,10,38,9,4,15,43,NA,NA,NA,57,45,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,48,NA,NA,NA,38,18,18,NA,3,5,8,14,22,43,NA,NA,NA,21
"DIL.3",33,34,44,27,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,64,66,66,NA,54,42,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,19,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,54,56,55,53,46,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA
"DIL.5",NA,NA,NA,NA,NA,NA,NA,NA,64,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,52,NA,NA,NA,47,44,46,38,NA,NA,34,30,30,28,28,24,27,27,37,32,31,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,46,NA,NA,NA,NA,NA,NA,NA,NA
"DIL.10",NA,NA,NA,NA,NA,NA,54,58,58,NA,62,47,49,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,67,NA,NA,NA,59,NA,63,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,57,NA,41,NA,NA,NA,NA,51,38,29,26,NA,40,38,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,35,33,32,41,44,50,51,NA,NA,NA,41,27,26,29,26,34,36,35,37,41,36,38,33,39,NA,NA,NA,NA,NA,37,NA,NA,NA,NA
"DVOLA1",45,43,43,52,51,45,NA,39,38,32,24,32,46,48,51,NA,61,59,54,52,38,50,50,58,59,NA,NA,NA,NA,NA,NA,32,32,34,33,36,NA,21,27,NA,25,32,NA,42,21,19,14,14,15,16,19,16,19,19,20,19,19,19,20,18,17,18,18,19,19,18,20,21,21,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,43,43,25,26,30,28,26,27,30,28,23,23,31,36,NA,NA,NA,NA,38,47,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DVOLA2",NA,NA,NA,NA,NA,NA,NA,40,NA,NA,60,NA,NA,57,NA,NA,NA,63,63,55,46,51,48,45,57,50,35,58,54,NA,41,40,31,67,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,59,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,62,59,59,54,52,45,50,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,27,32,51,39,NA,40,41,NA,NA
"DIFO.C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,54,49,50,57,59,NA,NA,NA,NA,NA,NA,NA,NA,53,28,28,33,27,28,31,29,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,30,33,49,NA,63,54,NA,NA,NA,NA,NA
"DIFO.EXP",NA,NA,NA,NA,NA,NA,NA,NA,57,45,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,46,63,57,NA,NA,NA,NA,NA,64,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DIFOM.C",20,17,14,18,17,20,12,NA,24,NA,23,9,8,9,10,NA,32,34,NA,7,7,5,6,7,7,7,8,10,10,10,13,8,12,10,11,7,14,6,7,5,21,24,34,9,5,5,2,2,2,2,3,3,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DIFOM.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DIFOMI.C",10,5,3,4,8,8,8,10,10,6,8,6,5,7,8,10,13,9,7,6,8,6,7,9,9,8,9,8,8,20,22,31,33,41,NA,NA,31,NA,29,NA,NA,NA,NA,NA,NA,21,15,17,17,20,15,NA,10,12,12,9,10,6,5,6,6,6,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DIFOMI.EXP",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,35,NA,49,38,41,31,41,43,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,46,NA,62
