"","mse","rank.mean","theilsu","rank.theilsu","rank.rank.mean","cw.p"
"median",568.196720906769,71.3349056603774,0.894396576680098,93,11,NA
"mean",429.177657217473,59.4528301886792,0.777319064104782,62,2,NA
"median30",134.438329905678,65.8915094339623,0.435053153591018,11,7,NA
"mean30",132.243711937094,62.5377358490566,0.431487562874778,10,4,NA
"median40",164.943896711819,63.3915094339623,0.481891084993671,17,6,NA
"mean40",148.913004064273,59.7641509433962,0.457875155513969,16,3,NA
"median50",209.114720459653,63.0754716981132,0.542591604425679,23,5,NA
"mean50",178.796283501262,57.7641509433962,0.501718378899539,20,1,NA
