"","mse","rank.mean","rmse","rank.rmse","rank.rank.mean","cw.p"
"MT.all",612.860859837645,92.2685185185185,24.7560267376985,161,135,0.871397015690151
"MT.de",637.635023001312,90.3981481481482,25.251436058199,167,123,0.867876605850121
"MT.presence",605.996498095857,93.6388888888889,24.6169961225137,157,145,0.874126049254541
"MT.future",554.082085711621,92.712962962963,23.5389482711446,134,140,0.557378722500614
"MT.climate",604.984255140782,91.7407407407407,24.596427690638,156,131,0.864763741553383
"MT.de.present",616.29556427603,92.9074074074074,24.8253008899395,163,143,0.866319557843535
"MT.de.future",581.408081393418,87.3703703703704,24.1124051349802,153,92,0.824682954804891
"MT.de.climate",625.725360208004,90.1018518518518,25.0145029974214,166,116,0.863399593036026
"MT.currency",574.246301378992,95.2592592592593,23.9634367605941,151,159,0.657237483944314
"MT.taxation",539.655701499128,91.9259259259259,23.2304907718095,122,133,0.239652788252061
"MT.cycle",547.688609306064,76.2777777777778,23.4027479007501,128,11,0.462476816872045
"MT.labor",555.48694497248,88.6111111111111,23.5687705443555,138,103,0.86815689743489
"MT.budget",571.612090508872,104.694444444444,23.9084104555044,150,173,0.959966209204442
"MT.de.taxation",528.486219615677,93.6759259259259,22.9888281479435,109,147,0.115554932198966
"MT.de.cycle",615.960402738694,80.5462962962963,24.8185495696,162,28,0.821225819159271
"MT.de.labor",560.863136792123,87.0092592592593,23.6825492038362,143,86,0.814450633436816
"MT.de.budget",586.627366568497,92.3703703703704,24.2203915444919,154,136,0.883123351416005
"DMT.all",546.095208328287,91.8611111111111,23.368680072445,124,132,0.804356592938064
"DMT.future",552.525540380696,87.8148148148148,23.5058618302052,132,95,0.844051501948527
"DMT.presence",536.927166598323,89.8148148148148,23.1716889025881,117,115,0.115348684398745
"DMT.climate",547.559265268181,90.787037037037,23.3999843005969,125,126,0.80636241733369
"DMT.de",571.056412714639,86.5555555555556,23.8967866608596,149,80,0.809007280451919
"DMT.de.future",553.852522728135,87.9166666666667,23.534071528916,133,96,0.835145249095202
"DMT.de.present",561.203814181452,86.3796296296296,23.6897406946858,144,77,0.772864001091146
"DMT.de.climate",542.908608826898,87.4537037037037,23.3003993276274,123,93,0.587320810483791
"DMT.budget",527.340068149264,90.2037037037037,22.9638861726247,107,120,0.148456582251946
"DMT.currency",537.696638561575,86.3888888888889,23.1882866672287,119,78,0.118978020688485
"DMT.labor",533.840451106327,89.1018518518518,23.1049875807438,113,107,0.215956522465148
"DMT.cycle",554.420095183879,88.1388888888889,23.5461269678026,136,97,0.852116419524069
"DMT.taxation",530.164711789254,91.6203703703704,23.0253059000148,111,129,0.118832622851225
"DMT.de.budget",548.364305956773,92.1388888888889,23.417179718249,129,134,0.575760099011126
"DMT.de.labor",535.73055161066,90.1851851851852,23.1458538751686,115,119,0.239891070170859
"DMT.de.cycle",554.203009421188,85.9814814814815,23.5415167187925,135,72,0.81595491383855
"DMT.de.taxation",530.669226169326,92.5833333333333,23.0362589447446,112,137,0.109904161958604
