"","RMSE h:12","hit h:12"
"var_perc_pnword.zeit",0.0082660376339351,0.688073394495413
"R4",0.00847680328715746,0.752293577981651
"var_perc_nword.zeit",0.00848745620928137,0.688073394495413
"var_perc_pword.zeit",0.00848982980227427,0.596330275229358
"R1",0.00851351990373421,0.743119266055046
"var_perc_dif.zeit",0.00853719844773612,0.660550458715596
"kur_rpvalue.zeit.economic",0.00862247354913191,0.63302752293578
"kur_perc_pnword.zeit",0.00865204946033244,0.63302752293578
"idio.MTI_DE_all",0.00866656878650656,0.63302752293578
"naive",0.00866765136025666,0
"R2",0.00867519459160919,0.770642201834862
"R5",0.00870215138899411,0.761467889908257
"idio.MTI_DE_Klima",0.00871964144872229,0.623853211009174
"kur_perc_dif.zeit.economic",0.00873023787169995,0.623853211009174
"npword.zeit.economic",0.00875213038848423,0.513761467889908
"rnvalue.zeit.economic",0.00879519391614459,0.63302752293578
"perc_nword.zeit",0.00885075262268168,0.623853211009174
"kur_perc_pword.zeit.economic",0.00885145443372613,0.63302752293578
"rpvalue.zeit",0.00890369386879134,0.623853211009174
"var_perc_nword.zeit.economic",0.0089155270731651,0.614678899082569
"nword.zeit.economic",0.00892707474120592,0.504587155963303
"perc_pnword.zeit",0.00894088914397432,0.623853211009174
"R3",0.00894220148838407,0.724770642201835
"R6",0.00897477083598429,0.724770642201835
"npword.zeit",0.00900631293046374,0.513761467889908
"nword.zeit",0.00901930783443013,0.495412844036697
"kur_rpvalue.zeit",0.00903377245943043,0.642201834862385
"rvalue.zeit3",0.00909202945084718,0.63302752293578
"var_rvalue.zeit.economic",0.00911642215265557,0.642201834862385
"var_perc_dif.zeit.economic",0.00911940059815678,0.642201834862385
"kur_rnvalue.zeit",0.00914223590169019,0.660550458715596
"empl",0.00914399329570231,0.669724770642202
"pvalue.zeit.economic",0.00918214401447201,0.522935779816514
"RWort",0.00922690845699866,0.623853211009174
"var_perc_pnword.zeit.economic",0.00923777941717773,0.660550458715596
"rvalue.zeit.economic",0.0092801887210065,0.63302752293578
"kur_perc_nword.zeit.economic",0.00938244197354018,0.660550458715596
"RWort_sc",0.00943429649383774,0.587155963302752
"var_rpvalue.zeit.economic",0.00943723818568434,0.651376146788991
"npword.zeit3",0.0094425558255177,0.486238532110092
"esi.ger",0.00946816012008677,0.724770642201835
"nnword.zeit.economic",0.00952459717431113,0.477064220183486
"rnvalue.zeit",0.00954202116851518,0.623853211009174
"kur_rnvalue.zeit.economic",0.00954614937944386,0.660550458715596
"idio.MTI_all_all",0.00968803043253892,0.660550458715596
"perc_pword.zeit.economic",0.00968875104834959,0.623853211009174
"MTI_all_Konjunktur",0.00969286384551591,0.688073394495413
"perc_pword.zeit3.economic",0.00972789777171655,0.596330275229358
"idio.MTI_all_Konjunktur",0.00973209034819306,0.660550458715596
"nnword.zeit",0.00975129750446938,0.504587155963303
"nword.zeit3.economic",0.00980657896067302,0.477064220183486
"kur_rnvalue.zeit3.economic",0.00985446301606424,0.623853211009174
"gfk",0.0098827202019979,0.688073394495413
"idio.MTI_all_Klima",0.00990709119122232,0.642201834862385
"MTI_all_Arbeitsmarkt",0.00996494730013277,0.63302752293578
"mreal",0.00998890158284214,0.605504587155963
"MTI_DE_Arbeitsmarkt",0.00998902168745737,0.660550458715596
"nvalue.zeit.economic",0.0100158730086398,0.504587155963303
"idio.MTI_DE_Arbeitsmarkt",0.0100190185347694,0.63302752293578
"MTI_all_Waehrungspolitik.EURO.Geldpolitik",0.010107767966227,0.63302752293578
"rpvalue.zeit3",0.010108524043214,0.688073394495413
"idio.MTI_all_Waehrungspolitik.EURO.Geldpolitik",0.0101144885047519,0.63302752293578
"MTI_all_Zukunft",0.0101385435757631,0.623853211009174
"var_rpvalue.zeit",0.0101505393221834,0.532110091743119
"MTI_DE_Konjunktur",0.0101602404086694,0.706422018348624
"nword.zeit3",0.0101957494393989,0.422018348623853
"kur_perc_pnword.zeit.economic",0.0102281196568211,0.651376146788991
"CA",0.0102827912675522,0.614678899082569
"idio.MTI_all_Gegenwart",0.0102849068436463,0.63302752293578
"perc_pnword.zeit.economic",0.010307976411851,0.642201834862385
"perc_dif.zeit.economic",0.0103978713091862,0.614678899082569
"idio.MTI_DE_Konjunktur",0.0104180320752928,0.697247706422018
"idio.MTI_all_Haushaltspolitik",0.0104522481525093,0.642201834862385
"kur_rnvalue.zeit3",0.0104819723841845,0.605504587155963
"perc_nword.zeit.economic",0.0105071110743076,0.614678899082569
