"Link","Name"
"http://www.bundesbank.de/Navigation/EN/Statistics/Time_series_databases/Macro_economic_time_series/its_list_node.html?listId=www_v36_2014_bip","Gross domestic product"
"http://www.bundesbank.de/Navigation/EN/Statistics/Time_series_databases/Macro_economic_time_series/its_list_node.html?listId=www_v36_2014_bws","Gross value added of selected economic sectors"
"http://www.bundesbank.de/Navigation/EN/Statistics/Time_series_databases/Macro_economic_time_series/its_list_node.html?listId=www_v36_2014_verwreal","At previous-year prices"
"http://www.bundesbank.de/Navigation/EN/Statistics/Time_series_databases/Macro_economic_time_series/its_list_node.html?listId=www_v36_2014_verwnom","At current prices"
"http://www.bundesbank.de/Navigation/EN/Statistics/Time_series_databases/Macro_economic_time_series/its_list_node.html?listId=www_v36_2014_verwpreise","Deflators"
"http://www.bundesbank.de/Navigation/EN/Statistics/Time_series_databases/Macro_economic_time_series/its_list_node.html?listId=www_v36_2014_bne","National income"
"http://www.bundesbank.de/Navigation/EN/Statistics/Time_series_databases/Macro_economic_time_series/its_list_node.html?listId=www_v36_2014_ph","Households income"
"http://www.bundesbank.de/Navigation/EN/Statistics/Time_series_databases/Macro_economic_time_series/its_list_node.html?listId=www_v36_2014_prod","Productivity and labour costs in the economy as a whole"
"http://www.bundesbank.de/Navigation/EN/Statistics/Time_series_databases/Macro_economic_time_series/its_list_node.html?listId=www_v36_2014_lohnkosten","Unit labour costs in selected economic sectors"
"http://www.bundesbank.de/Navigation/EN/Statistics/Time_series_databases/Macro_economic_time_series/its_list_node.html?listId=www_s311_b4_vgr_entst_bws","GDP and gross value added of selected economic sectors"
"http://www.bundesbank.de/Navigation/EN/Statistics/Time_series_databases/Macro_economic_time_series/its_list_node.html?listId=www_s311_b4_vgr_verw_real","at previous-year prices"
"http://www.bundesbank.de/Navigation/EN/Statistics/Time_series_databases/Macro_economic_time_series/its_list_node.html?listId=www_s311_b4_vgr_verw_nominal","at current prices"
"http://www.bundesbank.de/Navigation/EN/Statistics/Time_series_databases/Macro_economic_time_series/its_list_node.html?listId=www_s311_b4_vgr_nationalek","National income"
"http://www.bundesbank.de/Navigation/EN/Statistics/Time_series_databases/Macro_economic_time_series/its_list_node.html?listId=www_s311_b4_vgr_ek_prhh","Households` income"
"http://www.bundesbank.de/Navigation/EN/Statistics/Time_series_databases/Macro_economic_time_series/its_list_node.html?listId=www_s311_b4_vgr_prod_lohnkst","Productivity and labour costs in the economy as a whole"
"http://www.bundesbank.de/Navigation/EN/Statistics/Time_series_databases/Macro_economic_time_series/its_list_node.html?listId=www_s311_b4_vgr_lohnstueckkst","Unit labour costs in selected economic sectors"
