"Name","Link"
"Einkommen der privaten Haushalte","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s311_b4_vgr_ek_prhh"
"Produktivität und Lohnkosten in der Gesamtwirtschaft","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s311_b4_vgr_prod_lohnkst"
"Lohnstückkosten in ausgewählten Wirtschaftsbereichen","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s311_b4_vgr_lohnstueckkst"
"Bruttoinlandsprodukt","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s311_lr_bip"
"Inländische Verwendung","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s311_lr_inlverw"
"Private Konsumausgaben","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s311_lr_privk"
"Konsumausgaben des Staates","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s311_lr_kstaat"
"Bruttoanlageinvestitionen","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s311_lr_bai"
"Exporte","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s311_lr_ex"
"Importe","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s311_lr_im"
"Lohnkosten je Arbeitnehmer (nominal)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_s311_lr_lokst"
"Bargeld und Einlagen (F.2)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_11gb2"
"Kurzfristige Schuldverschreibungen (F.31)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_11gb31"
"Langfristige Schuldverschreibungen (F.32)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_11gb32"
"Kurzfristige Kredite (F.41)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_11gb41"
"Langfristige Kredite (F.42)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_11gb42"
"Börsennotierte Aktien (F.511)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_11gb511"
"Nicht-börsennotierte Aktien (F.512)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_11gb512"
"Sonstige Anteilsrechte (F.519)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_11gb519"
"Anteile an Investmentfonds (F.52)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_11gb52"
"Versicherungs-, Alterssicherungs und Standardgarantie-Systeme (F.6)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_11gb6"
"Finanzderivate und Mitarbeiteraktienoptionen (F.7)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_11gb7"
"Sonstige Forderungen (F.8)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_11gb8"
"Geldvermögensbildung insgesamt (F)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_11gb"
"Kurzfristige Schuldverschreibungen (F.31)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_11af31"
"Langfristige Schuldverschreibungen (F.32)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_11af32"
"Kurzfristige Kredite (F.41)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_11af41"
"Langfristige Kredite (F.42)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_11af42"
"Börsennotierte Aktien (F.511)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_11af511"
"Nicht-börsennotierte Aktien (F.512)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_11af512"
"Sonstige Anteilsrechte (F.519)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_11af519"
"Versicherungs-, Alterssicherungs und Standardgarantie-Systeme (F.6)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_11af6"
"Finanzderivate und Mitarbeiteraktienoptionen (F.7)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_11af7"
"Sonstige Verbindlichkeiten (F.8)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_11af8"
"Außenfinanzierung insgesamt (F)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_11af"
"Währungsgold und Sonderziehungsrechte (F.1)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_12gb1"
"Bargeld und Einlagen (F.2)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_12gb2"
"Schuldverschreibungen (F.3)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_12gb3"
"Kredite (F.4)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_12gb4"
"Anteilsrechte und Anteile an Investmentfonds (F.5)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_12gb5"
"Versicherungs-, Alterssicherungs und Standardgarantie-Systeme (F.6)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_12gb6"
"Finanzderivate und Mitarbeiteraktienoptionen (F.7)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_12gb7"
"Sonstige Forderungen (F.8)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_12gb8"
"Geldvermögensbildung insgesamt (F)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_12gb"
"Bargeld und Einlagen (F.2)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_12af2"
"Schuldverschreibungen (F.3)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_12af3"
"Kredite (F.4)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_12af4"
"Anteilsrechte und Anteile an Investmentfonds (F.5)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_12af5"
"Versicherungs-, Alterssicherungs und Standardgarantie-Systeme (F.6)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_12af6"
"Finanzderivate und Mitarbeiteraktienoptionen (F.7)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_12af7"
"Sonstige Verbindlichkeiten (F.8)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_12af8"
"Außenfinanzierung insgesamt (F)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_12af"
"Währungsgold und Sonderziehungsrechte (F.1)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_121gb1"
"Bargeld und Einlagen (F.2)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_121gb2"
"Kurzfristige Schuldverschreibungen (F.31)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_121gb31"
"Langfristige Schuldverschreibungen (F.32)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_121gb32"
"Kurzfristige Kredite (F.41)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_121gb41"
"Langfristige Kredite (F.42)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_121gb42"
"Börsennotierte Aktien (F.511)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_121gb511"
"Nicht-börsennotierte Aktien (F.512)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_121gb512"
"Sonstige Anteilsrechte (F.519)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_121gb519"
"Anteile an Investmentfonds (F.52)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_121gb52"
"Versicherungs-, Alterssicherungs und Standardgarantie-Systeme (F.6)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_121gb6"
"Finanzderivate und Mitarbeiteraktienoptionen (F.7)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_121gb7"
"Sonstige Forderungen (F.8)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_121gb8"
"Geldvermögensbildung insgesamt (F)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_121gb"
"Bargeld und Einlagen (F.2)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_121af2"
"Kurzfristige Schuldverschreibungen (F.31)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_121af31"
"Langfristige Schuldverschreibungen (F.32)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_121af32"
"Börsennotierte Aktien (F.511)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_121af511"
"Nicht-börsennotierte Aktien (F.512)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_121af512"
"Sonstige Anteilsrechte (F.519)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_121af519"
"Anteile an Investmentfonds (F.52)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_121af52"
"Versicherungs-, Alterssicherungs und Standardgarantie-Systeme (F.6)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_121af6"
"Finanzderivate und Mitarbeiteraktienoptionen (F.7)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_121af7"
"Sonstige Verbindlichkeiten (F.8)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_121af8"
"Außenfinanzierung insgesamt (F)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_121af"
"Bargeld und Einlagen (F.2)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_124gb2"
"Kurzfristige Schuldverschreibungen (F.31)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_124gb31"
"Langfristige Schuldverschreibungen (F.32)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_124gb32"
"Langfristige Kredite (F.42)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_124gb42"
"Börsennotierte Aktien (F.511)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_124gb511"
"Sonstige Anteilsrechte (F.519)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_124gb519"
"Anteile an Investmentfonds (F.52)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_124gb52"
"Finanzderivate und Mitarbeiteraktienoptionen (F.7)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_124gb7"
"Sonstige Forderungen (F.8)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_124gb8"
"Geldvermögensbildung insgesamt (F)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_124gb"
"Kredite (F.4)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_124af4"
"Anteile an Investmentfonds (F.52)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_124af52"
"Finanzderivate und Mitarbeiteraktienoptionen (F.7)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_124af7"
"Sonstige Verbindlichkeiten (F.8)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_124af8"
"Außenfinanzierung insgesamt (F)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_124af"
"Bargeld und Einlagen (F.2)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_125gb2"
"Kurzfristige Schuldverschreibungen (F.31)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_125gb31"
"Langfristige Schuldverschreibungen (F.32)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_125gb32"
"Kurzfristige Kredite (F.41)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_125gb41"
"Langfristige Kredite (F.42)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_125gb42"
"Börsennotierte Aktien (F.511)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_125gb511"
"Nicht-börsennotierte Aktien (F.512)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_125gb512"
"Sonstige Anteilsrechte (F.519)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_125gb519"
"Anteile an Investmentfonds (F.52)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_125gb52"
"Finanzderivate und Mitarbeiteraktienoptionen (F.7)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_125gb7"
"Sonstige Forderungen (F.8)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_125gb8"
"Geldvermögensbildung insgesamt (F)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_125gb"
"Kurzfristige Schuldverschreibungen (F.31)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_125af31"
"Langfristige Schuldverschreibungen (F.32)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_125af32"
"Kurzfristige Kredite (F.41)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_125af41"
"Langfristige Kredite (F.42)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_125af42"
"Börsennotierte Aktien (F.511)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_125af511"
"Nicht-börsennotierte Aktien (F.512)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_125af512"
"Sonstige Anteilsrechte (F.519)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_125af519"
"Versicherungs-, Alterssicherungs und Standardgarantie-Systeme (F.6)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_125af6"
"Finanzderivate und Mitarbeiteraktienoptionen (F.7)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_125af7"
"Sonstige Verbindlichkeiten (F.8)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_125af8"
"Außenfinanzierung insgesamt (F)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_125af"
"Bargeld und Einlagen (F.2)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_128gb2"
"Kurzfristige Schuldverschreibungen (F.31)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_128gb31"
"Langfristige Schuldverschreibungen (F.32)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_128gb32"
"Kurzfristige Kredite (F.41)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_128gb41"
"Langfristige Kredite (F.42)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_128gb42"
"Börsennotierte Aktien (F.511)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_128gb511"
"Nicht-börsennotierte Aktien (F.512)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_128gb512"
"Sonstige Anteilsrechte (F.519)","http://www.bundesbank.de/Navigation/DE/Statistiken/Zeitreihen_Datenbanken/Makrooekonomische_Zeitreihen/its_list_node.html?listId=www_v1f_128gb519"
