,MT.all,MT.de,MT.presence,MT.future,MT.climate,MT.de.present,MT.de.future,MT.de.climate,MT.currency,MT.taxation,MT.cycle,MT.labor,MT.budget,MT.de.taxation,MT.de.cycle,MT.de.labor,MT.de.budget
2001-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001-02,19.29824561,27.65957447,0,56.25,125,10,57.14285714,131.475147,33.33333333,-37.5,72.72727273,0,50,-28.57142857,100,7.142857143,50
2001-03,-18.6440678,-17.30769231,-27.90697674,-25,73.53214769,-25.64102564,-20,77.12793235,-83.33333333,-40,-33.33333333,-12.5,-50,-40,0,-14.28571429,-50
2001-04,-2.419354839,-1.851851852,-12.5,2.380952381,94.64847243,-13.33333333,5.128205128,95.45214042,-42.85714286,-11.11111111,-2.777777778,9.433962264,-50,-11.11111111,-3.333333333,13.04347826,-33.33333333
2001-05,-23.94366197,-22.95918367,-27.77777778,-17.64705882,77.12141349,-26.08695652,-18.75,77.49474035,-28.57142857,-80,-16.16161616,-26.78571429,-37.5,-80,-16.66666667,-18.75,-42.85714286
2001-06,-41.05960265,-40.36697248,-46.07843137,-29.16666667,61.80165406,-49.29577465,-23.68421053,62.20557039,-90.47619048,0,-30.43478261,-19.51219512,-75.75757576,0,-73.33333333,-19.44444444,-27.27272727
2001-07,-50.81967213,-52,-50,-54.32098765,47.79069593,-47.65625,-59.72222222,45.91611842,-84,-66.66666667,-60.49382716,-16.66666667,-32.55813953,-66.66666667,-61.11111111,-28.57142857,-4.761904762
2001-08,-35.98130841,-40.10152284,-38.05970149,-34.66666667,63.61419786,-44.16666667,-36.11111111,59.72545211,-50,-16.66666667,-41.50943396,-45.45454545,-50,-16.66666667,-44.23076923,-44.44444444,-42.85714286
2001-09,-41.54589372,-42.55319149,-47.5862069,-27.41935484,61.67841534,-49.23076923,-27.5862069,60.63326293,-30,-21.05263158,-64.0625,-42.46575342,0,-21.05263158,-62.90322581,-43.75,0
2001-10,-35.71428571,-38.0952381,-39.74358974,-27.27272727,66.19882463,-43.05555556,-28.125,63.97563555,0,-28.57142857,-42.85714286,-55.17241379,-26.66666667,-28.57142857,-43.75,-53.57142857,-26.66666667
2001-11,-48.51485149,-47.64397906,-48.41269841,-52.7027027,49.3957482,-46.55172414,-53.42465753,49.89360432,71.42857143,-29.41176471,-70.51282051,-23.68421053,-70,-29.41176471,-71.42857143,-20,-71.42857143
2001-12,-54.54545455,-53.23383085,-58.91472868,-47.36842105,46.50142687,-57.37704918,-47.36842105,47.36362741,75,-20,-75.71428571,-53.06122449,-58.06451613,-20,-75,-52.08333333,-55.17241379
2002-01,-42.15246637,-39.21568627,-55.70469799,-15.94202899,61.01944946,-54.41176471,-9.523809524,64.223437,0,-16.66666667,-41.93548387,-48.4375,-83.33333333,-16.66666667,-39.28571429,-48.38709677,-87.5
2002-02,-55.23255814,-54.9689441,-64.89795918,-28.72340426,50.01953591,-65.77777778,-27.17391304,49.92264548,-54.83870968,-45.45454545,-51.5625,-55.97484277,-77.14285714,-45.45454545,-53.22580645,-56.95364238,-72.4137931
2002-03,-56.25,-53.53535354,-74.47698745,2.631578947,51.18072955,-72.81105991,4,53.17565016,-38.46153846,-11.11111111,-4.651162791,-69.56521739,-63.93442623,0,5.405405405,-67.54966887,-60.71428571
2002-04,-34.5177665,-30.28571429,-44.36090226,-8.333333333,71.416039,-40,-1.960784314,76.69649888,10,-27.27272727,-2.564102564,-56.33802817,-42.85714286,-27.27272727,5.555555556,-56.25,-27.27272727
2002-05,-8.176100629,1.388888889,-27.52293578,41.30434783,101.1994283,-18.55670103,47.72727273,109.6877224,-16.66666667,-60,2.898550725,6.451612903,-40,-60,16.39344262,22.22222222,-40
2002-06,-21.18226601,-18.22916667,-24.16107383,-18,78.85931743,-21.42857143,-14.58333333,81.9225825,5.555555556,-7.142857143,-8.108108108,-39.21568627,-39.13043478,-7.142857143,-8.108108108,-38,-38.88888889
2002-07,-9.947643979,-8.045977011,-27.41935484,25.42372881,95.41139951,-25.68807339,24.56140351,96.21017553,33.33333333,0,-45.45454545,-6.41025641,0,0,-40,-2.777777778,5.263157895
2002-08,-39.67611336,-36.12334802,-48.38709677,2.040816327,72.57150114,-44.91017964,4.166666667,75.75303924,33.33333333,-55.55555556,-21.95121951,-54,-66.66666667,-55.55555556,-15.78947368,-50,-60.86956522
2002-09,-28.03738318,-25.87412587,-44.50549451,-5.147058824,72.55216789,-42.67515924,-3.968253968,74.19571787,-62.5,-13.7254902,-43.58974359,-24.06015038,-40,-14.28571429,-40,-23.01587302,-35.71428571
2002-10,-50.14409222,-49.68152866,-52.6119403,-43.58974359,51.70273299,-51.0460251,-45.33333333,51.73152451,-50,-34.88372093,-62.31884058,-47.36842105,-67.21311475,-34.88372093,-60.60606061,-44.44444444,-66.66666667
2002-11,-52.68292683,-53.07692308,-60.19417476,-45.77114428,46.4609982,-60.31746032,-46.23115578,46.19182064,-11.11111111,-40.90909091,-66.66666667,-31.81818182,-73.55371901,-40.90909091,-66.07142857,-33.33333333,-72.4137931
2002-12,-66.80851064,-66.81514477,-72.42798354,-60.73059361,32.90496497,-72.32142857,-61.29032258,32.73268354,-33.33333333,-52.85714286,-70.49180328,-52.87356322,-84.05797101,-54.41176471,-69.49152542,-53.48837209,-83.46456693
2003-01,-25.45454545,-24.86486486,-40.69264069,-2.666666667,75.97751623,-39.36651584,-3.448275862,76.51318472,60,-14.94252874,-49.09090909,-21.97802198,-38.59649123,-15.11627907,-48.14814815,-21.11111111,-36.73469388
2003-02,-36.73913043,-35.79952267,-45.23809524,-25.24752475,63.98115293,-43.94618834,-24.60732984,65.00804976,-16.66666667,-39.53488372,-51.2195122,-37.5,-51.04166667,-41.46341463,-53.16455696,-37,-48.10126582
2003-03,-43.87096774,-43.94463668,-52.35602094,-27.27272727,58.86439211,-51.70454545,-29.52380952,58.34106319,-16.66666667,-33.33333333,-72,-44.21052632,-52.63157895,-30.76923077,-80,-43.47826087,-52.94117647
