,MT.all,MT.de,MT.presence,MT.future,MT.climate,MT.de.present,MT.de.future,MT.de.climate,MT.currency,MT.taxation,MT.cycle,MT.labor,MT.budget,MT.de.taxation,MT.de.cycle,MT.de.labor,MT.de.budget
2003-04,-40.48338369,-39.87138264,-49.75609756,-25.20325203,61.30318513,-48.69109948,-25.42372881,61.85811571,-75,-36.36363636,-63.41463415,-40.29850746,-34.28571429,-36.36363636,-63.15789474,-39.39393939,-32
2003-05,-41.27906977,-41.5625,-47.31182796,-35.09933775,58.47646756,-49.11242604,-33.79310345,58.04402075,0,-14.28571429,-70.66666667,-44.96124031,-53.65853659,-12.19512195,-70.27027027,-42.5,-58.82352941
2003-06,-53.03643725,-53.14533623,-59.7826087,-44.23076923,47.35919105,-59.92063492,-44.72361809,47.06848511,-15.38461538,-38.80597015,-60.6557377,-51.37614679,-72,-38.80597015,-60.71428571,-49.03846154,-75.93984962
2003-07,-18.00847458,-15.71428571,-25.31120332,-7.272727273,83.22072109,-23.67149758,-5.392156863,84.97808531,37.5,7.75862069,-35.59322034,-29.47368421,-33.69565217,7.75862069,-33.96226415,-30.23255814,-29.62962963
2003-08,-21.89054726,-21.16402116,-31.42857143,-7.236842105,79.75526475,-30.66666667,-7.333333333,80.15540461,-42.85714286,-17.75700935,-37.20930233,-18.18181818,-40.78947368,-17.75700935,-40,-16.86746988,-36.36363636
2003-09,-42.53164557,-42.2459893,-48.8,-30.65693431,59.58493907,-48.91774892,-30.37037037,59.63923393,-60,-22.22222222,-55.26315789,-50,-72.13114754,-22.22222222,-55.26315789,-51.40186916,-69.09090909
2003-10,-34.3412527,-33.56973995,-42.49084249,-22.2826087,66.85403277,-42.74193548,-20.34883721,67.5327433,-28.57142857,-33.33333333,-11.11111111,-32.72727273,-64.60176991,-34.48275862,-11.76470588,-33.66336634,-67.03296703
2003-11,-32.51879699,-30.72289157,-45.0310559,-11.65048544,69.68844615,-42.85714286,-11.5,71.11359123,0,-7.52688172,-19.35483871,-32.4137931,-80.35714286,-8.791208791,-18.96551724,-30.43478261,-79
2003-12,-26.82481752,-26.28458498,-41.21405751,-7.391304348,73.78407319,-40.9252669,-7.239819005,74.02555595,-8.333333333,-2.419354839,-10,-37.28813559,-70.16129032,-1.639344262,-12.06896552,-38.05309735,-73.33333333
2004-01,-15.04065041,-13.98305085,-26.72064777,-2.479338843,84.5355007,-25.86206897,-2.100840336,85.19413799,0,-8,27.08333333,-38.88888889,-52.17391304,-8,25.53191489,-39.43661972,-52.63157895
2004-02,-18.60940695,-18.84057971,-30.37974684,-5.982905983,80.90422663,-30.90128755,-6.034482759,80.57850989,-37.5,-18.60465116,23.91304348,-31.81818182,-43.5483871,-18.75,23.91304348,-31.53846154,-46.66666667
2004-03,-35,-36.38888889,-44.03669725,-24,65.21664672,-45.36585366,-25,64.01219396,-50,-33.33333333,-12.82051282,-45.16129032,-61.01694915,-33.96226415,-10.52631579,-45.45454545,-65.45454545
2004-04,-36.05769231,-35.64356436,-45.33333333,-23.25581395,64.77151254,-45.41284404,-23.07692308,64.79978393,-14.28571429,-20.3125,-37.83783784,-34.19354839,-51.1627907,-20.63492063,-37.83783784,-34.43708609,-47.36842105
2004-05,-23.77260982,-20.71005917,-33.67875648,-12.29050279,76.26927903,-30.43478261,-10.3030303,78.99233631,-28.57142857,-6.896551724,-25.67567568,-27.10843373,-30,-6.896551724,-18.03278689,-25,-19.23076923
2004-06,-51.40664962,-53.7037037,-53.61702128,-47.2972973,49.4419694,-57.77777778,-46.89655172,47.35129981,-50,-39.47368421,-40,-44.87179487,-71.94244604,-39.47368421,-42.85714286,-48,-71.94244604
2004-07,-27.45098039,-25.97014925,-31.68316832,-21.62162162,73.17487604,-28.72340426,-21.9858156,74.5693334,-40,-38.46153846,-36,-12.6984127,-53.125,-38.46153846,-34.69387755,-6.896551724,-53.44827586
2004-08,-17.06161137,-16.66666667,-25.99118943,-5.027932961,83.83775831,-26.88679245,-2.976190476,84.22423596,13.33333333,-9.523809524,37.83783784,-27.91666667,-57.69230769,-9.523809524,36.11111111,-26.36363636,-60
2004-09,-32.05128205,-31.65467626,-41.21863799,-18.88888889,69.04941408,-41.42259414,-17.54385965,69.49868199,-75,-37.5,7.894736842,-33.11897106,-60.52631579,-37.5,-6.451612903,-29.64285714,-70.96774194
2004-10,-38.13813814,-39.10034602,-45.85365854,-24.79338843,63.81350069,-49.13294798,-21.62162162,63.14172195,-44.44444444,-34.7826087,-13.51351351,-36.17021277,-58.82352941,-40.90909091,-12.90322581,-34.18803419,-60
2004-11,-27.29805014,-28.02359882,-31.53153153,-21.48148148,73.32150237,-32.68292683,-21.96969697,72.47600719,0,-18.42105263,-1.818181818,-30.43478261,-79.62962963,-16.21621622,-3.703703704,-29.72972973,-82
2004-12,-38.79093199,-39.68253968,-45,-29.23976608,62.38439601,-46.60194175,-29.94011976,61.16421802,-40,-20,-25,-31.3559322,-65.65656566,-20,-23.40425532,-35.13513514,-64.89361702
2005-01,-23.25581395,-23.87543253,-24.33862434,-22.22222222,76.71227843,-24.59016393,-23.30097087,76.05170092,0,-23.80952381,-19.51219512,-40.60150376,-27.02702703,-25,-22.5,-40.45801527,-25
2005-02,-24.5210728,-22.48995984,-33.92857143,-3.75,79.74568954,-32.5,-2.564102564,81.09823103,-100,-27.27272727,28.125,-38.0952381,-42.85714286,-28.57142857,28.125,-36,-37.77777778
2005-03,-57.40740741,-56.28571429,-65.45454545,-32.96703297,48.1215577,-64.8,-32.22222222,48.84442422,-20,-20.51282051,-78.26086957,-74.74747475,-73.33333333,-20.51282051,-84.21052632,-74.05405405,-76.19047619
2005-04,-50.19157088,-50.70422535,-62.29050279,-19.86754967,54.97048674,-62.64705882,-20.83333333,54.37929609,-50,-18.18181818,-46.66666667,-65.82733813,-50.94339623,-18.18181818,-46.66666667,-65.917603,-54.34782609
2005-05,-45.12820513,-45.23160763,-54.25101215,-32.59259259,55.53215882,-54.62555066,-33.33333333,54.99966627,-75,-32,-75,-39.10891089,-53.33333333,-32,-78.72340426,-37.23404255,-50
2005-06,-42.63157895,-41.54302671,-48.01762115,-34.55882353,58.32484915,-45.45454545,-36.58536585,58.81309416,50,-17.85714286,-33.33333333,-61.9047619,-77.6119403,-18.51851852,-37.14285714,-58.5106383,-80.70175439
2005-07,-34.30656934,-33.33333333,-43.24324324,-18.04511278,68.2018592,-42.62295082,-18.11023622,68.54628366,0,-25,-37.5,-43.75,-59.67741935,-25,-44.82758621,-40.74074074,-58.18181818
2005-08,-45.99303136,-45.48736462,-58.04597701,-23.30097087,56.72594496,-58.08383234,-22.77227723,56.89543194,-50,-33.33333333,-55,-60,-64.28571429,-33.33333333,-61.11111111,-59.30232558,-62.26415094
2005-09,-40.25974026,-38.35616438,-52.19512195,-14.77272727,63.83008209,-49.21465969,-14.94252874,65.72421642,-50,-28.57142857,-50,-50.4587156,-47.36842105,-29.16666667,-50,-46,-45.71428571
2005-10,-30.86956522,-29.6803653,-32.12121212,-20.37037037,73.51981188,-30.12820513,-21.15384615,74.22346184,-100,-24,-73.91304348,-21.42857143,-68.57142857,-24,-72.72727273,-22.72727273,-65.625
2005-11,-42.76527331,-43.29896907,-49.71751412,-33.33333333,57.89789051,-50.94339623,-33.59375,57.07595899,-90,-15.78947368,-31.25,-48.33333333,-62.5,-15.78947368,-31.25,-48.27586207,-61.0619469
2005-12,-40.31890661,-41.19047619,-47.54901961,-35.55555556,58.13926635,-48.67724868,-36.65158371,57.01942665,-75,-46.51162791,-8.571428571,-28.72340426,-56.4516129,-46.51162791,-8.571428571,-29.06976744,-56.55737705
2006-01,-11.53846154,-12.14057508,-26.80412371,6.818181818,88.42313284,-26.85714286,3.968253968,87.20398585,-60,-17.85714286,53.19148936,-42.1686747,-44.06779661,-17.85714286,53.19148936,-42.30769231,-46.15384615
2006-02,-16.96202532,-14.75409836,-32.0754717,2.958579882,83.62662837,-31.57894737,3.614457831,84.19863581,-100,-29.72972973,45.28301887,-30.35714286,-43.85964912,-29.72972973,50,-31.13207547,-34.7826087
2006-03,-37.18411552,-38.03921569,-40.96385542,-29.29292929,64.60861281,-41.7218543,-31.91489362,62.99106087,0,-40.90909091,-16,-54.62962963,-47.72727273,-40.90909091,-8.695652174,-58,-45
2006-04,-25.37313433,-32.66666667,-29.59641256,-16.66666667,76.59612014,-39.28571429,-18.94736842,70.15021477,-25,-31.70731707,16.66666667,-32.60869565,-60.9375,-31.70731707,-6.25,-36.47058824,-61.66666667
2006-05,-14,-11.2804878,-29.50819672,4.516129032,85.83431952,-25.45454545,4.635761589,88.31829034,-20,-34.7826087,51.02040816,-24,-70.96774194,-34.7826087,51.02040816,-23.46938776,-61.11111111
2006-06,-32.26544622,-31.17505995,-35.3909465,-31.2849162,66.63044743,-32.60869565,-31.81818182,67.7854089,33.33333333,-53.48837209,19.04761905,-37.93103448,-26.86567164,-53.48837209,25,-36.17021277,-24.56140351
2006-07,-35.71428571,-35.56851312,-43.56846473,-24.34782609,65.33887297,-43.36283186,-24.7706422,65.27463356,0,-37.23404255,7.142857143,-42.47787611,-72.30769231,-37.6344086,7.142857143,-43.11926606,-70.37037037
2006-08,-25.65597668,-26.82926829,-28.07881773,-21.01449275,75.37062467,-29.16666667,-22.3880597,74.14521183,-55.55555556,-45.20547945,25,-25,-25,-45.83333333,30.43478261,-25,-25.58139535
2006-09,-3.08988764,-2.96735905,-1.34529148,-7.37704918,95.59126642,-0.956937799,-7.627118644,95.64984597,-40,-63.26530612,54.34782609,-0.819672131,-7.317073171,-61.70212766,53.48837209,0.840336134,-2.564102564
2006-10,-23.65591398,-18.15384615,-33.7254902,0.99009901,81.81118082,-26.29107981,-1.030927835,85.41020689,50,-36.36363636,20.58823529,-22.12389381,-13.04347826,-38.0952381,33.33333333,-14.14141414,-4.838709677
2006-11,-21.6066482,-17.53246753,-34.64912281,12.03703704,85.56704184,-29.1005291,12.37113402,89.25835505,33.33333333,-29.62962963,40,-50,-33.33333333,-26.92307692,42.10526316,-48.27586207,-7.843137255
2006-12,12.17798595,13.33333333,7.575757576,19.59459459,113.4260954,8.097165992,20.83333333,114.2879735,-25,-16.66666667,70.73170732,2.808988764,24.69135802,-16.66666667,76.31578947,3.409090909,28.94736842
2007-01,6.194690265,7.430340557,1.477832512,14.16666667,107.6354304,2.094240838,16.37931034,109.0030153,-50,-28.57142857,80.85106383,-12.12121212,21.73913043,-28.57142857,82.60869565,-9.473684211,30
2007-02,-1.98019802,-1.82767624,-8.459214502,5.714285714,98.37260164,-9.543568465,7.826086957,98.76012886,-18.75,-36.11111111,32.92682927,-1.169590643,5.555555556,-36.11111111,49.01960784,-3.896103896,10.34482759
2007-03,3.938730853,5.190311419,1.063829787,8.227848101,104.5845152,7.01754386,1.923076923,104.439252,0,-1.219512195,31.57894737,0,12.5,-6.493506494,52.17391304,14.81481481,19.51219512
2007-04,1.112877583,-0.543478261,-0.694444444,6.875,103.0207807,-1.298701299,2.5,100.5827178,17.14285714,-23.37662338,33.00970874,-4.225352113,-1.01010101,-27.86885246,53.84615385,-3.571428571,13.7254902
2007-05,7.290015848,12.5748503,0.950118765,26.9005848,113.1840497,3.125,30.64516129,116.0723148,-28,5.102040816,28.125,0,2.597402597,-7.142857143,72.72727273,-1.515151515,5.263157895
2007-06,20.23121387,27.06270627,18.32884097,28.46153846,123.291139,26.13065327,30.20833333,128.153276,37.5,-9.433962264,58.33333333,7.432432432,29.62962963,-14.70588235,81.13207547,11.11111111,58.62068966
2007-07,9.693053312,14,9.579439252,9.166666667,109.3728582,17.4863388,8,112.6433513,7.407407407,-13.79310345,43.7037037,1.307189542,13.63636364,-25,71.73913043,0.819672131,37.03703704
2007-08,6.06557377,7.202216066,9.133489461,1.388888889,105.1899389,15.38461538,1.769911504,108.3636567,-47.05882353,-19.67213115,28.69565217,14.28571429,4.587155963,-30.23255814,53.84615385,12.87128713,7.272727273
2007-09,-16.39344262,-9.230769231,-21.45922747,-7.382550336,85.28919068,-11.4893617,-4.6875,91.84862662,-44.21052632,-8.823529412,-24.16107383,-14.59854015,32.43243243,0,3.125,-16,43.75
2007-10,-7.252747253,-2.867383513,-12.67605634,3.968253968,95.28335611,-7.058823529,1.075268817,96.92293019,-39.13043478,-11.62790698,-4.62962963,1.234567901,16,-12.19512195,28.125,6.666666667,32.43243243
2007-11,4.915254237,8,2.122015915,7.874015748,104.9586202,4.017857143,15.625,109.667975,-53.57142857,10.34482759,6.164383562,13.66459627,6.818181818,-4.166666667,14.03508772,15.49295775,31.81818182
2007-12,-5.414551607,-7.01754386,6.632653061,-23.1292517,90.53690868,4.048582996,-20.86956522,90.73813758,-36.11111111,-37.20930233,1.226993865,9.259259259,-3.50877193,-40,5.309734513,18.27956989,-2.083333333
2008-01,-14.84641638,-9.964412811,-14.4295302,-12.5,86.52985674,-16.16766467,5.555555556,94.06895731,-41.86046512,-10,-7.339449541,-20.18348624,-20.51282051,-10.71428571,20,-17,-18.75
2008-02,-7.826086957,1.290322581,-6.172839506,-7.317073171,93.25328869,2.252252252,6.153846154,104.1847871,-36.73469388,-43.18181818,-16.41791045,12,13.33333333,-42.5,20.51282051,17.64705882,13.63636364
2008-03,-17.04035874,-4.326923077,-16.4305949,-22.97297297,80.23155754,-5.625,-15.78947368,89.14801412,-36.36363636,-41.81818182,-13.53383459,-8.974358974,-2.898550725,-41.93548387,34.375,-1.612903226,10.52631579
2008-04,-23.05936073,-16.66666667,-22.91666667,-23.28767123,76.8976073,-14.83516484,-27.45098039,78.60423205,-55.31914894,-23.07692308,-19.3877551,-23.33333333,-11.9047619,-26.47058824,8.823529412,-16.32653061,3.448275862
2008-05,-30.97222222,-12.03438395,-30.41894353,-32.11678832,68.72689128,-12.20472441,-12.65822785,87.56823029,-59.3220339,-24.32432432,-42.37288136,8.035714286,-22.4137931,-31.25,4.166666667,14.89361702,-28.20512821
2008-06,-20.70240296,-15.78947368,-24.32432432,-7.627118644,83.60849365,-21.12068966,-6.024096386,86.09735458,-80.64516129,-27.92792793,0,-2.666666667,-4.255319149,-29.80769231,32.35294118,7.01754386,0
2008-07,-36.71497585,-33.11258278,-40.09433962,-26.4516129,66.37744119,-41.74757282,-12.08791209,71.56180895,-71.25,-29.52380952,-32.03883495,-40.4494382,-11.29032258,-30.12048193,0,-36.61971831,3.225806452
2008-08,-26.68161435,-21.01167315,-34.58213256,-2.272727273,79.95692448,-33.87096774,7.936507937,84.48512777,-68.51851852,-44.44444444,-53.68421053,-2.564102564,17.85714286,-45.09803922,-37.03703704,-2.857142857,57.14285714
2008-09,-44.06779661,-50,-45.67901235,-44.18604651,55.06241076,-51.02040816,-50,49.48716593,-82.85714286,-47.82608696,-53.94736842,-18.18181818,11.53846154,-47.61904762,-72,-12.82051282,-17.64705882
2008-10,-41.74372523,-22.15568862,-42.11438475,-39.15662651,59.34607071,-20.4,-29.48717949,74.91875942,-27.90697674,-9.523809524,-67.6,-17.47572816,-31.11111111,-6.779661017,-47.61904762,-15.29411765,-28.57142857
2008-11,-26.40264026,-20.37037037,-28.11594203,-22.08067941,74.84087759,-21.89542484,-18.08118081,79.98896531,32.8358209,-33.33333333,-61.64383562,12.67605634,-49.29577465,-4.444444444,-59.43396226,16.92307692,-27.5862069
2008-12,-44.35695538,-37.08439898,-46.18834081,-42.62295082,55.56576478,-39.25233645,-36.41618497,62.14956317,-25,-11.34020619,-79.92957746,-49.09090909,-64.81481481,-12.5,-79,-43.58974359,-59.375
2009-01,-39.23240938,-29.86512524,-41.89944134,-30.94555874,63.34115262,-31.57894737,-25.21367521,71.53292294,-35,-10,-76.95167286,-37.83783784,-55.31914894,-12,-66.66666667,-28.30188679,-53.57142857
2009-02,-38.31018519,-34.17721519,-47.95918367,-25.88555858,62.10455726,-42.61744966,-24.40944882,65.86029614,-8.333333333,-8.771929825,-81.98198198,-45.78313253,-40,-9.259259259,-79.34782609,-40,-38.46153846
2009-03,-35.33163265,-27.25060827,-42.34449761,-16.73819742,69.28564828,-30.6122449,-18.01801802,75.42244817,-54.54545455,-7.142857143,-73.73271889,-21.875,-14.52991453,-8.333333333,-70.37037037,-14.03508772,4.761904762
2009-04,-41.58590308,-35.04424779,-50.21520803,-26.94174757,60.30911953,-41.95583596,-25.92592593,65.57108895,-36.84210526,-16.86746988,-77.05882353,-71.91011236,-20.45454545,-6.52173913,-83.07692308,-72.13114754,0
2009-05,-43.41534009,-39.32853717,-51.48247978,-32.78145695,57.10759162,-43.62745098,-33.81642512,61.08139503,-6.25,-18.36734694,-69.75945017,-51.92307692,-68.96551724,-20.45454545,-72.18543046,-44.44444444,-60
2009-06,-49.86807388,-44.55645161,-55.29661017,-41.94915254,50.94182627,-48.78892734,-39.56043956,55.63429447,3.03030303,-55.17241379,-75.69721116,-36.20689655,-77.92207792,-42.68292683,-76.08695652,-28.94736842,-80.70175439
2009-07,-37.11340206,-39.05472637,-38.24786325,-28.49462366,66.45005477,-41.07142857,-32.17391304,63.22099659,0,-18.91891892,-45.22613065,-31.37254902,-53.40909091,-20.3125,-60,-45,-56.41025641
2009-08,-41.55844156,-34.375,-46.5437788,-25.16556291,63.24844838,-39.90147783,-25.49019608,66.91733036,50,-6.060606061,-45.77114428,-48.59813084,-81.69014085,-18.51851852,-32.87671233,-45,-84.375
2009-09,-20.8677686,-21.13095238,-27.50809061,-6.25,82.438562,-30.96446701,-5.882352941,80.6068355,28.57142857,-34.48275862,-17.90123457,-41.30434783,-42.55319149,-45.45454545,-4.705882353,-40.22988506,-89.47368421
2009-10,-22.6993865,-27.48344371,-25.42372881,-17.14285714,78.60773979,-30.55555556,-25.68807339,71.83697139,-14.28571429,-9.433962264,-33.98058252,-24.24242424,-45.65217391,-17.39130435,-44.82758621,-23.72881356,-67.74193548
2009-11,-39.57703927,-39.51612903,-49.19093851,-30.20527859,59.55001504,-50.50505051,-31.14186851,58.37918927,14.28571429,-33.79310345,-33.09352518,-38.52459016,-61.36363636,-33.56643357,-26.08695652,-40,-59
2009-12,-35.59928444,-35.10324484,-30.54662379,-42.9787234,62.9310748,-31.57894737,-38.50931677,64.8633739,-69.23076923,-44.62809917,-15.38461538,-45,-56.56565657,-46.22641509,-30,-41.30434783,-45.23809524
2010-01,-30.46153846,-27.79220779,-34.41176471,-23.88663968,70.65508464,-29.67032967,-26.70454545,71.79725033,13.33333333,-28.44036697,-35.34482759,-18.27956989,-57.86163522,-30.6122449,-25.80645161,-17.91044776,-62.68656716
2010-02,-30.01776199,-33.83838384,-37.0030581,-16.17647059,72.66791597,-42.3255814,-19.23076923,68.25187489,0,-25.34246575,-29.24528302,-47.5,-43.52941176,-26.24113475,-27.90697674,-48.14814815,-40
2010-03,-38.1305638,-25.26595745,-43.45991561,-24.04371585,65.53300478,-34.86590038,-0.917431193,80.33463703,-11.11111111,-3.2,-44.87179487,-26.28865979,-69.12442396,-3.370786517,-45.45454545,-28.65497076,-40.38461538
2010-04,-36.8,-30.32786885,-44.32677761,-18.84984026,67.21525787,-36.48648649,-17.31843575,72.46652088,-25,-18.30985915,-39.33333333,-31.13772455,-51.35802469,-20.58823529,-52,-26.53061224,-49.55752212
2010-05,-37.23897912,-17.28395062,-40.7554672,-30.35714286,64.23362464,-19.74522293,-12.98701299,83.56559026,-27.27272727,-22.97297297,-32.72727273,1.428571429,-56.41025641,-35.55555556,-21.73913043,3.125,-31.19266055
2010-06,-38.51590106,-33.93258427,-46.80483592,-27.30769231,62.18423622,-36.09756098,-31.30434783,66.25571465,-9.090909091,-25,-33.92857143,-29.26829268,-44.60784314,-19.56521739,-5.714285714,-22.22222222,-40.6779661
2010-07,-18.40120664,-8,-18.38842975,-12.12121212,84.68722377,-8.038585209,-6.25,92.85140083,0,-16.66666667,-35.63218391,31.14754098,-27.03488372,-15.38461538,-10.34482759,40,-17.64705882
2010-08,-11.84466019,-0.326797386,-8.539944904,-13.66906475,88.85849478,5.555555556,-11.49425287,96.655436,0,-28.57142857,9.933774834,-22.58064516,-39.3442623,-23.68421053,63.63636364,-22.47191011,-36.36363636
2010-09,-17.21958926,1.007556675,-18.62745098,-9.359605911,85.88154581,0.438596491,4.347826087,102.3745535,-57.14285714,-18.27956989,-14.91712707,-25.51020408,-39.18918919,-17.44186047,75.40983607,-15.89403974,-36.36363636
2010-10,-20.39473684,-16.12021858,-20.87912088,-14.66666667,82.16841456,-14.9122807,-16.15384615,84.46465535,-28.57142857,-22.72727273,5.555555556,-25.82781457,-43.50649351,-15.78947368,43.18181818,-25.75757576,-28.57142857
2010-11,-10.58655222,11.11111111,-12.28070175,-0.913242009,93.22993552,4.938271605,23.38709677,113.7894049,-60.46511628,-23.25581395,40.69767442,-12.67605634,-49.58677686,-21.42857143,76.54320988,-8.522727273,0
2010-12,-28.00528402,13.94557823,-24.27385892,-34.93975904,70.19088962,21.82741117,-1.075268817,109.780435,-51.51515152,-14,10.25641026,1.98019802,-54.29553265,-14.58333333,82.22222222,1.333333333,2.083333333
2011-01,-22.34794908,1.282051282,-23.17596567,-16.28959276,80.19333638,2.487562189,-0.917431193,100.7706849,-30.43478261,-44.23076923,23.07692308,-24.59016393,-54.31654676,-47.36842105,65,-21.62162162,-27.27272727
2011-02,-19.68992248,-5.761316872,-22.44444444,-9.550561798,83.75473974,-9.81595092,3.846153846,96.77430772,-40,-31.70731707,3.007518797,-49.59349593,-28.94736842,-28.94736842,80.95238095,-34.28571429,-36.84210526
2011-03,-36.36363636,-21.14695341,-44.25287356,-21.05263158,66.34070341,-29.26829268,-14.01869159,77.98464427,-44.23076923,-7.692307692,-40.98360656,-34.82587065,-47.56097561,-7.692307692,0,-25.90361446,-50
