"","av.rk_1","nsel_1","most.rk_1","av.rk_2","nsel_2","most.rk_2","av.rk_3","nsel_3","most.rk_3","av.rk_4","nsel_4","most.rk_4","av.rk_5","nsel_5","most.rk_5","av.rk_6","nsel_6","most.rk_6","av.rk_7","nsel_7","most.rk_7","av.rk_8","nsel_8","most.rk_8","av.rk_9","nsel_9","most.rk_9","av.rk_10","nsel_10","most.rk_10","av.rk_11","nsel_11","most.rk_11","av.rk_12","nsel_12","most.rk_12"
"Dperc_dif.zeit.eco",127.963963963964,0.00900900900900901,162,124.432432432432,0,152,156.306306306306,0,124,142.927927927928,0,122,148.513513513514,0,125,163.315315315315,0,116,163.162162162162,0,116,152.036036036036,0,121,156.333333333333,0,116,167.531531531532,0,116,152.540540540541,0,110,153.81981981982,0,112
"Dperc_pnword.zeit.eco",91.8108108108108,0.0810810810810811,97,93.6936936936937,0.036036036036036,116,122.990990990991,0,124,142.765765765766,0,122,145.540540540541,0,125,138.891891891892,0,116,161.45045045045,0,116,165.990990990991,0,121,153.990990990991,0,116,171.324324324324,0,116,164.81981981982,0,110,164.297297297297,0,112
"Dperc_nword.zeit.eco",135.018018018018,0.0630630630630631,108,161.279279279279,0,152,117.414414414414,0.027027027027027,96,156.153153153153,0,122,149.234234234234,0,125,140.963963963964,0,116,165.504504504504,0,116,160.900900900901,0,121,141.432432432432,0,116,165.351351351351,0,116,168.216216216216,0,110,145.891891891892,0,112
"Dperc_pword.zeit.eco",94.6486486486486,0.018018018018018,148,89.2612612612613,0.0810810810810811,92,150.513513513514,0,124,138.351351351351,0,122,157.054054054054,0,125,156.945945945946,0,116,161.018018018018,0,116,159.441441441441,0,121,158.405405405405,0,116,170.945945945946,0,116,151.504504504504,0,110,170.378378378378,0,112
"Dnpword.zeit.eco",116.288288288288,0.00900900900900901,162,131.990990990991,0.00900900900900901,135,157.954954954955,0,124,168.981981981982,0,122,166.666666666667,0,125,164.171171171171,0,116,143.432432432432,0,116,150.522522522523,0,121,156.882882882883,0,116,153.153153153153,0,116,161.306306306306,0,110,167.351351351351,0,112
"Dnnword.zeit.eco",117.927927927928,0.00900900900900901,162,161.954954954955,0,152,128.72972972973,0,124,163.126126126126,0,122,167.306306306306,0,125,159.261261261261,0,116,153.801801801802,0,116,170.459459459459,0,121,152.756756756757,0,116,156.585585585586,0,116,173.630630630631,0,110,174.522522522523,0,112
"Dnword.zeit.eco",145.747747747748,0,179,173.540540540541,0,152,156.702702702703,0,124,166.522522522523,0,122,171.441441441441,0,125,165.216216216216,0,116,141.18018018018,0,116,153.531531531532,0,121,153.225225225225,0,116,146.171171171171,0,116,165.306306306306,0,110,169.144144144144,0,112
"Dpvalue.zeit.eco",164.648648648649,0.00900900900900901,162,170.459459459459,0,152,170.225225225225,0,124,169.495495495496,0,122,162.990990990991,0,125,170.846846846847,0,116,145.252252252252,0,116,159.279279279279,0,121,177.684684684685,0,116,145.603603603604,0,116,156.936936936937,0,110,163.72972972973,0,112
"Dnvalue.zeit.eco",105.765765765766,0.0540540540540541,113,168.693693693694,0,152,127.972972972973,0,124,159.981981981982,0,122,172.54954954955,0,125,155.918918918919,0,116,150.09009009009,0,116,172.531531531532,0,121,157.702702702703,0,116,158.558558558559,0,116,171.675675675676,0,110,176.648648648649,0,112
"Drpvalue.zeit.eco",75.5855855855856,0.243243243243243,47,126.36036036036,0.00900900900900901,135,138.477477477477,0.00900900900900901,111,157.072072072072,0,122,148.207207207207,0,125,165.684684684685,0,116,170.567567567568,0,116,132.846846846847,0,121,160.657657657658,0,116,155.036036036036,0,116,125.396396396396,0,110,126.108108108108,0,112
"Drnvalue.zeit.eco",136.918918918919,0.126126126126126,80,142.63963963964,0.00900900900900901,135,151.324324324324,0,124,162.621621621622,0,122,137.387387387387,0,125,162.585585585586,0,116,152.873873873874,0,116,147.441441441441,0,121,136.306306306306,0,116,147.927927927928,0,116,139.459459459459,0,110,158.981981981982,0,112
"Drvalue.zeit.eco",134.135135135135,0.135135135135135,75,138.540540540541,0.00900900900900901,135,145.927927927928,0.00900900900900901,111,138.369369369369,0,122,162.351351351351,0,125,162.018018018018,0,116,172.558558558559,0,116,157.963963963964,0,121,170.162162162162,0,116,175.261261261261,0,116,156.324324324324,0,110,149.126126126126,0,112
