"",BBK01.PQC352,BBK01.PQC352_FLAGS
"",Lending to domestic enterprises and resident individuals / Medium-term / Big banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:19:57,
1958-10,0.615,
1959-01,-,Nothing exists
1959-04,0.844,
1959-07,-,Nothing exists
1959-10,0.946,
1960-01,-,Nothing exists
1960-04,0.963,
1960-07,-,Nothing exists
1960-10,0.990,
1961-01,-,Nothing exists
1961-04,1.214,
1961-07,-,Nothing exists
1961-10,1.234,
1962-01,-,Nothing exists
1962-04,1.391,
1962-07,-,Nothing exists
1962-10,1.800,
1963-01,-,Nothing exists
1963-04,1.957,
1963-07,-,Nothing exists
1963-10,2.028,
1964-01,-,Nothing exists
1964-04,1.968,
1964-07,-,Nothing exists
1964-10,2.252,
1965-01,2.335,
1965-04,2.514,
1965-07,2.721,
1965-10,2.848,
1966-01,2.949,
1966-04,3.177,
1966-07,3.448,
1966-10,3.536,
1967-01,3.389,
1967-04,3.289,
1967-07,3.208,
1967-10,3.327,
1968-01,3.325,
1968-04,3.488,
1968-07,3.314,
1968-10,3.342,
1969-01,3.490,
1969-04,3.539,
1969-07,3.438,
1969-10,3.892,
1970-01,3.898,
1970-04,4.052,
1970-07,4.247,
1970-10,4.448,
1971-01,4.575,
1971-04,4.670,
1971-07,4.964,
1971-10,5.338,
1972-01,5.196,
1972-04,5.419,
1972-07,5.637,
1972-10,6.625,
1973-01,7.069,
1973-04,7.677,
1973-07,7.585,
1973-10,7.551,
1974-01,7.309,
1974-04,7.301,
1974-07,7.324,
1974-10,7.288,
1975-01,6.465,
1975-04,6.207,
1975-07,5.961,
1975-10,6.293,
1976-01,6.008,
1976-04,6.181,
1976-07,6.485,
1976-10,7.040,
1977-01,6.567,
1977-04,6.777,
1977-07,6.813,
1977-10,7.186,
1978-01,6.992,
1978-04,7.071,
1978-07,7.194,
1978-10,8.038,
1979-01,7.889,
1979-04,8.216,
1979-07,8.446,
1979-10,8.884,
1980-01,8.673,
1980-04,8.811,
1980-07,8.614,
1980-10,9.330,
1981-01,9.145,
1981-04,9.233,
1981-07,9.818,
1981-10,10.718,
1982-01,10.746,
1982-04,11.279,
1982-07,11.842,
1982-10,12.796,
1983-01,12.176,
1983-04,12.152,
1983-07,12.594,
1983-10,13.720,
1984-01,13.180,
1984-04,13.369,
1984-07,13.048,
1984-10,12.878,
1985-01,12.208,
1985-04,11.882,
1985-07,11.680,
1985-10,11.831,
1986-01,11.375,
1986-04,11.130,
1986-07,11.142,
1986-10,11.095,
1987-01,10.672,
1987-04,10.512,
1987-07,10.531,
1987-10,10.544,
1988-01,10.221,
1988-04,10.467,
1988-07,10.625,
1988-10,10.628,
1989-01,10.466,
1989-04,10.503,
1989-07,10.755,
1989-10,11.385,
1990-01,11.317,
1990-04,11.408,
1990-07,11.639,
1990-10,12.281,
1991-01,13.301,
1991-04,14.046,
1991-07,15.050,
1991-10,15.292,
1992-01,15.556,
1992-04,15.725,
1992-07,15.704,
1992-10,15.549,
1993-01,14.898,
1993-04,14.907,
1993-07,14.474,
1993-10,14.217,
1994-01,14.137,
1994-04,13.378,
1994-07,13.028,
1994-10,12.735,
1995-01,12.576,
1995-04,12.430,
1995-07,11.974,
1995-10,12.528,
1996-01,12.529,
1996-04,12.505,
1996-07,12.494,
1996-10,12.741,
1997-01,12.687,
1997-04,12.590,
1997-07,12.073,
1997-10,12.110,
1998-01,11.617,
1998-04,11.331,
1998-07,11.414,
1998-10,11.362,
1999-01,26.928,
1999-04,25.441,
1999-07,22.009,
1999-10,21.066,
2000-01,20.453,
2000-04,20.261,
2000-07,23.099,
2000-10,23.628,
2001-01,22.560,
2001-04,19.410,
2001-07,20.390,
2001-10,20.242,
2002-01,18.624,
2002-04,18.047,
2002-07,17.518,
2002-10,15.817,
2003-01,15.410,
2003-04,15.051,
2003-07,14.477,
2003-10,14.212,
2004-01,14.822,
2004-04,15.167,
2004-07,15.643,
2004-10,19.166,
2005-01,18.981,
2005-04,18.113,
2005-07,18.331,
2005-10,18.440,
2006-01,18.789,
2006-04,18.639,
2006-07,18.766,
2006-10,19.135,
2007-01,21.800,
2007-04,21.637,
2007-07,21.611,
2007-10,22.791,
2008-01,23.375,
2008-04,24.117,
2008-07,23.342,
2008-10,24.988,
2009-01,23.309,
2009-04,26.124,
2009-07,25.626,
2009-10,25.512,
2010-01,23.323,
2010-04,23.186,
2010-07,22.133,
2010-10,21.891,
2011-01,21.955,
2011-04,21.003,
2011-07,21.078,
2011-10,20.562,
2012-01,18.725,
2012-04,18.442,
2012-07,18.334,
2012-10,18.240,
2013-01,19.377,
2013-04,20.236,
2013-07,18.396,
2013-10,17.840,
2014-01,17.260,
2014-04,17.430,
2014-07,17.244,
2014-10,16.823,
