"",BBDE1.M.DE.Y.GUB5.A2P320000.F.V.I10.A,BBDE1.M.DE.Y.GUB5.A2P320000.F.V.I10.A_FLAGS
"",Turnover industry from abroad / At current prices / Germany / Capital goods / Calendar and seasonally adjusted,
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-05 08:11:54,
1991-01,39.4,
1991-02,37.6,
1991-03,37.6,
1991-04,37.9,
1991-05,37.3,
1991-06,38.8,
1991-07,37.8,
1991-08,38.8,
1991-09,39.5,
1991-10,41.1,
1991-11,42.9,
1991-12,42.5,
1992-01,40.5,
1992-02,40.9,
1992-03,41.0,
1992-04,41.4,
1992-05,41.1,
1992-06,39.3,
1992-07,39.4,
1992-08,39.6,
1992-09,42.1,
1992-10,39.6,
1992-11,40.4,
1992-12,39.0,
1993-01,34.5,
1993-02,37.4,
1993-03,37.3,
1993-04,35.9,
1993-05,37.0,
1993-06,35.5,
1993-07,35.2,
1993-08,37.3,
1993-09,37.5,
1993-10,37.2,
1993-11,37.1,
1993-12,38.3,
1994-01,35.9,
1994-02,37.7,
1994-03,37.1,
1994-04,37.9,
1994-05,37.4,
1994-06,38.8,
1994-07,39.1,
1994-08,36.4,
1994-09,38.6,
1994-10,39.6,
1994-11,40.3,
1994-12,40.2,
1995-01,41.4,
1995-02,41.2,
1995-03,40.9,
1995-04,41.1,
1995-05,41.0,
1995-06,40.9,
1995-07,39.3,
1995-08,39.5,
1995-09,41.5,
1995-10,41.0,
1995-11,41.2,
1995-12,44.0,
1996-01,41.5,
1996-02,41.7,
1996-03,42.6,
1996-04,43.3,
1996-05,42.9,
1996-06,45.0,
1996-07,44.4,
1996-08,43.8,
1996-09,47.0,
1996-10,46.7,
1996-11,49.3,
1996-12,48.5,
1997-01,48.0,
1997-02,48.1,
1997-03,48.9,
1997-04,48.2,
1997-05,49.8,
1997-06,52.4,
1997-07,53.2,
1997-08,52.1,
1997-09,53.1,
1997-10,53.3,
1997-11,56.4,
1997-12,55.0,
1998-01,52.2,
1998-02,54.5,
1998-03,55.0,
1998-04,55.0,
1998-05,56.6,
1998-06,60.3,
1998-07,58.8,
1998-08,59.6,
1998-09,58.0,
1998-10,58.3,
1998-11,56.9,
1998-12,58.9,
1999-01,56.2,
1999-02,58.3,
1999-03,60.3,
1999-04,58.7,
1999-05,60.5,
1999-06,60.3,
1999-07,61.2,
1999-08,64.1,
1999-09,62.9,
1999-10,63.2,
1999-11,63.5,
1999-12,63.1,
2000-01,65.2,
2000-02,63.9,
2000-03,67.1,
2000-04,66.7,
2000-05,69.4,
2000-06,70.4,
2000-07,71.8,
2000-08,73.0,
2000-09,73.6,
2000-10,74.0,
2000-11,73.3,
2000-12,75.0,
2001-01,75.5,
2001-02,76.8,
2001-03,77.5,
2001-04,75.2,
2001-05,75.3,
2001-06,74.5,
2001-07,74.6,
2001-08,76.8,
2001-09,79.2,
2001-10,73.2,
2001-11,73.6,
2001-12,74.4,
2002-01,77.5,
2002-02,75.3,
2002-03,73.3,
2002-04,74.9,
2002-05,73.8,
2002-06,74.7,
2002-07,75.9,
2002-08,79.3,
2002-09,77.9,
2002-10,76.2,
2002-11,77.5,
2002-12,80.4,
2003-01,75.9,
2003-02,74.7,
2003-03,76.9,
2003-04,77.0,
2003-05,72.3,
2003-06,71.5,
2003-07,78.5,
2003-08,73.6,
2003-09,74.9,
2003-10,75.8,
2003-11,79.2,
2003-12,82.0,
2004-01,76.3,
2004-02,82.2,
2004-03,79.8,
2004-04,82.1,
2004-05,85.1,
2004-06,85.9,
2004-07,84.5,
2004-08,83.4,
2004-09,83.5,
2004-10,83.6,
2004-11,82.1,
2004-12,82.4,
2005-01,85.3,
2005-02,82.2,
2005-03,87.4,
2005-04,85.4,
2005-05,84.9,
2005-06,88.4,
2005-07,88.6,
2005-08,90.3,
2005-09,92.6,
2005-10,92.2,
2005-11,94.1,
2005-12,93.2,
2006-01,91.8,
2006-02,95.4,
2006-03,94.2,
2006-04,97.8,
2006-05,98.0,
2006-06,96.9,
2006-07,97.4,
2006-08,99.7,
2006-09,99.3,
2006-10,99.4,
2006-11,102.1,
2006-12,100.3,
2007-01,105.3,
2007-02,104.1,
2007-03,105.2,
2007-04,104.0,
2007-05,106.5,
2007-06,105.6,
2007-07,107.8,
2007-08,105.6,
2007-09,110.0,
2007-10,111.0,
2007-11,108.7,
2007-12,111.4,
2008-01,113.4,
2008-02,114.5,
2008-03,112.5,
2008-04,114.1,
2008-05,108.3,
2008-06,109.8,
2008-07,106.3,
2008-08,109.6,
2008-09,108.3,
2008-10,106.9,
2008-11,102.1,
2008-12,93.2,
2009-01,79.6,
2009-02,77.0,
2009-03,80.4,
2009-04,71.9,
2009-05,79.2,
2009-06,81.4,
2009-07,82.8,
2009-08,80.7,
2009-09,90.7,
2009-10,84.9,
2009-11,86.8,
2009-12,89.3,
2010-01,88.7,
2010-02,89.5,
2010-03,90.1,
2010-04,94.6,
2010-05,100.7,
2010-06,99.7,
2010-07,96.3,
2010-08,99.2,
2010-09,100.9,
2010-10,106.4,
2010-11,107.0,
2010-12,114.4,
2011-01,108.4,
2011-02,106.2,
2011-03,106.9,
2011-04,106.3,
2011-05,105.6,
2011-06,106.2,
2011-07,111.1,
2011-08,112.3,
2011-09,110.8,
2011-10,112.1,
2011-11,110.5,
2011-12,108.5,
2012-01,109.7,
2012-02,114.9,
2012-03,115.0,
2012-04,111.5,
2012-05,114.8,
2012-06,112.0,
2012-07,114.4,
2012-08,117.1,
2012-09,113.3,
2012-10,111.0,
2012-11,109.3,
2012-12,112.4,
