"",BBK01.OUC192,BBK01.OUC192_FLAGS
"",Time deposits of domestic non-banks (non-MFIs) / for up and including 1 year / Big banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:17:02,
1968-12,8.176,
1969-01,8.247,
1969-02,8.161,
1969-03,7.997,
1969-04,8.259,
1969-05,9.717,
1969-06,8.862,
1969-07,8.482,
1969-08,8.390,
1969-09,9.229,
1969-10,9.614,
1969-11,8.753,
1969-12,9.085,
1970-01,8.659,
1970-02,8.883,
1970-03,8.551,
1970-04,9.200,
1970-05,9.441,
1970-06,9.594,
1970-07,10.145,
1970-08,10.170,
1970-09,9.550,
1970-10,10.105,
1970-11,10.255,
1970-12,10.104,
1971-01,10.420,
1971-02,10.693,
1971-03,10.714,
1971-04,11.469,
1971-05,11.737,
1971-06,10.797,
1971-07,10.488,
1971-08,10.693,
1971-09,10.901,
1971-10,11.617,
1971-11,11.943,
1971-12,12.178,
1972-01,12.213,
1972-02,12.133,
1972-03,10.917,
1972-04,11.144,
1972-05,11.753,
1972-06,11.724,
1972-07,12.315,
1972-08,12.208,
1972-09,11.934,
1972-10,12.391,
1972-11,12.303,
1972-12,13.730,
1973-01,14.240,
1973-02,14.595,
1973-03,14.068,
1973-04,14.702,
1973-05,16.372,
1973-06,15.456,
1973-07,16.382,
1973-08,17.499,
1973-09,17.718,
1973-10,18.818,
1973-11,17.260,
1973-12,16.794,
1974-01,16.621,
1974-02,16.247,
1974-03,15.140,
1974-04,16.218,
1974-05,15.653,
1974-06,14.342,
1974-07,14.544,
1974-08,14.456,
1974-09,13.808,
1974-10,14.585,
1974-11,14.321,
1974-12,15.064,
1975-01,14.505,
1975-02,13.990,
1975-03,12.614,
1975-04,12.336,
1975-05,11.528,
1975-06,11.347,
1975-07,11.578,
1975-08,12.521,
1975-09,11.680,
1975-10,13.792,
1975-11,13.465,
1975-12,14.727,
1976-01,12.490,
1976-02,12.735,
1976-03,11.506,
1976-04,11.863,
1976-05,11.755,
1976-06,11.820,
1976-07,11.905,
1976-08,13.100,
1976-09,13.356,
1976-10,14.637,
1976-11,14.041,
1976-12,15.647,
1977-01,13.778,
1977-02,13.762,
1977-03,12.893,
1977-04,13.210,
1977-05,13.510,
1977-06,12.631,
1977-07,12.584,
1977-08,12.911,
1977-09,13.268,
1977-10,15.296,
1977-11,15.976,
1977-12,17.715,
1978-01,14.490,
1978-02,14.229,
1978-03,12.764,
1978-04,14.033,
1978-05,14.105,
1978-06,13.791,
1978-07,14.151,
1978-08,14.643,
1978-09,15.156,
1978-10,17.239,
1978-11,18.471,
1978-12,19.224,
1979-01,15.118,
1979-02,15.281,
1979-03,14.816,
1979-04,14.934,
1979-05,15.786,
1979-06,16.174,
1979-07,17.084,
1979-08,17.808,
1979-09,17.433,
1979-10,18.270,
1979-11,18.639,
1979-12,20.854,
1980-01,19.828,
1980-02,19.775,
1980-03,18.246,
1980-04,18.457,
1980-05,17.980,
1980-06,17.770,
1980-07,17.402,
1980-08,17.133,
1980-09,16.150,
1980-10,17.139,
1980-11,17.739,
1980-12,19.615,
1981-01,18.156,
1981-02,18.525,
1981-03,19.372,
1981-04,20.782,
1981-05,20.354,
1981-06,19.955,
1981-07,21.075,
1981-08,21.489,
1981-09,21.648,
1981-10,21.681,
1981-11,20.490,
1981-12,21.776,
1982-01,20.784,
1982-02,20.875,
1982-03,20.050,
1982-04,20.383,
1982-05,20.134,
1982-06,19.378,
1982-07,19.971,
1982-08,20.097,
1982-09,19.654,
1982-10,20.042,
1982-11,19.092,
1982-12,20.267,
1983-01,18.359,
1983-02,18.251,
1983-03,16.339,
1983-04,16.513,
1983-05,16.322,
1983-06,16.025,
1983-07,16.512,
1983-08,16.795,
1983-09,16.771,
1983-10,17.348,
1983-11,17.237,
1983-12,17.665,
1984-01,16.393,
