"",BBK01.OEAH20O,BBK01.OEAH20O_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:27:55,
2002-01,-0.856,
2002-04,-0.834,
2002-07,-0.752,
2002-10,-0.599,
2003-01,-0.603,
2003-04,-0.587,
2003-07,-0.488,
2003-10,-0.384,
2004-01,-0.299,
2004-04,-0.290,
2004-07,-0.242,
2004-10,-0.182,
2005-01,0.574,
2005-04,0.557,
2005-07,0.525,
2005-10,0.531,
2006-01,0.516,
2006-04,0.568,
2006-07,0.614,
2006-10,0.634,
2007-01,0.649,
2007-04,0.908,
2007-07,1.017,
2007-10,1.236,
2008-01,1.347,
2008-04,1.337,
2008-07,1.451,
2008-10,1.607,
2009-01,1.550,
2009-04,1.588,
2009-07,1.497,
2009-10,1.719,
2010-01,1.536,
2010-04,1.329,
2010-07,1.321,
2010-10,1.300,
2011-01,1.272,
2011-04,1.047,
2011-07,1.029,
2011-10,1.098,
2012-01,1.075,
2012-04,1.333,
2012-07,1.392,
2012-10,1.413,
2013-01,1.178,
2013-04,0.781,
2013-07,0.727,
2013-10,0.688,
2014-01,0.634,
2014-04,0.605,
2014-07,0.640,
