"",BBK01.PQ1443,BBK01.PQ1443_FLAGS
"",Housing loans to domestic enterprises and resident individuals / Medium-term / Regional institutions of credit cooperatives,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:20:51,
1968-10,0.067,
1969-01,0.059,
1969-04,0.065,
1969-07,0.067,
1969-10,0.072,
1970-01,0.081,
1970-04,0.083,
1970-07,0.094,
1970-10,0.098,
1971-01,0.106,
1971-04,0.108,
1971-07,0.118,
1971-10,0.130,
1972-01,0.135,
1972-04,0.141,
1972-07,0.156,
1972-10,0.175,
1973-01,0.179,
1973-04,0.201,
1973-07,0.213,
1973-10,0.201,
1974-01,0.204,
1974-04,0.193,
1974-07,0.231,
1974-10,0.237,
1975-01,0.224,
1975-04,0.218,
1975-07,0.218,
1975-10,0.221,
1976-01,0.208,
1976-04,0.220,
1976-07,0.203,
1976-10,0.197,
1977-01,0.189,
1977-04,0.184,
1977-07,0.152,
1977-10,0.160,
1978-01,0.212,
1978-04,0.254,
1978-07,0.254,
1978-10,0.291,
1979-01,0.299,
1979-04,0.334,
1979-07,0.382,
1979-10,0.397,
1980-01,0.325,
1980-04,0.328,
1980-07,0.327,
1980-10,0.477,
1981-01,0.498,
1981-04,0.532,
1981-07,0.560,
1981-10,0.572,
1982-01,0.520,
1982-04,0.502,
1982-07,0.504,
1982-10,0.499,
1983-01,0.536,
1983-04,0.680,
1983-07,0.771,
1983-10,0.777,
1984-01,0.699,
1984-04,0.646,
1984-07,0.602,
1984-10,0.520,
1985-01,0.451,
1985-04,0.638,
1985-07,0.384,
1985-10,0.363,
1986-01,0.370,
1986-04,0.337,
1986-07,0.401,
1986-10,0.371,
1987-01,0.311,
1987-04,0.290,
1987-07,0.275,
1987-10,0.277,
1988-01,0.251,
1988-04,0.244,
1988-07,0.234,
1988-10,0.191,
1989-01,0.163,
1989-04,0.107,
1989-07,0.078,
1989-10,0.074,
1990-01,0.067,
1990-04,0.111,
1990-07,0.105,
1990-10,0.096,
1991-01,0.095,
1991-04,0.089,
1991-07,0.051,
1991-10,0.050,
1992-01,0.046,
1992-04,0.043,
1992-07,0.039,
1992-10,0.033,
1993-01,0.059,
1993-04,0.021,
1993-07,0.018,
1993-10,0.020,
1994-01,0.028,
1994-04,0.031,
1994-07,0.031,
1994-10,0.031,
1995-01,0.033,
1995-04,0.014,
1995-07,0.014,
1995-10,0.012,
1996-01,0.010,
1996-04,0.010,
1996-07,0.010,
1996-10,0.009,
1997-01,0.008,
1997-04,0.007,
1997-07,0.013,
1997-10,0.016,
1998-01,0.018,
1998-04,0.018,
1998-07,0.018,
1998-10,0.030,
1999-01,0.099,
1999-04,0.162,
1999-07,0.185,
1999-10,0.160,
2000-01,0.146,
2000-04,0.140,
2000-07,0.135,
2000-10,0.130,
2001-01,0.117,
2001-04,0.081,
2001-07,0.079,
2001-10,0.071,
2002-01,0.066,
2002-04,0.060,
2002-07,0.055,
2002-10,0.054,
2003-01,0.050,
2003-04,0.046,
2003-07,0.045,
2003-10,0.031,
2004-01,0.033,
2004-04,0.035,
2004-07,0.066,
2004-10,0.052,
2005-01,0.052,
2005-04,0.044,
2005-07,0.044,
2005-10,0.044,
2006-01,0.042,
2006-04,0.040,
2006-07,0.035,
2006-10,0.006,
2007-01,0.013,
2007-04,0.014,
2007-07,0.008,
2007-10,0.008,
2008-01,0.008,
2008-04,0.008,
2008-07,0.006,
2008-10,0.005,
2009-01,0.015,
2009-04,0.011,
2009-07,0.012,
2009-10,0.017,
2010-01,0.017,
2010-04,0.010,
2010-07,0.010,
2010-10,0.008,
2011-01,0.008,
2011-04,0.012,
2011-07,0.011,
2011-10,0.010,
2012-01,0.010,
2012-04,0.023,
2012-07,0.023,
2012-10,0.022,
2013-01,0.022,
2013-04,0.015,
2013-07,0.014,
2013-10,0.014,
2014-01,0.012,
2014-04,0.011,
2014-07,0.012,
2014-10,0.008,
