"",BBK01.CEF902,BBK01.CEF902_FLAGS
"",Non-MMF investment fund shares or units                                    debtor: Total           creditor: Domestic financial corporations,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:34:04,
1999-01,310.4,
1999-04,334.7,
1999-07,334.3,
1999-10,393.1,
2000-01,415.7,
2000-04,419.3,
2000-07,434.4,
2000-10,421.5,
2001-01,409.0,
2001-04,417.5,
2001-07,381.0,
2001-10,404.6,
2002-01,408.7,
2002-04,391.0,
2002-07,366.1,
2002-10,377.9,
2003-01,369.7,
2003-04,393.5,
2003-07,401.3,
2003-10,407.4,
2004-01,427.3,
2004-04,427.3,
2004-07,427.5,
2004-10,440.9,
2005-01,461.6,
2005-04,487.2,
2005-07,513.6,
2005-10,523.8,
2006-01,543.9,
2006-04,534.4,
2006-07,563.3,
2006-10,596.8,
2007-01,604.7,
2007-04,619.8,
2007-07,621.9,
2007-10,604.4,
2008-01,604.8,
2008-04,600.7,
2008-07,593.2,
2008-10,571.4,
2009-01,568.9,
2009-04,598.0,
2009-07,624.0,
2009-10,662.8,
2010-01,700.1,
2010-04,716.2,
2010-07,759.1,
2010-10,777.1,
2011-01,787.2,
2011-04,805.3,
2011-07,782.7,
2011-10,800.3,
2012-01,859.2,
2012-04,863.4,
2012-07,916.9,
2012-10,966.6,
2013-01,1007.8,
2013-04,1005.2,
2013-07,1042.1,
2013-10,1069.0,
2014-01,1109.3,
2014-04,1158.4,
2014-07,1197.5,
