"",BBK01.QUK891,BBK01.QUK891_FLAGS
"",Consolidated German banks: Loans and advances to foreign general government / Finland / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:30:22,
2002-03,1.596,
2002-04,0.839,
2002-05,0.721,
2002-06,0.664,
2002-07,0.665,
2002-08,0.666,
2002-09,0.670,
2002-10,0.623,
2002-11,0.919,
2002-12,0.926,
2003-01,0.917,
2003-02,1.597,
2003-03,0.856,
2003-04,0.761,
2003-05,0.811,
2003-06,0.812,
2003-07,0.814,
2003-08,0.819,
2003-09,0.793,
2003-10,0.838,
2003-11,0.873,
2003-12,0.864,
2004-01,0.865,
2004-02,0.864,
2004-03,0.867,
2004-04,0.863,
2004-05,0.862,
2004-06,0.855,
2004-07,0.849,
2004-08,0.763,
2004-09,0.732,
2004-10,0.736,
2004-11,0.740,
2004-12,0.703,
2005-01,0.719,
2005-02,0.722,
2005-03,0.720,
2005-04,0.736,
2005-05,0.772,
2005-06,1.057,
2005-07,1.095,
2005-08,0.938,
2005-09,0.767,
2005-10,0.796,
2005-11,0.711,
2005-12,0.746,
2006-01,0.936,
2006-02,0.911,
2006-03,0.792,
2006-04,0.718,
2006-05,0.680,
2006-06,0.699,
2006-07,0.576,
2006-08,0.575,
2006-09,0.576,
2006-10,0.575,
2006-11,0.572,
2006-12,0.581,
2007-01,0.579,
2007-02,0.579,
2007-03,0.609,
2007-04,0.574,
2007-05,0.743,
2007-06,0.619,
2007-07,0.551,
2007-08,0.524,
2007-09,0.547,
2007-10,0.528,
2007-11,0.525,
2007-12,0.531,
2008-01,0.637,
2008-02,0.645,
2008-03,0.652,
2008-04,0.677,
2008-05,0.704,
2008-06,0.442,
2008-07,0.413,
2008-08,0.416,
2008-09,0.522,
2008-10,0.766,
2008-11,0.838,
2008-12,0.864,
2009-01,0.920,
2009-02,0.949,
2009-03,0.987,
2009-04,1.024,
2009-05,0.935,
2009-06,0.895,
2009-07,0.888,
2009-08,0.822,
2009-09,0.844,
2009-10,0.864,
2009-11,0.732,
2009-12,0.745,
2010-01,0.784,
2010-02,0.786,
2010-03,0.744,
2010-04,0.783,
2010-05,0.778,
2010-06,0.765,
2010-07,0.764,
2010-08,0.708,
2010-09,0.709,
2010-10,0.647,
2010-11,0.641,
2010-12,0.782,
2011-01,0.681,
2011-02,0.626,
2011-03,0.626,
2011-04,0.620,
2011-05,0.627,
2011-06,0.576,
2011-07,0.632,
2011-08,0.559,
2011-09,0.595,
2011-10,0.600,
2011-11,0.622,
2011-12,0.652,
2012-01,0.670,
2012-02,0.688,
2012-03,0.674,
2012-04,0.720,
2012-05,0.697,
2012-06,0.686,
2012-07,0.745,
2012-08,0.653,
2012-09,0.698,
2012-10,0.654,
2012-11,0.648,
2012-12,0.676,
2013-01,0.679,
2013-02,0.585,
2013-03,0.636,
2013-04,0.708,
2013-05,0.676,
2013-06,0.705,
2013-07,0.602,
2013-08,0.411,
2013-09,0.462,
2013-10,0.383,
2013-11,0.432,
2013-12,0.417,
2014-01,0.468,
2014-02,0.533,
2014-03,0.537,
2014-04,0.566,
2014-05,0.566,
2014-06,0.598,
2014-07,0.636,
2014-08,0.560,
2014-09,0.609,
2014-10,0.570,
