"",BBK01.OEAE36V,BBK01.OEAE36V_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 12:06:48,
2002-01,1.090,
2002-04,1.104,
2002-07,1.084,
2002-10,1.106,
2003-01,1.108,
2003-04,1.079,
2003-07,1.089,
2003-10,1.116,
2004-01,1.134,
2004-04,1.116,
2004-07,1.083,
2004-10,1.089,
2005-01,1.067,
2005-04,1.062,
2005-07,1.045,
2005-10,0.967,
2006-01,0.816,
2006-04,0.837,
2006-07,0.839,
2006-10,0.845,
2007-01,0.850,
2007-04,0.850,
2007-07,0.838,
2007-10,0.992,
2008-01,0.955,
2008-04,1.021,
2008-07,1.025,
2008-10,1.075,
2009-01,0.818,
2009-04,0.802,
2009-07,0.805,
2009-10,1.993,
2010-01,0.654,
2010-04,0.669,
2010-07,0.732,
2010-10,0.704,
2011-01,0.701,
2011-04,0.712,
2011-07,0.767,
2011-10,0.761,
2012-01,0.762,
2012-04,0.805,
2012-07,0.831,
2012-10,0.816,
2013-01,0.794,
2013-04,0.757,
2013-07,0.752,
2013-10,0.745,
2014-01,0.766,
2014-04,0.677,
2014-07,0.671,
