"",BBK01.OUM352,BBK01.OUM352_FLAGS
"",Loans to the federal states / Total / Mortgage banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:56:30,
1999-01,161.422,
1999-02,161.311,
1999-03,162.312,
1999-04,163.648,
1999-05,164.458,
1999-06,165.130,
1999-07,165.238,
1999-08,165.563,
1999-09,166.131,
1999-10,167.191,
1999-11,168.429,
1999-12,167.640,
2000-01,169.124,
2000-02,169.836,
2000-03,170.083,
2000-04,172.414,
2000-05,172.872,
2000-06,173.360,
2000-07,173.267,
2000-08,173.557,
2000-09,173.474,
2000-10,172.980,
2000-11,173.901,
2000-12,174.544,
2001-01,175.812,
2001-02,176.446,
2001-03,177.308,
2001-04,177.409,
2001-05,177.168,
2001-06,177.757,
2001-07,177.181,
2001-08,177.479,
2001-09,177.526,
2001-10,176.103,
2001-11,175.704,
2001-12,174.214,
2002-01,173.764,
2002-02,172.818,
2002-03,171.408,
2002-04,170.278,
2002-05,169.134,
2002-06,167.855,
2002-07,167.258,
2002-08,165.521,
2002-09,164.076,
2002-10,162.957,
2002-11,161.500,
2002-12,160.009,
2003-01,158.954,
2003-02,157.908,
2003-03,156.866,
2003-04,155.347,
2003-05,154.999,
2003-06,153.724,
2003-07,153.244,
2003-08,151.714,
2003-09,150.259,
2003-10,150.131,
2003-11,149.955,
2003-12,147.170,
2004-01,147.379,
2004-02,144.930,
2004-03,144.323,
2004-04,143.185,
2004-05,141.786,
2004-06,138.402,
2004-07,137.601,
2004-08,136.762,
2004-09,135.772,
2004-10,134.940,
2004-11,134.084,
2004-12,134.196,
2005-01,132.883,
2005-02,131.606,
2005-03,130.561,
2005-04,129.022,
2005-05,127.888,
2005-06,128.278,
2005-07,128.947,
2005-08,128.379,
2005-09,126.553,
2005-10,125.551,
2005-11,124.253,
2005-12,117.467,
2006-01,115.069,
2006-02,113.880,
2006-03,110.857,
2006-04,110.271,
2006-05,107.933,
2006-06,106.769,
2006-07,105.521,
2006-08,105.208,
2006-09,105.628,
2006-10,104.704,
2006-11,104.525,
2006-12,102.159,
2007-01,100.700,
2007-02,97.864,
2007-03,94.619,
2007-04,92.836,
2007-05,91.725,
2007-06,91.284,
2007-07,91.314,
2007-08,90.363,
2007-09,88.657,
2007-10,88.974,
2007-11,88.666,
2007-12,88.761,
2008-01,85.523,
2008-02,83.960,
2008-03,81.969,
2008-04,81.092,
2008-05,80.686,
2008-06,79.990,
2008-07,78.976,
2008-08,78.233,
2008-09,77.716,
2008-10,76.474,
2008-11,75.728,
2008-12,74.807,
2009-01,72.034,
2009-02,70.602,
2009-03,69.000,
2009-04,68.395,
2009-05,67.473,
2009-06,67.427,
2009-07,67.038,
2009-08,66.406,
2009-09,65.377,
2009-10,64.526,
2009-11,64.148,
2009-12,63.449,
2010-01,62.291,
2010-02,60.816,
2010-03,59.157,
2010-04,58.358,
2010-05,58.564,
2010-06,57.721,
2010-07,57.330,
2010-08,56.800,
2010-09,56.484,
2010-10,55.969,
2010-11,55.507,
2010-12,54.978,
2011-01,53.302,
2011-02,52.351,
2011-03,51.112,
2011-04,50.708,
2011-05,49.856,
2011-06,48.599,
2011-07,48.121,
2011-08,46.852,
2011-09,47.025,
2011-10,46.536,
2011-11,45.932,
2011-12,45.542,
2012-01,44.380,
2012-02,44.144,
2012-03,43.780,
2012-04,44.014,
2012-05,41.569,
2012-06,41.344,
2012-07,41.644,
2012-08,42.062,
2012-09,41.851,
2012-10,41.660,
2012-11,41.453,
2012-12,41.637,
2013-01,40.833,
2013-02,39.682,
2013-03,39.387,
2013-04,39.036,
2013-05,38.501,
2013-06,38.502,
2013-07,38.299,
2013-08,37.802,
2013-09,37.572,
2013-10,37.482,
2013-11,36.839,
2013-12,36.131,
2014-01,35.898,
2014-02,35.112,
2014-03,34.152,
2014-04,33.861,
2014-05,33.119,
2014-06,32.333,
2014-07,32.246,
2014-08,31.666,
2014-09,30.110,
2014-10,29.718,
2014-11,29.430,
2014-12,29.272,Provisional value
