"",BBDE1.M.DE.Y.AEA1.A2P350000.F.C.I10.A,BBDE1.M.DE.Y.AEA1.A2P350000.F.C.I10.A_FLAGS
"",Orders received / At constant prices / Germany / Consumer goods (Durable- and Non-durable gooods) / Calendar and seasonally adjusted,
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-05 08:17:05,
1991-01,106.1,
1991-02,105.3,
1991-03,105.1,
1991-04,103.9,
1991-05,103.3,
1991-06,108.0,
1991-07,100.5,
1991-08,101.4,
1991-09,101.5,
1991-10,104.9,
1991-11,107.2,
1991-12,102.4,
1992-01,105.7,
1992-02,104.9,
1992-03,100.6,
1992-04,100.2,
1992-05,100.1,
1992-06,100.1,
1992-07,95.7,
1992-08,99.2,
1992-09,97.9,
1992-10,98.2,
1992-11,98.3,
1992-12,99.1,
1993-01,99.6,
1993-02,93.6,
1993-03,94.7,
1993-04,93.3,
1993-05,97.0,
1993-06,92.2,
1993-07,94.5,
1993-08,98.0,
1993-09,93.9,
1993-10,93.2,
1993-11,95.7,
1993-12,94.8,
1994-01,95.7,
1994-02,95.3,
1994-03,96.5,
1994-04,97.0,
1994-05,95.0,
1994-06,93.1,
1994-07,95.3,
1994-08,95.8,
1994-09,97.0,
1994-10,98.0,
1994-11,96.0,
1994-12,96.1,
1995-01,97.7,
1995-02,95.9,
1995-03,95.4,
1995-04,99.8,
1995-05,99.1,
1995-06,97.9,
1995-07,98.2,
1995-08,96.7,
1995-09,99.8,
1995-10,101.3,
1995-11,95.9,
1995-12,97.1,
1996-01,96.2,
1996-02,93.3,
1996-03,96.7,
1996-04,96.5,
1996-05,97.2,
1996-06,94.8,
1996-07,93.2,
1996-08,93.5,
1996-09,95.8,
1996-10,94.6,
1996-11,93.2,
1996-12,96.7,
1997-01,94.5,
1997-02,97.0,
1997-03,98.4,
1997-04,96.7,
1997-05,95.8,
1997-06,97.7,
1997-07,96.9,
1997-08,96.1,
1997-09,98.0,
1997-10,97.6,
1997-11,95.2,
1997-12,101.9,
1998-01,96.7,
1998-02,97.6,
1998-03,100.0,
1998-04,96.4,
1998-05,97.7,
1998-06,100.6,
1998-07,97.5,
1998-08,95.0,
1998-09,96.1,
1998-10,92.3,
1998-11,92.0,
1998-12,95.7,
1999-01,95.0,
1999-02,94.4,
1999-03,94.0,
1999-04,97.1,
1999-05,98.1,
1999-06,95.3,
1999-07,98.2,
1999-08,97.6,
1999-09,96.3,
1999-10,96.9,
1999-11,101.2,
1999-12,96.6,
2000-01,94.1,
2000-02,97.1,
2000-03,98.5,
2000-04,98.2,
2000-05,99.6,
2000-06,100.1,
2000-07,99.5,
2000-08,99.8,
2000-09,102.6,
2000-10,99.4,
2000-11,100.7,
2000-12,102.7,
2001-01,103.0,
2001-02,100.9,
2001-03,100.4,
2001-04,101.2,
2001-05,102.2,
2001-06,104.3,
2001-07,102.7,
2001-08,102.6,
2001-09,98.6,
2001-10,101.2,
2001-11,100.9,
2001-12,101.5,
2002-01,102.8,
2002-02,98.2,
2002-03,103.3,
2002-04,101.2,
2002-05,98.5,
2002-06,97.8,
2002-07,99.3,
2002-08,99.0,
2002-09,102.2,
2002-10,100.4,
2002-11,101.8,
2002-12,97.7,
2003-01,100.0,
2003-02,99.3,
2003-03,96.9,
2003-04,97.8,
2003-05,96.9,
2003-06,97.5,
2003-07,98.2,
2003-08,97.4,
2003-09,98.4,
2003-10,102.0,
2003-11,97.6,
2003-12,102.6,
2004-01,97.5,
2004-02,98.0,
2004-03,98.0,
2004-04,100.8,
2004-05,98.8,
2004-06,96.8,
2004-07,101.1,
2004-08,96.9,
2004-09,98.3,
2004-10,98.1,
2004-11,98.1,
2004-12,99.8,
2005-01,103.5,
2005-02,103.8,
2005-03,104.6,
2005-04,103.1,
2005-05,102.6,
2005-06,103.6,
2005-07,105.3,
2005-08,104.3,
2005-09,103.7,
2005-10,104.9,
2005-11,105.3,
2005-12,105.5,
2006-01,104.9,
2006-02,107.1,
2006-03,106.4,
2006-04,108.3,
2006-05,108.9,
2006-06,104.6,
2006-07,110.2,
2006-08,111.1,
2006-09,109.8,
2006-10,111.0,
2006-11,114.2,
2006-12,110.1,
2007-01,111.6,
2007-02,114.6,
2007-03,113.9,
2007-04,114.3,
2007-05,116.2,
2007-06,117.1,
2007-07,116.0,
2007-08,116.8,
2007-09,116.0,
2007-10,121.1,
2007-11,116.1,
2007-12,114.5,
2008-01,114.7,
2008-02,114.2,
2008-03,111.8,
2008-04,112.5,
2008-05,110.3,
2008-06,110.9,
2008-07,109.2,
2008-08,111.6,
2008-09,109.2,
2008-10,107.4,
2008-11,106.6,
2008-12,103.2,
2009-01,97.2,
2009-02,91.6,
2009-03,91.7,
2009-04,93.6,
2009-05,94.8,
2009-06,94.8,
2009-07,94.7,
2009-08,92.5,
2009-09,98.3,
2009-10,97.2,
2009-11,99.1,
2009-12,98.8,
2010-01,99.6,
2010-02,94.8,
2010-03,99.3,
2010-04,98.1,
2010-05,100.5,
2010-06,101.6,
2010-07,99.4,
2010-08,99.6,
2010-09,99.5,
2010-10,100.8,
2010-11,101.1,
2010-12,100.8,
2011-01,101.7,
2011-02,104.3,
2011-03,101.7,
2011-04,104.3,
2011-05,103.0,
2011-06,101.1,
2011-07,106.2,
2011-08,101.7,
2011-09,102.9,
2011-10,101.7,
2011-11,101.6,
2011-12,102.6,
2012-01,100.4,
2012-02,99.0,
2012-03,103.9,
2012-04,99.1,
2012-05,103.4,
2012-06,103.0,
2012-07,102.1,
2012-08,103.4,
2012-09,102.1,
2012-10,102.4,
2012-11,100.8,
2012-12,102.9,
2013-01,99.2,
2013-02,100.2,
2013-03,99.7,
2013-04,105.2,
2013-05,103.0,
2013-06,102.4,
2013-07,103.3,
2013-08,102.2,
2013-09,107.2,
2013-10,105.5,
2013-11,108.9,
2013-12,105.2,
2014-01,109.2,
2014-02,108.4,
2014-03,102.7,
2014-04,109.4,
2014-05,107.5,
2014-06,107.6,
2014-07,104.1,
2014-08,108.3,
2014-09,106.9,
2014-10,106.7,
2014-11,108.7,
2014-12,108.0,Provisional value
