"",BBK01.OUK316,BBK01.OUK316_FLAGS
"",Time deposits of social security funds / for more than two years / Regional institutions of credit cooperatives,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:26:45,
1999-01,0.221,
1999-02,0.231,
1999-03,0.231,
1999-04,0.255,
1999-05,0.249,
1999-06,0.254,
1999-07,0.289,
1999-08,0.310,
1999-09,0.330,
1999-10,0.347,
1999-11,0.349,
1999-12,0.366,
2000-01,0.389,
2000-02,0.389,
2000-03,0.386,
2000-04,0.386,
2000-05,0.385,
2000-06,0.408,
2000-07,0.403,
2000-08,0.403,
2000-09,0.408,
2000-10,0.408,
2000-11,0.408,
2000-12,0.408,
2001-01,0.395,
2001-02,0.395,
2001-03,0.395,
2001-04,0.410,
2001-05,0.410,
2001-06,0.410,
2001-07,0.399,
2001-08,0.409,
2001-09,0.411,
2001-10,0.374,
2001-11,0.374,
2001-12,0.354,
2002-01,0.352,
2002-02,0.352,
2002-03,0.356,
2002-04,0.347,
2002-05,0.347,
2002-06,0.345,
2002-07,0.339,
2002-08,0.388,
2002-09,0.370,
2002-10,0.410,
2002-11,0.404,
2002-12,0.404,
2003-01,0.388,
2003-02,0.408,
2003-03,0.430,
2003-04,0.431,
2003-05,0.427,
2003-06,0.417,
2003-07,0.392,
2003-08,0.447,
2003-09,0.445,
2003-10,0.445,
2003-11,0.444,
2003-12,0.435,
2004-01,0.436,
2004-02,0.432,
2004-03,0.449,
2004-04,0.466,
2004-05,0.473,
2004-06,0.466,
2004-07,0.461,
2004-08,0.453,
2004-09,0.504,
2004-10,0.501,
2004-11,0.494,
2004-12,0.517,
2005-01,0.552,
2005-02,0.577,
2005-03,0.546,
2005-04,0.524,
2005-05,0.524,
2005-06,0.524,
2005-07,0.515,
2005-08,0.491,
2005-09,0.496,
2005-10,0.506,
2005-11,0.518,
2005-12,0.514,
2006-01,0.549,
2006-02,0.548,
2006-03,0.542,
2006-04,0.542,
2006-05,0.617,
2006-06,0.629,
2006-07,0.629,
2006-08,0.629,
2006-09,0.664,
2006-10,0.664,
2006-11,0.701,
2006-12,0.711,
2007-01,0.704,
2007-02,0.704,
2007-03,0.700,
2007-04,0.700,
2007-05,0.699,
2007-06,0.694,
2007-07,0.733,
2007-08,0.733,
2007-09,0.733,
2007-10,0.733,
2007-11,0.732,
2007-12,0.731,
2008-01,0.708,
2008-02,0.706,
2008-03,0.708,
2008-04,0.730,
2008-05,0.721,
2008-06,0.726,
2008-07,0.718,
2008-08,0.716,
2008-09,0.726,
2008-10,0.722,
2008-11,0.722,
2008-12,0.720,
2009-01,0.742,
2009-02,0.722,
2009-03,0.716,
2009-04,0.716,
2009-05,0.711,
2009-06,0.705,
2009-07,0.737,
2009-08,0.734,
2009-09,0.709,
2009-10,0.676,
2009-11,0.676,
2009-12,0.658,
2010-01,0.605,
2010-02,0.588,
2010-03,0.582,
2010-04,0.590,
2010-05,0.586,
2010-06,0.589,
2010-07,0.550,
2010-08,0.550,
2010-09,0.482,
2010-10,0.580,
2010-11,0.439,
2010-12,0.425,
2011-01,0.422,
2011-02,0.413,
2011-03,0.413,
2011-04,0.412,
2011-05,0.413,
2011-06,0.390,
2011-07,0.390,
2011-08,0.393,
2011-09,0.406,
2011-10,0.410,
2011-11,0.409,
2011-12,0.390,
2012-01,0.407,
2012-02,0.363,
2012-03,0.367,
2012-04,0.367,
2012-05,0.367,
2012-06,0.349,
2012-07,0.330,
2012-08,0.332,
2012-09,0.332,
2012-10,0.342,
2012-11,0.318,
2012-12,0.320,
2013-01,0.289,
2013-02,0.290,
2013-03,0.289,
2013-04,0.284,
2013-05,0.276,
2013-06,0.292,
2013-07,0.293,
2013-08,0.294,
2013-09,0.292,
2013-10,0.294,
2013-11,0.295,
2013-12,0.291,
2014-01,0.291,
2014-02,0.291,
2014-03,0.295,
2014-04,0.296,
2014-05,0.297,
2014-06,0.298,
2014-07,0.299,
2014-08,0.280,
2014-09,0.279,
2014-10,0.273,
2014-11,0.274,
2014-12,0.278,Provisional value
