"",BBK01.EU8220,BBK01.EU8220_FLAGS
"",External position of the Bundesbank up to 1998 / Reserve assets / total,
unit,DM (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:52:53,
1948-12,430.508,
1949-01,0.000,
1949-02,0.000,
1949-03,509.758,
1949-04,0.000,
1949-05,0.000,
1949-06,556.797,
1949-07,0.000,
1949-08,0.000,
1949-09,433.064,
1949-10,0.000,
1949-11,0.000,
1949-12,416.192,
1950-01,215.765,
1950-02,240.307,
1950-03,366.596,
1950-04,280.699,
1950-05,301.662,
1950-06,470.900,
1950-07,399.830,
1950-08,429.996,
1950-09,606.392,
1950-10,435.109,
1950-11,327.738,
1950-12,408.011,
1951-01,366.596,
1951-02,372.732,
1951-03,509.758,
1951-04,450.959,
1951-05,536.856,
1951-06,841.586,
1951-07,736.260,
1951-08,914.190,
1951-09,1171.881,
1951-10,888.114,
1951-11,862.038,
1951-12,975.545,
1952-01,748.020,
1952-02,712.230,
1952-03,923.393,
1952-04,782.788,
1952-05,834.940,
1952-06,1225.055,
1952-07,1082.916,
1952-08,1160.633,
1952-09,1468.430,
1952-10,1333.449,
1952-11,1389.180,
1952-12,1590.118,
1953-01,1459.738,
1953-02,1534.898,
1953-03,1817.131,
1953-04,1686.752,
1953-05,1754.754,
1953-06,2098.342,
1953-07,1990.971,
1953-08,2140.268,
1953-09,2449.599,
1953-10,2325.355,
1953-11,2428.636,
1953-12,2897.491,
1954-01,2737.968,
1954-02,2841.760,
1954-03,3255.907,
1954-04,3084.113,
1954-05,3203.244,
1954-06,3502.861,
1954-07,3736.521,
1954-08,3879.683,
1954-09,4167.029,
1954-10,4078.575,
1954-11,4142.998,
1954-12,4485.052,
1955-01,4352.116,
1955-02,4519.820,
1955-03,4669.629,
1955-04,4547.430,
1955-05,4595.491,
1955-06,4840.400,
1955-07,4701.329,
1955-08,4779.045,
1955-09,5013.217,
1955-10,4879.258,
1955-11,4939.591,
1955-12,5358.339,
1956-01,5418.671,
1956-02,5482.072,
1956-03,5595.067,
1956-04,5740.785,
1956-05,5990.296,
1956-06,6328.771,
1956-07,6704.570,
1956-08,6896.305,
1956-09,7052.760,
1956-10,7275.683,
1956-11,7387.656,
1956-12,7545.646,
1957-01,7662.220,
1957-02,7827.367,
1957-03,7936.273,
1957-04,8169.933,
1957-05,8372.405,
1957-06,8564.139,
1957-07,8477.219,
1957-08,9150.080,
1957-09,9537.639,
1957-10,9228.818,
1957-11,9157.749,
1957-12,8990.045,
1958-01,8871.937,
1958-02,8814.672,
1958-03,8961.924,
1958-04,9085.145,
1958-05,9379.650,
1958-06,9336.190,
1958-07,9588.257,
1958-08,9809.646,
1958-09,9884.295,
1958-10,9995.245,
1958-11,10117.955,
1958-12,10273.899,
1959-01,9940.025,
1959-02,9782.548,
1959-03,9129.117,
1959-04,8812.116,
1959-05,9060.092,
1959-06,9195.073,
1959-07,9195.073,
1959-08,9052.934,
1959-09,9103.041,
1959-10,9320.340,
1959-11,9781.525,
1959-12,10312.246,
1960-01,10130.226,
1960-02,10290.772,
1960-03,10636.916,
1960-04,11227.458,
1960-05,11617.063,
1960-06,12536.366,
1960-07,13134.066,
1960-08,13640.245,
1960-09,14251.239,
1960-10,14757.929,
1960-11,14822.352,
1960-12,15131.172,
1961-01,15001.815,
1961-02,15141.398,
1961-03,15205.821,
1961-04,14524.268,
1961-05,14620.391,
1961-06,14905.181,
1961-07,14699.642,
1961-08,14558.525,
1961-09,14617.835,
1961-10,14155.116,
1961-11,13924.012,
1961-12,14683.792,
1962-01,13219.963,
1962-02,13191.842,
1962-03,13602.409,
1962-04,13417.833,
1962-05,13477.143,
1962-06,13970.028,
1962-07,13788.008,
1962-08,13886.176,
1962-09,14334.068,
1962-10,14458.823,
1962-11,14301.345,
1962-12,14244.081,
1963-01,13701.089,
1963-02,13542.077,
1963-03,13839.137,
1963-04,13852.431,
1963-05,14331.000,
1963-06,14355.031,
1963-07,14440.928,
1963-08,14443.996,
1963-09,14604.030,
1963-10,14659.761,
1963-11,14973.183,
1963-12,15093.848,
1964-01,14912.850,
1964-02,15350.005,
1964-03,15312.169,
1964-04,14591.248,
1964-05,14476.718,
1964-06,15104.073,
1964-07,14554.946,
1964-08,14502.794,
1964-09,14589.714,
1964-10,14340.715,
1964-11,14105.520,
1964-12,14742.079,
