"",BBK01.TUE382,BBK01.TUE382_FLAGS
"",Deposits of general government / Other general government / At agreed notice of up to 2 months / Euro area,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:19:11,
1997-09,3016,
1997-10,3290,
1997-11,2916,
1997-12,3145,
1998-01,3369,
1998-02,3299,
1998-03,3406,
1998-04,3414,
1998-05,3590,
1998-06,3561,
1998-07,3718,
1998-08,3740,
1998-09,3667,
1998-10,3508,
1998-11,3398,
1998-12,3430,
1999-01,3966,
1999-02,3807,
1999-03,3563,
1999-04,3687,
1999-05,3904,
1999-06,3921,
1999-07,3893,
1999-08,3744,
1999-09,3606,
1999-10,3478,
1999-11,3400,
1999-12,3360,
2000-01,3324,
2000-02,3259,
2000-03,3272,
2000-04,3158,
2000-05,3063,
2000-06,2948,
2000-07,2861,
2000-08,2921,
2000-09,2749,
2000-10,2731,
2000-11,2813,
2000-12,2783,
2001-01,2787,
2001-02,2805,
2001-03,2747,
2001-04,2608,
2001-05,2664,
2001-06,2547,
2001-07,2518,
2001-08,2529,
2001-09,2468,
2001-10,2534,
2001-11,2613,
2001-12,2637,
2002-01,2539,
2002-02,2483,
2002-03,2485,
2002-04,2458,
2002-05,2370,
2002-06,2383,
2002-07,2354,
2002-08,2412,
2002-09,2407,
2002-10,2497,
2002-11,2475,
2002-12,2777,
2003-01,2648,
2003-02,2727,
2003-03,2788,
2003-04,2781,
2003-05,2816,
2003-06,2769,
2003-07,2845,
2003-08,2828,
2003-09,2810,
2003-10,2792,
2003-11,2882,
2003-12,2901,
2004-01,2886,
2004-02,2979,
2004-03,3119,
2004-04,3235,
2004-05,3277,
2004-06,3282,
2004-07,3410,
2004-08,3502,
2004-09,3549,
2004-10,3703,
2004-11,3697,
2004-12,3810,
2005-01,3759,
2005-02,3875,
2005-03,3794,
2005-04,3790,
2005-05,4023,
2005-06,3909,
2005-07,3920,
2005-08,4205,
2005-09,4240,
2005-10,4199,
2005-11,3961,
2005-12,3669,
2006-01,3545,
2006-02,3579,
2006-03,3547,
2006-04,3390,
2006-05,3465,
2006-06,3373,
2006-07,3217,
2006-08,3219,
2006-09,3219,
2006-10,2964,
2006-11,2853,
2006-12,2700,
2007-01,2613,
2007-02,2621,
2007-03,2540,
2007-04,2452,
2007-05,2313,
2007-06,2152,
2007-07,2056,
2007-08,1983,
2007-09,1930,
2007-10,1837,
2007-11,1775,
2007-12,1749,
2008-01,1769,
2008-02,1737,
2008-03,1740,
2008-04,1658,
2008-05,1621,
2008-06,1607,
2008-07,1562,
2008-08,1559,
2008-09,1527,
2008-10,1496,
2008-11,1504,
2008-12,1647,
2009-01,1967,
2009-02,2255,
2009-03,2597,
2009-04,2776,
2009-05,2992,
2009-06,3059,
2009-07,3501,
2009-08,3757,
2009-09,3906,
2009-10,4206,
2009-11,4125,
2009-12,4012,
2010-01,4324,
2010-02,4711,
2010-03,4893,
2010-04,5121,
2010-05,5435,
2010-06,5456,
2010-07,5687,
2010-08,5874,
2010-09,6391,
2010-10,6526,
2010-11,6580,
2010-12,6474,
2011-01,6926,
2011-02,7428,
2011-03,7405,
2011-04,7478,
2011-05,7295,
2011-06,7339,
2011-07,7198,
2011-08,7346,
2011-09,7120,
2011-10,6992,
2011-11,7170,
2011-12,7354,
2012-01,7527,
2012-02,7951,
2012-03,8342,
2012-04,8686,
2012-05,9032,
2012-06,9289,
2012-07,9549,
2012-08,9868,
2012-09,10251,
2012-10,11074,
2012-11,11907,
2012-12,11631,
2013-01,14403,
2013-02,14606,
2013-03,14365,
2013-04,15060,
2013-05,15261,
2013-06,14889,
2013-07,14945,
2013-08,15130,
2013-09,14974,
2013-10,14681,
2013-11,14664,
2013-12,12195,
2014-01,13358,
2014-02,15209,
2014-03,16381,
2014-04,15950,
2014-05,16152,
2014-06,15590,
2014-07,16144,
2014-08,16417,
2014-09,16412,
2014-10,15503,
2014-11,15816,
2014-12,16209,
2015-01,19093,
