"",BBK01.OEAH86H,BBK01.OEAH86H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:24:14,
2002-01,5.417,
2002-04,4.466,
2002-07,4.546,
2002-10,3.902,
2003-01,6.701,
2003-04,7.114,
2003-07,6.042,
2003-10,4.057,
2004-01,6.479,
2004-04,7.019,
2004-07,4.970,
2004-10,4.359,
2005-01,8.605,
2005-04,7.291,
2005-07,7.216,
2005-10,6.455,
2006-01,9.231,
2006-04,11.651,
2006-07,14.495,
2006-10,11.748,
2007-01,17.840,
2007-04,14.890,
2007-07,14.826,
2007-10,8.570,
2008-01,14.263,
2008-04,17.083,
2008-07,17.610,
2008-10,19.802,
2009-01,16.166,
2009-04,16.512,
2009-07,18.694,
2009-10,10.829,
2010-01,17.684,
2010-04,23.430,
2010-07,29.007,
2010-10,20.247,
2011-01,22.604,
2011-04,26.651,
2011-07,24.844,
2011-10,23.253,
2012-01,29.426,
2012-04,27.029,
2012-07,30.948,
2012-10,23.599,
2013-01,25.212,
2013-04,24.694,
2013-07,23.567,
2013-10,25.586,
2014-01,30.383,
2014-04,33.117,
2014-07,31.228,
