"",BBK01.OUE031,BBK01.OUE031_FLAGS
"",Time deposits of foreign banks (MFIs) / short-therm / Branches of foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:11:11,
1968-12,0.599,
1969-01,0.411,
1969-02,0.431,
1969-03,0.357,
1969-04,0.474,
1969-05,0.665,
1969-06,0.953,
1969-07,1.059,
1969-08,1.386,
1969-09,1.642,
1969-10,1.618,
1969-11,1.752,
1969-12,2.036,
1970-01,2.223,
1970-02,2.324,
1970-03,2.609,
1970-04,2.379,
1970-05,2.194,
1970-06,2.154,
1970-07,1.879,
1970-08,1.896,
1970-09,1.821,
1970-10,2.034,
1970-11,2.012,
1970-12,1.925,
1971-01,2.158,
1971-02,2.216,
1971-03,2.330,
1971-04,2.253,
1971-05,2.356,
1971-06,2.245,
1971-07,2.425,
1971-08,2.479,
1971-09,2.243,
1971-10,2.186,
1971-11,2.074,
1971-12,2.131,
1972-01,1.951,
1972-02,1.916,
1972-03,1.903,
1972-04,2.159,
1972-05,2.194,
1972-06,2.529,
1972-07,2.572,
1972-08,2.441,
1972-09,2.385,
1972-10,2.231,
1972-11,2.177,
1972-12,2.257,
1973-01,2.129,
1973-02,2.319,
1973-03,2.720,
1973-04,2.523,
1973-05,2.520,
1973-06,2.445,
1973-07,2.621,
1973-08,2.828,
1973-09,2.760,
1973-10,2.905,
1973-11,2.916,
1973-12,3.413,
1974-01,2.940,
1974-02,2.815,
1974-03,2.739,
1974-04,2.927,
1974-05,2.900,
1974-06,3.407,
1974-07,3.197,
1974-08,3.247,
1974-09,3.505,
1974-10,3.363,
1974-11,3.214,
1974-12,3.365,
1975-01,3.209,
1975-02,2.952,
1975-03,2.943,
1975-04,3.374,
1975-05,3.160,
1975-06,3.674,
1975-07,3.932,
1975-08,4.444,
1975-09,4.149,
1975-10,3.830,
1975-11,4.012,
1975-12,3.999,
1976-01,3.905,
1976-02,4.163,
1976-03,5.145,
1976-04,4.594,
1976-05,4.439,
1976-06,4.592,
1976-07,4.326,
1976-08,4.227,
1976-09,4.064,
1976-10,4.154,
1976-11,4.116,
1976-12,4.180,
1977-01,4.360,
1977-02,4.328,
1977-03,4.018,
1977-04,3.799,
1977-05,4.168,
1977-06,4.413,
1977-07,4.249,
1977-08,3.691,
1977-09,4.044,
1977-10,3.982,
1977-11,4.076,
1977-12,4.547,
1978-01,4.161,
1978-02,4.201,
1978-03,3.782,
1978-04,3.507,
1978-05,3.760,
1978-06,4.062,
1978-07,3.818,
1978-08,3.976,
1978-09,3.756,
1978-10,4.012,
1978-11,4.114,
1978-12,5.039,
1979-01,4.483,
1979-02,4.572,
1979-03,4.494,
1979-04,4.612,
1979-05,4.386,
1979-06,4.815,
1979-07,4.499,
1979-08,4.337,
1979-09,4.398,
1979-10,4.328,
1979-11,4.226,
1979-12,4.099,
1980-01,3.498,
1980-02,3.529,
1980-03,4.024,
1980-04,3.746,
1980-05,3.465,
1980-06,3.392,
1980-07,3.459,
1980-08,3.952,
1980-09,4.248,
1980-10,4.203,
1980-11,4.325,
1980-12,4.869,
1981-01,5.195,
1981-02,5.969,
1981-03,7.066,
1981-04,6.509,
1981-05,6.267,
1981-06,5.937,
1981-07,6.150,
1981-08,5.780,
1981-09,5.899,
1981-10,5.678,
1981-11,5.687,
1981-12,6.014,
1982-01,5.206,
1982-02,4.998,
1982-03,5.639,
1982-04,4.776,
1982-05,4.991,
1982-06,5.753,
1982-07,5.863,
1982-08,5.812,
1982-09,6.203,
1982-10,6.292,
1982-11,6.318,
