"",BBK01.OEAE10L,BBK01.OEAE10L_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 12:04:07,
2002-01,20.937,
2002-04,19.113,
2002-07,19.065,
2002-10,19.470,
2003-01,21.616,
2003-04,22.038,
2003-07,20.879,
2003-10,18.492,
2004-01,18.393,
2004-04,17.800,
2004-07,17.243,
2004-10,16.596,
2005-01,17.130,
2005-04,17.087,
2005-07,20.281,
2005-10,15.479,
2006-01,16.063,
2006-04,15.938,
2006-07,15.443,
2006-10,14.552,
2007-01,14.453,
2007-04,15.528,
2007-07,16.029,
2007-10,16.292,
2008-01,15.876,
2008-04,17.219,
2008-07,16.808,
2008-10,18.096,
2009-01,15.819,
2009-04,14.775,
2009-07,13.570,
2009-10,12.226,
2010-01,12.951,
2010-04,19.413,
2010-07,11.973,
2010-10,12.028,
2011-01,11.546,
2011-04,11.394,
2011-07,11.474,
2011-10,11.152,
2012-01,11.452,
2012-04,11.639,
2012-07,11.515,
2012-10,8.904,
2013-01,8.429,
2013-04,8.101,
2013-07,7.992,
2013-10,7.800,
2014-01,7.714,
2014-04,8.175,
2014-07,7.622,
