"",BBK01.OUZ101,BBK01.OUZ101_FLAGS
"","Participating interests and shares in affiliated enterprises, Regional banks and other commercial banks",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:56:17,
1999-01,7.730,
1999-02,7.737,
1999-03,7.779,
1999-04,6.661,
1999-05,6.739,
1999-06,7.055,
1999-07,7.407,
1999-08,7.322,
1999-09,7.582,
1999-10,7.556,
1999-11,7.595,
1999-12,7.526,
2000-01,7.599,
2000-02,7.992,
2000-03,8.015,
2000-04,8.140,
2000-05,8.136,
2000-06,8.176,
2000-07,8.280,
2000-08,8.363,
2000-09,8.499,
2000-10,8.623,
2000-11,8.646,
2000-12,8.902,
2001-01,9.091,
2001-02,9.185,
2001-03,9.169,
2001-04,9.133,
2001-05,8.927,
2001-06,8.578,
2001-07,8.237,
2001-08,8.688,
2001-09,8.757,
2001-10,8.595,
2001-11,9.324,
2001-12,9.355,
2002-01,9.030,
2002-02,9.049,
2002-03,9.046,
2002-04,9.116,
2002-05,9.106,
2002-06,9.167,
2002-07,9.172,
2002-08,9.385,
2002-09,9.413,
2002-10,9.459,
2002-11,9.597,
2002-12,10.167,
2003-01,10.023,
2003-02,9.978,
2003-03,9.980,
2003-04,10.044,
2003-05,10.045,
2003-06,10.093,
2003-07,10.445,
2003-08,10.175,
2003-09,9.826,
2003-10,9.830,
2003-11,9.796,
2003-12,9.815,
2004-01,9.858,
2004-02,9.906,
2004-03,10.149,
2004-04,10.061,
2004-05,10.457,
2004-06,10.334,
2004-07,9.460,
2004-08,9.485,
2004-09,9.392,
2004-10,9.390,
2004-11,9.495,
2004-12,8.704,
2005-01,8.979,
2005-02,8.957,
2005-03,9.383,
2005-04,12.368,
2005-05,12.395,
2005-06,12.494,
2005-07,12.573,
2005-08,12.449,
2005-09,12.274,
2005-10,11.885,
2005-11,11.991,
2005-12,11.316,
2006-01,11.919,
2006-02,12.010,
2006-03,11.588,
2006-04,11.562,
2006-05,11.510,
2006-06,11.792,
2006-07,11.874,
2006-08,11.880,
2006-09,9.896,
2006-10,9.869,
2006-11,9.829,
2006-12,9.676,
2007-01,10.526,
2007-02,10.392,
2007-03,10.708,
2007-04,10.690,
2007-05,10.244,
2007-06,10.410,
2007-07,10.485,
2007-08,10.602,
2007-09,10.591,
2007-10,10.379,
2007-11,10.382,
2007-12,10.334,
2008-01,10.588,
2008-02,10.616,
2008-03,10.423,
2008-04,10.521,
2008-05,10.516,
2008-06,6.137,
2008-07,6.180,
2008-08,6.562,
2008-09,6.641,
2008-10,6.566,
2008-11,6.504,
2008-12,6.497,
2009-01,6.512,
2009-02,6.539,
2009-03,6.560,
2009-04,6.436,
2009-05,6.481,
2009-06,6.388,
2009-07,6.405,
2009-08,6.401,
2009-09,6.452,
2009-10,6.403,
2009-11,6.551,
2009-12,7.663,
2010-01,7.742,
2010-02,6.635,
2010-03,6.664,
2010-04,6.660,
2010-05,7.143,
2010-06,7.137,
2010-07,6.548,
2010-08,6.510,
2010-09,6.441,
2010-10,6.278,
2010-11,6.408,
2010-12,6.435,
2011-01,6.585,
2011-02,6.587,
2011-03,6.544,
2011-04,6.503,
2011-05,6.541,
2011-06,6.562,
2011-07,6.651,
2011-08,6.738,
2011-09,6.780,
2011-10,6.748,
2011-11,6.886,
2011-12,6.977,
2012-01,6.962,
2012-02,6.936,
2012-03,6.825,
2012-04,6.837,
2012-05,6.924,
2012-06,7.135,
2012-07,7.173,
2012-08,7.535,
2012-09,7.459,
2012-10,7.210,
2012-11,7.061,
2012-12,7.556,
2013-01,6.662,
2013-02,6.677,
2013-03,6.723,
2013-04,6.707,
2013-05,6.695,
2013-06,6.679,
2013-07,6.455,
2013-08,6.565,
2013-09,6.578,
2013-10,6.560,
2013-11,6.621,
2013-12,6.941,
2014-01,6.229,
2014-02,6.220,
2014-03,6.667,
2014-04,6.623,
2014-05,6.638,
2014-06,6.644,
2014-07,6.669,
2014-08,6.684,
2014-09,6.711,
2014-10,6.726,
2014-11,6.738,
