"",BBK01.CEBO20,BBK01.CEBO20_FLAGS
"",Other deposits debtor: Domestic financial corporations                    creditor: All sectors,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-07-24 15:18:37,
1991-01,1681.8,
1991-04,1693.3,
1991-07,1705.3,
1991-10,1767.4,
1992-01,1754.5,
1992-04,1769.2,
1992-07,1816.0,
1992-10,1813.6,
1993-01,1827.0,
1993-04,1851.4,
1993-07,1871.7,
1993-10,1962.7,
1994-01,1991.8,
1994-04,2003.3,
1994-07,2027.9,
1994-10,2069.5,
1995-01,2096.6,
1995-04,2121.3,
1995-07,2159.0,
1995-10,2223.9,
1996-01,2288.1,
1996-04,2299.2,
1996-07,2329.8,
1996-10,2391.3,
1997-01,2447.2,
1997-04,2491.4,
1997-07,2517.2,
1997-10,2596.4,
1998-01,2637.0,
1998-04,2672.7,
1998-07,2717.6,
1998-10,2795.4,
1999-01,3008.2,
1999-04,3049.0,
1999-07,3131.2,
1999-10,3245.3,
2000-01,3265.1,
2000-04,3250.6,
2000-07,3300.0,
2000-10,3404.1,
2001-01,3470.8,
2001-04,3470.3,
2001-07,3461.9,
2001-10,3505.6,
2002-01,3436.9,
2002-04,3384.2,
2002-07,3400.2,
2002-10,3486.0,
2003-01,3442.4,
2003-04,3437.7,
2003-07,3405.1,
2003-10,3467.1,
2004-01,3409.5,
2004-04,3437.0,
2004-07,3455.1,
2004-10,3565.2,
2005-01,3516.9,
2005-04,3546.3,
2005-07,3572.6,
2005-10,3609.5,
2006-01,3630.9,
2006-04,3638.1,
2006-07,3647.1,
2006-10,3678.4,
2007-01,3709.0,
2007-04,3717.0,
2007-07,3825.0,
2007-10,4013.7,
2008-01,3974.4,
2008-04,4000.1,
2008-07,4132.4,
2008-10,4142.6,
2009-01,3903.4,
2009-04,3924.4,
2009-07,3749.9,
2009-10,3682.1,
2010-01,3625.0,
2010-04,3677.7,
2010-07,3560.0,
2010-10,3610.7,
2011-01,3507.7,
2011-04,3477.2,
2011-07,3547.6,
2011-10,3592.2,
2012-01,3671.7,
2012-04,3637.3,
2012-07,3546.8,
2012-10,3390.3,
2013-01,3330.3,
2013-04,3275.9,
2013-07,3244.7,
2013-10,3224.9,
2014-01,3168.2,
