"",BBK01.OEHB04G,BBK01.OEHB04G_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:25:03,
2002-01,67.879,
2002-04,67.983,
2002-07,68.196,
2002-10,68.476,
2003-01,68.622,
2003-04,69.219,
2003-07,70.076,
2003-10,70.765,
2004-01,70.666,
2004-04,70.946,
2004-07,71.461,
2004-10,71.862,
2005-01,71.600,
2005-04,71.902,
2005-07,72.657,
2005-10,73.461,
2006-01,73.633,
2006-04,74.395,
2006-07,75.007,
2006-10,75.760,
2007-01,75.748,
2007-04,76.116,
2007-07,76.746,
2007-10,77.209,
2008-01,77.209,
2008-04,77.869,
2008-07,78.855,
2008-10,79.211,
2009-01,78.533,
2009-04,78.926,
2009-07,79.656,
2009-10,80.450,
2010-01,80.139,
2010-04,81.057,
2010-07,81.825,
2010-10,82.842,
2011-01,82.646,
2011-04,83.345,
2011-07,84.235,
2011-10,85.408,
2012-01,85.543,
2012-04,86.098,
2012-07,87.214,
2012-10,88.207,
2013-01,87.875,
2013-04,88.556,
2013-07,89.710,
2013-10,90.501,
2014-01,90.699,
2014-04,91.607,
2014-07,92.630,
