"",BBK01.OUB356,BBK01.OUB356_FLAGS
"",Loans to local government and local government associations / Total / Commercial banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:57:23,
1999-01,18.264,
1999-02,17.689,
1999-03,17.482,
1999-04,17.570,
1999-05,17.364,
1999-06,17.611,
1999-07,17.679,
1999-08,17.460,
1999-09,17.797,
1999-10,17.800,
1999-11,17.647,
1999-12,17.977,
2000-01,17.979,
2000-02,17.609,
2000-03,17.742,
2000-04,18.372,
2000-05,21.666,
2000-06,22.765,
2000-07,21.759,
2000-08,21.315,
2000-09,21.372,
2000-10,21.999,
2000-11,22.243,
2000-12,22.341,
2001-01,23.008,
2001-02,22.787,
2001-03,22.948,
2001-04,23.111,
2001-05,22.684,
2001-06,23.135,
2001-07,22.949,
2001-08,22.623,
2001-09,22.743,
2001-10,23.203,
2001-11,23.119,
2001-12,23.408,
2002-01,23.595,
2002-02,23.615,
2002-03,24.117,
2002-04,24.213,
2002-05,23.931,
2002-06,24.604,
2002-07,24.172,
2002-08,23.999,
2002-09,24.280,
2002-10,24.575,
2002-11,24.520,
2002-12,24.851,
2003-01,25.013,
2003-02,24.607,
2003-03,24.494,
2003-04,24.576,
2003-05,24.380,
2003-06,24.319,
2003-07,24.434,
2003-08,24.235,
2003-09,24.922,
2003-10,25.305,
2003-11,25.210,
2003-12,25.233,
2004-01,25.323,
2004-02,25.336,
2004-03,25.350,
2004-04,25.463,
2004-05,25.312,
2004-06,25.191,
2004-07,25.519,
2004-08,24.615,
2004-09,24.533,
2004-10,24.658,
2004-11,24.529,
2004-12,24.603,
2005-01,25.239,
2005-02,25.254,
2005-03,25.812,
2005-04,25.707,
2005-05,25.017,
2005-06,25.258,
2005-07,25.068,
2005-08,24.201,
2005-09,24.924,
2005-10,24.877,
2005-11,24.921,
2005-12,25.983,
2006-01,26.335,
2006-02,25.923,
2006-03,25.992,
2006-04,25.316,
2006-05,24.302,
2006-06,24.947,
2006-07,24.272,
2006-08,23.731,
2006-09,24.457,
2006-10,24.089,
2006-11,23.338,
2006-12,22.927,
2007-01,23.167,
2007-02,23.180,
2007-03,23.299,
2007-04,23.218,
2007-05,22.843,
2007-06,23.039,
2007-07,22.214,
2007-08,22.213,
2007-09,22.783,
2007-10,23.269,
2007-11,22.785,
2007-12,22.925,
2008-01,24.383,
2008-02,24.058,
2008-03,23.762,
2008-04,24.813,
2008-05,23.985,
2008-06,24.808,
2008-07,25.286,
2008-08,24.954,
2008-09,26.089,
2008-10,25.741,
2008-11,25.152,
2008-12,25.454,
2009-01,26.436,
2009-02,26.664,
2009-03,26.989,
2009-04,27.316,
2009-05,26.320,
2009-06,26.841,
2009-07,26.878,
2009-08,26.206,
2009-09,27.185,
2009-10,27.318,
2009-11,24.525,
2009-12,24.213,
2010-01,25.439,
2010-02,25.980,
2010-03,26.018,
2010-04,26.437,
2010-05,26.151,
2010-06,26.632,
2010-07,25.744,
2010-08,25.269,
2010-09,25.700,
2010-10,26.184,
2010-11,26.177,
2010-12,25.499,
2011-01,26.291,
2011-02,25.688,
2011-03,25.562,
2011-04,25.228,
2011-05,25.011,
2011-06,24.725,
2011-07,24.962,
2011-08,24.154,
2011-09,24.773,
2011-10,24.834,
2011-11,25.020,
2011-12,25.390,
2012-01,25.634,
2012-02,25.364,
2012-03,24.748,
2012-04,24.807,
2012-05,24.635,
2012-06,25.153,
2012-07,25.496,
2012-08,24.594,
2012-09,25.141,
2012-10,25.495,
2012-11,25.035,
2012-12,25.155,
2013-01,25.865,
2013-02,25.914,
2013-03,26.478,
2013-04,26.923,
2013-05,26.787,
2013-06,27.036,
2013-07,28.002,
2013-08,27.367,
2013-09,27.631,
2013-10,28.037,
2013-11,28.009,
2013-12,28.349,
2014-01,28.860,
2014-02,28.843,
2014-03,29.726,
2014-04,30.577,
2014-05,29.656,
2014-06,29.954,
2014-07,30.346,
2014-08,29.657,
2014-09,29.637,
2014-10,30.149,
2014-11,30.251,
2014-12,30.208,Provisional value
