"",BBK01.WZ3091,BBK01.WZ3091_FLAGS
"","Yields, derived from the term structure of interest rates, on Pfandbriefe with annual coupon payments / residual maturity of 14.0 years / end of month",
unit,Prozent (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-02 10:10:58,
2000-01,6.16,
2000-02,6.03,
2000-03,5.97,
2000-04,6.12,
2000-05,6.02,
2000-06,6.06,
2000-07,6.06,
2000-08,6.11,
2000-09,6.10,
2000-10,6.05,
2000-11,5.87,
2000-12,5.73,
2001-01,5.67,
2001-02,5.63,
2001-03,5.68,
2001-04,5.83,
2001-05,5.83,
2001-06,5.81,
2001-07,5.66,
2001-08,5.65,
2001-09,5.46,
2001-10,5.25,
2001-11,5.42,
2001-12,5.50,
2002-01,5.52,
2002-02,5.65,
2002-03,5.69,
2002-04,5.69,
2002-05,5.59,
2002-06,5.49,
2002-07,5.29,
2002-08,5.14,
2002-09,5.08,
2002-10,5.20,
2002-11,5.04,
2002-12,4.90,
2003-01,4.73,
2003-02,4.73,
2003-03,4.87,
2003-04,4.60,
2003-05,4.38,
2003-06,4.58,
2003-07,4.78,
2003-08,4.80,
2003-09,4.80,
2003-10,4.92,
2003-11,4.90,
2003-12,4.81,
2004-01,4.85,
2004-02,4.67,
2004-03,4.65,
2004-04,4.82,
2004-05,4.87,
2004-06,4.68,
2004-07,4.84,
2004-08,4.70,
2004-09,4.64,
2004-10,4.55,
2004-11,4.44,
2004-12,4.32,
2005-01,4.17,
2005-02,4.23,
2005-03,4.22,
2005-04,4.04,
2005-05,3.97,
2005-06,3.84,
2005-07,3.86,
2005-08,3.78,
2005-09,3.71,
2005-10,3.93,
2005-11,3.97,
2005-12,3.89,
2006-01,3.95,
2006-02,3.97,
2006-03,4.18,
2006-04,4.36,
2006-05,4.33,
2006-06,4.45,
2006-07,4.35,
2006-08,4.31,
2006-09,4.18,
2006-10,4.18,
2006-11,4.12,
2006-12,4.16,
2007-01,4.45,
2007-02,4.31,
2007-03,4.40,
2007-04,4.55,
2007-05,4.71,
2007-06,4.89,
2007-07,4.82,
2007-08,4.72,
2007-09,4.79,
2007-10,4.70,
2007-11,4.75,
2007-12,4.91,
2008-01,4.71,
2008-02,4.74,
2008-03,4.75,
2008-04,4.89,
2008-05,5.01,
2008-06,5.09,
2008-07,5.07,
2008-08,4.91,
2008-09,4.87,
2008-10,4.69,
2008-11,4.46,
2008-12,4.41,
2009-01,4.52,
2009-02,4.42,
2009-03,4.48,
2009-04,4.52,
2009-05,4.71,
2009-06,4.56,
2009-07,4.46,
2009-08,4.35,
2009-09,4.35,
2009-10,4.39,
2009-11,4.31,
2009-12,4.37,
2010-01,4.31,
2010-02,4.14,
2010-03,4.10,
2010-04,4.02,
2010-05,3.89,
2010-06,3.87,
2010-07,3.91,
2010-08,3.35,
2010-09,3.55,
2010-10,3.77,
2010-11,3.97,
2010-12,4.13,
2011-01,4.21,
2011-02,4.26,
2011-03,4.38,
2011-04,4.37,
2011-05,4.14,
2011-06,4.24,
2011-07,4.10,
2011-08,3.92,
2011-09,3.72,
2011-10,3.94,
2011-11,3.98,
2011-12,3.73,
2012-01,3.66,
2012-02,3.58,
2012-03,3.65,
2012-04,3.59,
2012-05,2.97,
2012-06,3.33,
2012-07,3.10,
2012-08,2.96,
2012-09,2.77,
2012-10,3.11,
2012-11,3.07,
2012-12,2.76,
2013-01,2.87,
2013-02,2.95,
2013-03,3.03,
2013-04,2.66,
2013-05,2.78,
2013-06,2.95,
2013-07,2.72,
2013-08,3.06,
2013-09,3.00,
2013-10,2.93,
2013-11,2.94,
2013-12,3.05,
2014-01,2.84,
2014-02,2.68,
2014-03,2.63,
2014-04,2.55,
2014-05,2.30,
2014-06,2.10,
2014-07,2.00,
2014-08,1.70,
2014-09,1.78,
2014-10,1.62,
2014-11,1.43,
2014-12,1.30,
2015-01,1.13,
