"",BBK01.CEL201,BBK01.CEL201_FLAGS
"",Currency and deposits                                              debtor: Total            creditor: Non-financial corporations,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:46:16,
1999-01,-10.0,
1999-04,-3.4,
1999-07,9.0,
1999-10,2.3,
2000-01,3.3,
2000-04,0.8,
2000-07,-3.8,
2000-10,6.7,
2001-01,-6.0,
2001-04,-2.8,
2001-07,3.7,
2001-10,33.1,
2002-01,-30.6,
2002-04,9.6,
2002-07,11.5,
2002-10,26.7,
2003-01,-19.2,
2003-04,9.1,
2003-07,10.2,
2003-10,18.9,
2004-01,-13.3,
2004-04,3.3,
2004-07,15.6,
2004-10,13.1,
2005-01,-13.5,
2005-04,13.3,
2005-07,9.6,
2005-10,15.7,
2006-01,-11.2,
2006-04,11.3,
2006-07,-4.4,
2006-10,21.6,
2007-01,-11.9,
2007-04,5.8,
2007-07,17.2,
2007-10,21.5,
2008-01,-13.2,
2008-04,-7.5,
2008-07,16.2,
2008-10,0.5,
2009-01,-2.8,
2009-04,11.9,
2009-07,10.8,
2009-10,0.1,
2010-01,4.0,
2010-04,-24.8,
2010-07,21.3,
2010-10,7.8,
2011-01,6.8,
2011-04,-15.3,
2011-07,-17.2,
2011-10,26.7,
2012-01,-22.0,
2012-04,-16.2,
2012-07,3.9,
2012-10,32.5,
2013-01,-34.2,
2013-04,-18.9,
2013-07,41.2,
2013-10,13.5,
2014-01,-10.6,
2014-04,-6.2,
2014-07,17.5,
