"",BBK01.OEYB24H,BBK01.OEYB24H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:26:38,
2002-01,35.067,
2002-04,34.480,
2002-07,34.475,
2002-10,33.686,
2003-01,32.259,
2003-04,31.951,
2003-07,31.205,
2003-10,34.341,
2004-01,33.799,
2004-04,32.703,
2004-07,32.273,
2004-10,31.781,
2005-01,31.101,
2005-04,29.859,
2005-07,29.225,
2005-10,28.534,
2006-01,28.614,
2006-04,27.291,
2006-07,26.390,
2006-10,26.275,
2007-01,25.567,
2007-04,24.927,
2007-07,23.951,
2007-10,22.855,
2008-01,22.745,
2008-04,21.868,
2008-07,21.335,
2008-10,21.041,
2009-01,20.381,
2009-04,20.122,
2009-07,24.417,
2009-10,25.183,
2010-01,24.455,
2010-04,24.456,
2010-07,24.500,
2010-10,24.677,
2011-01,25.185,
2011-04,24.926,
2011-07,25.915,
2011-10,25.635,
2012-01,24.909,
2012-04,25.370,
2012-07,25.150,
2012-10,25.300,
2013-01,25.309,
2013-04,25.096,
2013-07,24.898,
2013-10,24.941,
2014-01,25.212,
2014-04,24.575,
2014-07,24.538,
