"",BBK01.OEYB08H,BBK01.OEYB08H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:26:31,
2002-01,123.154,
2002-04,120.506,
2002-07,120.520,
2002-10,119.655,
2003-01,117.506,
2003-04,116.353,
2003-07,114.895,
2003-10,121.481,
2004-01,118.655,
2004-04,116.880,
2004-07,115.624,
2004-10,111.656,
2005-01,109.864,
2005-04,107.713,
2005-07,106.637,
2005-10,105.406,
2006-01,107.533,
2006-04,105.078,
2006-07,103.556,
2006-10,101.907,
2007-01,101.863,
2007-04,100.170,
2007-07,98.933,
2007-10,92.393,
2008-01,92.727,
2008-04,91.384,
2008-07,90.593,
2008-10,88.245,
2009-01,86.957,
2009-04,86.061,
2009-07,90.900,
2009-10,90.412,
2010-01,87.656,
2010-04,87.286,
2010-07,86.783,
2010-10,85.835,
2011-01,86.274,
2011-04,86.391,
2011-07,87.038,
2011-10,87.243,
2012-01,86.452,
2012-04,86.527,
2012-07,85.521,
2012-10,84.387,
2013-01,84.299,
2013-04,83.594,
2013-07,80.372,
2013-10,79.913,
2014-01,79.510,
2014-04,78.311,
2014-07,78.484,
