"",BBK01.OEAA18N,BBK01.OEAA18N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:18:07,
2002-01,47.745,
2002-04,48.058,
2002-07,46.479,
2002-10,45.817,
2003-01,45.188,
2003-04,44.934,
2003-07,43.953,
2003-10,43.186,
2004-01,41.672,
2004-04,40.459,
2004-07,39.070,
2004-10,36.411,
2005-01,40.985,
2005-04,37.616,
2005-07,35.832,
2005-10,34.771,
2006-01,34.269,
2006-04,34.440,
2006-07,35.766,
2006-10,34.046,
2007-01,36.218,
2007-04,38.246,
2007-07,37.850,
2007-10,40.092,
2008-01,41.523,
2008-04,42.450,
2008-07,45.374,
2008-10,47.635,
2009-01,45.584,
2009-04,47.474,
2009-07,50.618,
2009-10,39.909,
2010-01,41.029,
2010-04,50.479,
2010-07,44.211,
2010-10,42.864,
2011-01,45.155,
2011-04,49.472,
2011-07,65.379,
2011-10,61.268,
2012-01,54.965,
2012-04,53.992,
2012-07,54.905,
2012-10,49.118,
2013-01,53.794,
2013-04,51.282,
2013-07,31.600,
2013-10,30.698,
2014-01,32.452,
2014-04,33.067,
2014-07,31.835,
