"",BBK01.QUF808,BBK01.QUF808_FLAGS
"","All foreign subsidiaries: Claims on non-residents, total / Malta / US Dollars",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:15:42,
2004-12,0.081,
2005-01,0.086,
2005-02,0.082,
2005-03,0.085,
2005-04,0.085,
2005-05,0.087,
2005-06,0.088,
2005-07,0.091,
2005-08,0.086,
2005-09,0.087,
2005-10,0.087,
2005-11,0.085,
2005-12,0.090,
2006-01,0.082,
2006-02,0.088,
2006-03,0.088,
2006-04,0.083,
2006-05,0.079,
2006-06,0.079,
2006-07,0.084,
2006-08,0.081,
2006-09,0.091,
2006-10,0.090,
2006-11,0.093,
2006-12,0.095,
2007-01,0.091,
2007-02,0.086,
2007-03,0.054,
2007-04,0.054,
2007-05,0.057,
2007-06,0.088,
2007-07,0.114,
2007-08,0.096,
2007-09,0.095,
2007-10,0.099,
2007-11,0.106,
2007-12,0.135,
2008-01,0.140,
2008-02,0.417,
2008-03,0.413,
2008-04,0.420,
2008-05,0.430,
2008-06,0.422,
2008-07,0.491,
2008-08,0.524,
2008-09,0.548,
2008-10,0.471,
2008-11,0.465,
2008-12,0.438,
2009-01,0.480,
2009-02,0.486,
2009-03,0.462,
2009-04,0.443,
2009-05,0.434,
2009-06,0.435,
2009-07,0.431,
2009-08,0.424,
2009-09,0.418,
2009-10,0.413,
2009-11,0.131,
2009-12,0.128,
2010-01,0.133,
2010-02,0.134,
2010-03,0.133,
2010-04,0.135,
2010-05,0.172,
2010-06,0.187,
2010-07,0.208,
2010-08,0.225,
2010-09,0.218,
2010-10,0.215,
2010-11,0.223,
2010-12,0.197,
2011-01,0.196,
2011-02,0.197,
2011-03,0.190,
2011-04,0.181,
2011-05,0.187,
2011-06,0.185,
2011-07,0.185,
2011-08,0.184,
2011-09,0.199,
2011-10,0.192,
2011-11,0.169,
2011-12,0.172,
2012-01,0.169,
2012-02,0.164,
2012-03,0.162,
2012-04,0.164,
2012-05,0.173,
2012-06,0.187,
2012-07,0.192,
2012-08,0.199,
2012-09,0.193,
2012-10,0.192,
2012-11,0.191,
2012-12,0.185,
2013-01,0.181,
2013-02,0.183,
2013-03,0.186,
2013-04,0.182,
2013-05,0.182,
2013-06,0.180,
2013-07,0.176,
2013-08,0.175,
2013-09,0.169,
2013-10,0.166,
2013-11,0.149,
2013-12,0.146,
2014-01,0.148,
2014-02,0.145,
2014-03,0.144,
2014-04,0.143,
2014-05,0.142,
2014-06,0.140,
2014-07,0.143,
2014-08,0.143,
2014-09,0.148,
2014-10,0.140,
2014-11,0.146,
