"",BBK01.QUJ391,BBK01.QUJ391_FLAGS
"",Banks in Germany: Short-term liabilities to foreign banks / Croatia / All currencies,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:12:47,
1994-01,0.165,
1994-02,0.152,
1994-03,0.153,
1994-04,0.166,
1994-05,0.157,
1994-06,0.176,
1994-07,0.176,
1994-08,0.192,
1994-09,0.145,
1994-10,0.155,
1994-11,0.168,
1994-12,0.187,
1995-01,0.166,
1995-02,0.161,
1995-03,0.170,
1995-04,0.176,
1995-05,0.184,
1995-06,0.182,
1995-07,0.167,
1995-08,0.182,
1995-09,0.239,
1995-10,0.241,
1995-11,0.278,
1995-12,0.348,
1996-01,0.335,
1996-02,0.361,
1996-03,0.403,
1996-04,0.361,
1996-05,0.373,
1996-06,0.367,
1996-07,0.403,
1996-08,0.396,
1996-09,0.455,
1996-10,0.487,
1996-11,0.450,
1996-12,0.483,
1997-01,0.383,
1997-02,0.409,
1997-03,0.404,
1997-04,0.477,
1997-05,0.481,
1997-06,0.517,
1997-07,0.450,
1997-08,0.412,
1997-09,0.526,
1997-10,0.479,
1997-11,0.478,
1997-12,0.618,
1998-01,0.549,
1998-02,0.584,
1998-03,0.644,
1998-04,0.600,
1998-05,0.708,
1998-06,0.760,
1998-07,0.586,
1998-08,0.736,
1998-09,0.573,
1998-10,0.604,
1998-11,0.560,
1998-12,0.617,
1999-01,0.558,
1999-02,0.671,
1999-03,1.006,
1999-04,0.427,
1999-05,0.421,
1999-06,0.597,
1999-07,0.555,
1999-08,0.606,
1999-09,0.510,
1999-10,0.698,
1999-11,0.507,
1999-12,0.456,
2000-01,0.737,
2000-02,0.740,
2000-03,0.704,
2000-04,0.708,
2000-05,0.789,
2000-06,0.913,
2000-07,1.200,
2000-08,1.213,
2000-09,1.299,
2000-10,1.276,
2000-11,1.351,
2000-12,1.395,
2001-01,1.151,
2001-02,1.171,
2001-03,1.195,
2001-04,1.252,
2001-05,1.140,
2001-06,0.999,
2001-07,1.277,
2001-08,1.269,
2001-09,1.329,
2001-10,1.181,
2001-11,1.023,
2001-12,1.918,
2002-01,1.878,
2002-02,1.864,
2002-03,1.510,
2002-04,1.400,
2002-05,1.430,
2002-06,1.203,
2002-07,1.237,
2002-08,1.004,
2002-09,0.848,
2002-10,1.023,
2002-11,0.971,
2002-12,0.906,
2003-01,0.868,
2003-02,0.702,
2003-03,0.856,
2003-04,0.707,
2003-05,0.668,
2003-06,0.707,
2003-07,0.753,
2003-08,0.700,
2003-09,0.740,
2003-10,0.690,
2003-11,1.039,
2003-12,1.165,
2004-01,1.031,
2004-02,0.986,
2004-03,0.844,
2004-04,0.837,
2004-05,0.813,
2004-06,0.919,
2004-07,0.812,
2004-08,1.058,
2004-09,0.906,
2004-10,0.847,
2004-11,0.829,
2004-12,0.914,
2005-01,0.816,
2005-02,1.170,
2005-03,0.833,
2005-04,0.613,
2005-05,0.836,
2005-06,0.864,
2005-07,0.905,
2005-08,0.659,
2005-09,0.601,
2005-10,0.771,
2005-11,0.968,
2005-12,1.135,
2006-01,0.845,
2006-02,0.992,
2006-03,1.193,
2006-04,0.492,
2006-05,0.573,
2006-06,0.602,
2006-07,1.332,
2006-08,1.178,
2006-09,1.358,
2006-10,1.294,
2006-11,1.012,
2006-12,1.251,
2007-01,1.076,
2007-02,1.180,
2007-03,0.870,
2007-04,1.311,
2007-05,0.888,
2007-06,0.861,
2007-07,1.200,
2007-08,0.964,
2007-09,1.544,
2007-10,0.931,
2007-11,1.968,
2007-12,1.483,
2008-01,1.678,
2008-02,1.017,
2008-03,1.135,
2008-04,1.508,
2008-05,1.148,
2008-06,1.085,
2008-07,1.401,
2008-08,1.032,
2008-09,1.466,
2008-10,1.175,
2008-11,1.040,
2008-12,1.180,
2009-01,1.322,
2009-02,0.950,
2009-03,0.733,
2009-04,0.945,
2009-05,1.465,
2009-06,1.159,
2009-07,0.775,
2009-08,0.777,
2009-09,1.030,
2009-10,0.862,
2009-11,0.877,
2009-12,0.942,
2010-01,0.828,
2010-02,0.958,
2010-03,1.541,
2010-04,0.719,
2010-05,0.853,
2010-06,0.958,
2010-07,1.089,
2010-08,1.553,
2010-09,1.304,
2010-10,1.225,
2010-11,1.192,
2010-12,1.048,
2011-01,0.975,
2011-02,1.463,
2011-03,0.919,
2011-04,0.663,
2011-05,0.583,
2011-06,0.760,
2011-07,0.802,
2011-08,0.837,
2011-09,0.992,
2011-10,0.927,
2011-11,0.832,
2011-12,0.445,
2012-01,0.549,
2012-02,0.594,
2012-03,0.949,
2012-04,0.435,
2012-05,0.720,
2012-06,0.545,
2012-07,0.500,
2012-08,0.934,
2012-09,0.426,
2012-10,0.613,
2012-11,0.611,
2012-12,0.568,
2013-01,0.527,
2013-02,0.467,
2013-03,0.541,
2013-04,0.570,
2013-05,0.784,
2013-06,0.900,
2013-07,0.676,
2013-08,1.646,
2013-09,1.284,
2013-10,1.047,
2013-11,1.171,
2013-12,0.869,
2014-01,1.595,
2014-02,1.332,
2014-03,1.835,
2014-04,1.120,
2014-05,0.828,
2014-06,1.112,
2014-07,1.478,
2014-08,1.743,
2014-09,1.275,
2014-10,1.385,
2014-11,1.179,
2014-12,1.173,
