"",BBK01.TUD421,BBK01.TUD421_FLAGS
"",Lending to non-banks (non-MFIs) in the euro area / in other member states / General government / Total / German contribution,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:20:07,
1979-12,2069,
1980-01,2352,
1980-02,2366,
1980-03,2467,
1980-04,2478,
1980-05,2465,
1980-06,2519,
1980-07,2530,
1980-08,2544,
1980-09,2565,
1980-10,2680,
1980-11,2789,
1980-12,2716,
1981-01,2664,
1981-02,2674,
1981-03,2671,
1981-04,2727,
1981-05,2754,
1981-06,2748,
1981-07,2769,
1981-08,2817,
1981-09,2792,
1981-10,2824,
1981-11,2820,
1981-12,2909,
1982-01,2882,
1982-02,2923,
1982-03,2974,
1982-04,2981,
1982-05,2951,
1982-06,2981,
1982-07,2811,
1982-08,2815,
1982-09,2753,
1982-10,2724,
1982-11,2779,
1982-12,2714,
1983-01,2639,
1983-02,2661,
1983-03,2648,
1983-04,2636,
1983-05,2621,
1983-06,2718,
1983-07,2527,
1983-08,2504,
1983-09,2510,
1983-10,2567,
1983-11,2611,
1983-12,2681,
1984-01,2586,
1984-02,2455,
1984-03,2472,
1984-04,2560,
1984-05,2663,
1984-06,2794,
1984-07,2835,
1984-08,2811,
1984-09,2886,
1984-10,2947,
1984-11,2868,
1984-12,2972,
1985-01,3034,
1985-02,3429,
1985-03,3348,
1985-04,3275,
1985-05,3228,
1985-06,3316,
1985-07,3280,
1985-08,3297,
1985-09,3351,
1985-10,3528,
1985-11,3799,
1985-12,3834,
1986-01,3724,
1986-02,3755,
1986-03,3851,
1986-04,3942,
1986-05,4466,
1986-06,4598,
1986-07,4705,
1986-08,4537,
1986-09,4795,
1986-10,4814,
1986-11,4785,
1986-12,4710,
1987-01,4628,
1987-02,4772,
1987-03,4974,
1987-04,4922,
1987-05,5038,
1987-06,5280,
1987-07,5312,
1987-08,5353,
1987-09,5356,
1987-10,5286,
1987-11,5094,
1987-12,5068,
1988-01,5116,
1988-02,5144,
1988-03,5431,
1988-04,5402,
1988-05,5564,
1988-06,5801,
1988-07,5955,
1988-08,5976,
1988-09,5980,
1988-10,5871,
1988-11,5910,
1988-12,5918,
1989-01,6252,
1989-02,6335,
1989-03,6465,
1989-04,6400,
1989-05,6445,
1989-06,6515,
1989-07,6556,
1989-08,6733,
1989-09,6948,
1989-10,7028,
1989-11,7184,
1989-12,7224,
1990-01,7406,
