"",BBK01.PC3386,BBK01.PC3386_FLAGS
"",Lending to craft trades / Long-term / Building and loan asscociations,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:25:10,
1999-01,0.931,
1999-04,0.916,
1999-07,0.915,
1999-10,0.920,
2000-01,0.935,
2000-04,0.943,
2000-07,0.949,
2000-10,0.963,
2001-01,0.969,
2001-04,0.972,
2001-07,0.978,
2001-10,0.981,
2002-01,0.976,
2002-04,0.970,
2002-07,0.974,
2002-10,0.976,
2003-01,0.974,
2003-04,0.962,
2003-07,0.960,
2003-10,0.945,
2004-01,0.959,
2004-04,0.934,
2004-07,0.921,
2004-10,0.913,
2005-01,0.896,
2005-04,0.885,
2005-07,0.877,
2005-10,0.873,
2006-01,0.864,
2006-04,0.852,
2006-07,0.856,
2006-10,0.872,
2007-01,0.878,
2007-04,0.890,
2007-07,0.902,
2007-10,0.911,
2008-01,0.919,
2008-04,0.937,
2008-07,0.961,
2008-10,0.974,
2009-01,0.983,
2009-04,0.991,
2009-07,1.002,
2009-10,1.017,
2010-01,1.023,
2010-04,1.022,
2010-07,1.021,
2010-10,1.025,
2011-01,1.032,
2011-04,1.040,
2011-07,1.055,
2011-10,1.069,
2012-01,1.079,
2012-04,1.095,
2012-07,1.104,
2012-10,1.115,
2013-01,1.135,
2013-04,1.157,
2013-07,1.165,
2013-10,1.179,
2014-01,1.187,
2014-04,1.203,
2014-07,1.207,
2014-10,1.203,
