"",BBK01.OUB228,BBK01.OUB228_FLAGS
"",Time deposits of non-banks (non-MFIs) / for more than two years / Commercial banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:15:47,
1999-01,101.607,
1999-02,105.753,
1999-03,109.020,
1999-04,109.789,
1999-05,109.637,
1999-06,110.622,
1999-07,110.903,
1999-08,111.995,
1999-09,112.098,
1999-10,112.924,
1999-11,114.690,
1999-12,114.740,
2000-01,117.420,
2000-02,117.685,
2000-03,118.236,
2000-04,119.345,
2000-05,137.572,
2000-06,137.086,
2000-07,137.456,
2000-08,137.298,
2000-09,137.551,
2000-10,138.522,
2000-11,137.342,
2000-12,136.436,
2001-01,134.954,
2001-02,135.346,
2001-03,136.219,
2001-04,135.828,
2001-05,137.633,
2001-06,136.440,
2001-07,138.363,
2001-08,137.552,
2001-09,139.149,
2001-10,139.342,
2001-11,138.883,
2001-12,138.520,
2002-01,139.215,
2002-02,138.588,
2002-03,139.279,
2002-04,139.028,
2002-05,138.027,
2002-06,137.536,
2002-07,137.774,
2002-08,122.433,
2002-09,122.341,
2002-10,124.181,
2002-11,123.928,
2002-12,124.784,
2003-01,125.194,
2003-02,124.706,
2003-03,124.536,
2003-04,123.770,
2003-05,122.930,
2003-06,123.284,
2003-07,121.585,
2003-08,122.700,
2003-09,122.758,
2003-10,125.380,
2003-11,125.533,
2003-12,127.187,
2004-01,126.148,
2004-02,124.081,
2004-03,120.138,
2004-04,119.043,
2004-05,119.351,
2004-06,118.999,
2004-07,117.916,
2004-08,118.541,
2004-09,123.381,
2004-10,124.125,
2004-11,124.488,
2004-12,123.084,
2005-01,123.504,
2005-02,125.317,
2005-03,125.112,
2005-04,124.793,
2005-05,124.764,
2005-06,124.395,
2005-07,121.439,
2005-08,117.323,
2005-09,115.591,
2005-10,113.365,
2005-11,108.445,
2005-12,107.739,
2006-01,107.886,
2006-02,107.870,
2006-03,109.186,
2006-04,109.792,
2006-05,110.011,
2006-06,114.688,
2006-07,114.801,
2006-08,115.833,
2006-09,115.513,
2006-10,115.078,
2006-11,116.952,
2006-12,115.728,
2007-01,114.680,
2007-02,114.824,
2007-03,114.125,
2007-04,115.484,
2007-05,116.742,
2007-06,118.245,
2007-07,120.734,
2007-08,120.097,
2007-09,124.320,
2007-10,125.463,
2007-11,124.104,
2007-12,124.116,
2008-01,125.717,
2008-02,125.863,
2008-03,125.902,
2008-04,127.008,
2008-05,127.626,
2008-06,128.134,
2008-07,128.061,
2008-08,127.352,
2008-09,126.985,
2008-10,127.548,
2008-11,126.297,
2008-12,153.930,
2009-01,153.612,
2009-02,154.129,
2009-03,155.617,
2009-04,157.487,
2009-05,150.740,
2009-06,151.346,
2009-07,150.539,
2009-08,150.020,
2009-09,152.782,
2009-10,152.514,
2009-11,153.715,
2009-12,153.498,
2010-01,154.216,
2010-02,157.681,
2010-03,155.743,
2010-04,155.031,
2010-05,154.959,
2010-06,155.315,
2010-07,156.585,
2010-08,160.302,
2010-09,160.517,
2010-10,165.061,
2010-11,192.738,
2010-12,187.704,
2011-01,185.452,
2011-02,185.424,
2011-03,184.396,
2011-04,182.449,
2011-05,182.338,
2011-06,183.157,
2011-07,182.797,
2011-08,188.503,
2011-09,187.890,
2011-10,187.755,
2011-11,188.580,
2011-12,189.153,
2012-01,188.579,
2012-02,188.130,
2012-03,186.373,
2012-04,186.608,
2012-05,190.677,
2012-06,190.321,
2012-07,189.014,
2012-08,188.825,
2012-09,187.371,
2012-10,186.916,
2012-11,187.089,
2012-12,188.880,
2013-01,189.620,
2013-02,188.096,
2013-03,192.845,
2013-04,190.591,
2013-05,190.330,
2013-06,191.585,
2013-07,191.596,
2013-08,189.355,
2013-09,188.852,
2013-10,187.905,
2013-11,188.995,
2013-12,187.143,
2014-01,185.915,
2014-02,184.177,
2014-03,184.447,
2014-04,184.801,
2014-05,184.706,
2014-06,183.264,
2014-07,181.553,
2014-08,181.602,
2014-09,182.392,
2014-10,182.874,
2014-11,182.033,
2014-12,180.908,Provisional value
