"",BBK01.QUF801,BBK01.QUF801_FLAGS
"","Foreign branches: Liabilities to non-residents, total / Cyprus / US Dollars",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:46:33,
2004-12,0.267,
2005-01,0.277,
2005-02,0.276,
2005-03,0.210,
2005-04,0.235,
2005-05,0.502,
2005-06,0.257,
2005-07,0.219,
2005-08,0.332,
2005-09,0.245,
2005-10,0.213,
2005-11,0.279,
2005-12,0.250,
2006-01,0.270,
2006-02,0.305,
2006-03,0.375,
2006-04,0.227,
2006-05,0.203,
2006-06,0.394,
2006-07,0.226,
2006-08,0.246,
2006-09,0.176,
2006-10,0.266,
2006-11,0.403,
2006-12,0.462,
2007-01,0.282,
2007-02,0.268,
2007-03,0.256,
2007-04,0.226,
2007-05,0.347,
2007-06,0.263,
2007-07,0.226,
2007-08,0.362,
2007-09,0.271,
2007-10,0.315,
2007-11,0.236,
2007-12,0.229,
2008-01,0.240,
2008-02,0.217,
2008-03,0.427,
2008-04,0.546,
2008-05,0.171,
2008-06,0.383,
2008-07,0.646,
2008-08,0.953,
2008-09,1.078,
2008-10,1.294,
2008-11,0.571,
2008-12,0.639,
2009-01,0.843,
2009-02,1.039,
2009-03,0.697,
2009-04,0.696,
2009-05,0.635,
2009-06,0.637,
2009-07,0.680,
2009-08,0.755,
2009-09,0.417,
2009-10,0.385,
2009-11,0.518,
2009-12,0.427,
2010-01,0.385,
2010-02,0.378,
2010-03,0.393,
2010-04,0.387,
2010-05,0.550,
2010-06,1.062,
2010-07,0.842,
2010-08,0.758,
2010-09,0.669,
2010-10,0.848,
2010-11,0.700,
2010-12,0.290,
2011-01,0.360,
2011-02,0.303,
2011-03,0.260,
2011-04,0.190,
2011-05,0.332,
2011-06,0.068,
2011-07,0.036,
2011-08,0.071,
2011-09,0.056,
2011-10,0.068,
2011-11,0.201,
2011-12,0.184,
2012-01,0.718,
2012-02,0.207,
2012-03,0.197,
2012-04,0.184,
2012-05,0.225,
2012-06,0.192,
2012-07,0.187,
2012-08,0.200,
2012-09,0.208,
2012-10,0.351,
2012-11,0.937,
2012-12,0.695,
2013-01,0.606,
2013-02,0.525,
2013-03,0.490,
2013-04,0.624,
2013-05,0.459,
2013-06,0.493,
2013-07,0.531,
2013-08,0.336,
2013-09,0.356,
2013-10,0.372,
2013-11,0.328,
2013-12,1.999,
2014-01,7.990,
2014-02,7.583,
2014-03,7.236,
2014-04,6.240,
2014-05,4.976,
2014-06,2.513,
2014-07,0.630,
2014-08,4.457,
2014-09,3.536,
2014-10,1.725,
2014-11,0.633,
