"",BBK01.BQ1833,BBK01.BQ1833_FLAGS
"","Central, state and local government debt - loans from other non-banks",
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-16 16:35:22,
1991-01,12542.9,
1991-04,12627.5,
1991-07,12165.2,
1991-10,13536.6,
1992-01,13069.3,
1992-04,12881.0,
1992-07,12303.1,
1992-10,11519.1,
1993-01,11491.3,
1993-04,11387.0,
1993-07,11158.7,
1993-10,12052.3,
1994-01,15536.0,
1994-04,14994.6,
1994-07,13992.0,
1994-10,14785.2,
1995-01,21982.3,
1995-04,22335.8,
1995-07,19062.1,
1995-10,20728.7,
1996-01,20334.1,
1996-04,19904.5,
1996-07,20352.2,
1996-10,20130.0,
1997-01,18059.0,
1997-04,17188.6,
1997-07,16653.3,
1997-10,15250.5,
1998-01,14287.4,
1998-04,13497.2,
1998-07,12410.2,
1998-10,13290.2,
1999-01,11815.4,
1999-04,11526.1,
1999-07,12151.6,
1999-10,10159.8,
2000-01,9692.5,
2000-04,9768.9,
2000-07,9679.2,
2000-10,10483.9,
2001-01,9841.2,
2001-04,10835.3,
2001-07,10871.0,
2001-10,13069.6,
2002-01,15193.1,
2002-04,15640.1,
2002-07,16852.4,
2002-10,18803.2,
2003-01,22487.6,Corrected value
2003-04,25419.1,Corrected value
2003-07,32030.4,
2003-10,34122.5,
2004-01,41045.4,
2004-04,44239.7,
2004-07,46661.5,
2004-10,53964.7,
2005-01,55968.0,
2005-04,57040.8,
2005-07,58925.0,
2005-10,63132.5,
2006-01,65166.1,
2006-04,67031.4,
2006-07,68369.7,
2006-10,72256.1,
2007-01,67394.6,Provisional value
2007-04,71067.7,
2007-07,69625.0,
2007-10,75355.2,
2008-01,73093.0,
2008-04,72158.9,
2008-07,72842.0,
2008-10,83188.6,
2009-01,80971.6,
2009-04,91106.4,
2009-07,93352.9,comment
2009-10,103421.2,
2010-01,101738.7,
2010-04,103210.2,
2010-07,104275.4,
2010-10,111568.3,
2011-01,112155.9,
2011-04,114159.5,
2011-07,112751.9,
2011-10,111724.8,
2012-01,109718.3,
2012-04,116390.2,
2012-07,116632.3,
2012-10,113157.4,
2013-01,111309.8,
2013-04,111428.3,
2013-07,111680.0,
2013-10,110282.3,
2014-01,110435.3,Provisional value
2014-04,110818.1,Provisional value
2014-07,110106.1,Provisional value
"","General: For Germany as a whole (excluding hospitals with commercial accounting practices) From September 2009, including the debt of the Investment and Repayment Fund plus the Financial Market Stabilisation Fund (SoFFin).",
"","Comment on 2009-07: From September 2009, including the debt of the Investment and Repayment Fund plus the Financial Market Stabilisation Fund (SoFFin).",
