"",BBK01.QUY523,BBK01.QUY523_FLAGS
"",Consolidated German banks: Loans and advances to foreign banks / India / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:38:01,
2002-03,0.996,
2002-04,1.017,
2002-05,1.014,
2002-06,0.902,
2002-07,0.870,
2002-08,0.850,
2002-09,0.795,
2002-10,0.799,
2002-11,0.874,
2002-12,0.840,
2003-01,1.037,
2003-02,0.999,
2003-03,1.079,
2003-04,1.244,
2003-05,1.225,
2003-06,1.342,
2003-07,1.393,
2003-08,1.516,
2003-09,1.557,
2003-10,1.617,
2003-11,1.646,
2003-12,1.637,
2004-01,1.783,
2004-02,1.971,
2004-03,2.144,
2004-04,2.546,
2004-05,2.711,
2004-06,2.647,
2004-07,2.601,
2004-08,2.576,
2004-09,2.531,
2004-10,2.163,
2004-11,1.907,
2004-12,1.999,
2005-01,2.004,
2005-02,1.944,
2005-03,2.134,
2005-04,2.059,
2005-05,2.163,
2005-06,2.059,
2005-07,2.225,
2005-08,2.098,
2005-09,2.106,
2005-10,2.402,
2005-11,2.362,
2005-12,2.500,
2006-01,2.462,
2006-02,2.154,
2006-03,2.293,
2006-04,2.039,
2006-05,2.045,
2006-06,2.889,
2006-07,2.956,
2006-08,2.497,
2006-09,2.647,
2006-10,2.665,
2006-11,3.075,
2006-12,1.987,
2007-01,2.100,
2007-02,2.603,
2007-03,2.997,
2007-04,3.091,
2007-05,3.025,
2007-06,3.254,
2007-07,2.939,
2007-08,2.178,
2007-09,2.584,
2007-10,2.605,
2007-11,2.671,
2007-12,2.970,
2008-01,3.376,
2008-02,3.905,
2008-03,5.333,
2008-04,3.818,
2008-05,3.861,
2008-06,3.527,
2008-07,4.324,
2008-08,5.250,
2008-09,5.885,
2008-10,6.911,
2008-11,7.054,
2008-12,7.108,
2009-01,7.736,
2009-02,7.152,
2009-03,7.830,
2009-04,7.605,
2009-05,4.216,
2009-06,3.870,
2009-07,4.139,
2009-08,3.849,
2009-09,3.564,
2009-10,3.660,
2009-11,3.646,
2009-12,3.895,
2010-01,5.259,
2010-02,4.525,
2010-03,5.625,
2010-04,5.709,
2010-05,6.202,
2010-06,5.302,
2010-07,5.374,
2010-08,7.180,
2010-09,6.381,
2010-10,5.347,
2010-11,6.398,
2010-12,5.989,
2011-01,6.826,
2011-02,5.690,
2011-03,6.987,
2011-04,4.363,
2011-05,4.181,
2011-06,4.319,
2011-07,4.726,
2011-08,5.477,
2011-09,6.460,
2011-10,4.914,
2011-11,6.123,
2011-12,4.629,
2012-01,4.451,
2012-02,5.046,
2012-03,3.878,
2012-04,3.339,
2012-05,2.442,
2012-06,3.040,
2012-07,4.325,
2012-08,2.946,
2012-09,2.740,
2012-10,2.957,
2012-11,3.924,
2012-12,3.011,
2013-01,2.147,
2013-02,2.696,
2013-03,1.675,
2013-04,2.526,
2013-05,3.306,
2013-06,3.053,
2013-07,5.502,
2013-08,4.652,
2013-09,4.166,
2013-10,4.293,
2013-11,3.877,
2013-12,3.325,
2014-01,3.264,
2014-02,2.999,
2014-03,3.551,
2014-04,3.011,
2014-05,3.303,
2014-06,3.311,
2014-07,3.590,
2014-08,3.483,
2014-09,3.856,
2014-10,3.798,
