"",BBK01.QX5986,BBK01.QX5986_FLAGS
"",Banks in Germany: Foreign participating interests incl. working capital at foreign branches / All countries / Euro,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:05:54,
1982-12,1.103,
1983-01,1.060,
1983-02,1.092,
1983-03,1.100,
1983-04,1.105,
1983-05,1.102,
1983-06,1.102,
1983-07,1.174,
1983-08,1.189,
1983-09,1.189,
1983-10,1.358,
1983-11,1.359,
1983-12,1.318,
1984-01,1.346,
1984-02,1.352,
1984-03,1.374,
1984-04,1.434,
1984-05,1.449,
1984-06,1.448,
1984-07,1.495,
1984-08,1.492,
1984-09,1.457,
1984-10,1.534,
1984-11,1.526,
1984-12,1.545,
1985-01,1.613,
1985-02,1.703,
1985-03,1.702,
1985-04,1.841,
1985-05,1.865,
1985-06,1.875,
1985-07,1.908,
1985-08,1.920,
1985-09,2.003,
1985-10,2.052,
1985-11,2.103,
1985-12,2.078,
1986-01,2.240,
1986-02,2.276,
1986-03,2.286,
1986-04,2.288,
1986-05,2.297,
1986-06,2.298,
1986-07,2.307,
1986-08,2.305,
1986-09,2.319,
1986-10,2.329,
1986-11,2.340,
1986-12,2.353,
1987-01,2.338,
1987-02,2.435,
1987-03,2.418,
1987-04,2.418,
1987-05,2.418,
1987-06,2.418,
1987-07,2.441,
1987-08,2.437,
1987-09,2.441,
1987-10,2.463,
1987-11,2.491,
1987-12,2.647,
1988-01,2.655,
1988-02,2.679,
1988-03,2.679,
1988-04,2.634,
1988-05,2.647,
1988-06,2.670,
1988-07,2.682,
1988-08,2.723,
1988-09,2.804,
1988-10,3.096,
1988-11,3.220,
1988-12,3.011,
1989-01,3.018,
1989-02,3.102,
1989-03,3.211,
1989-04,3.286,
1989-05,3.203,
1989-06,3.291,
1989-07,3.321,
1989-08,3.326,
1989-09,3.479,
1989-10,3.575,
1989-11,3.998,
1989-12,4.019,
1990-01,4.101,
1990-02,4.129,
1990-03,4.152,
1990-04,4.203,
1990-05,4.249,
1990-06,4.340,
1990-07,4.550,
1990-08,4.591,
1990-09,4.576,
1990-10,4.598,
1990-11,4.723,
1990-12,5.017,
1991-01,5.031,
1991-02,5.021,
1991-03,5.107,
1991-04,5.301,
1991-05,5.381,
1991-06,5.371,
1991-07,5.545,
1991-08,5.616,
1991-09,5.655,
1991-10,5.644,
1991-11,5.677,
1991-12,6.004,
1992-01,5.993,
1992-02,6.110,
1992-03,6.136,
1992-04,6.276,
1992-05,6.277,
1992-06,6.363,
1992-07,6.372,
1992-08,6.418,
1992-09,6.678,
1992-10,6.649,
1992-11,6.626,
1992-12,7.098,
1993-01,7.196,
1993-02,7.351,
1993-03,7.474,
1993-04,7.621,
1993-05,7.619,
1993-06,7.665,
1993-07,7.763,
1993-08,7.833,
1993-09,7.967,
1993-10,7.984,
1993-11,8.235,
1993-12,8.651,
1994-01,8.624,
1994-02,8.661,
1994-03,8.941,
1994-04,8.934,
1994-05,8.980,
1994-06,9.024,
1994-07,9.175,
1994-08,9.267,
1994-09,9.351,
1994-10,9.387,
1994-11,9.538,
1994-12,10.076,
1995-01,10.127,
1995-02,10.198,
1995-03,10.283,
1995-04,10.267,
1995-05,10.518,
1995-06,10.596,
1995-07,10.936,
1995-08,10.934,
1995-09,10.846,
1995-10,10.872,
1995-11,10.780,
1995-12,11.190,
1996-01,11.226,
1996-02,11.736,
1996-03,11.857,
1996-04,11.726,
1996-05,11.875,
1996-06,12.005,
1996-07,12.042,
1996-08,12.136,
1996-09,12.159,
1996-10,12.273,
1996-11,12.349,
1996-12,12.877,
1997-01,12.968,
1997-02,13.030,
1997-03,13.105,
1997-04,13.221,
1997-05,14.708,
1997-06,15.011,
1997-07,15.322,
1997-08,15.572,
1997-09,15.880,
1997-10,15.933,
1997-11,15.902,
1997-12,16.146,
1998-01,16.157,
1998-02,16.325,
1998-03,16.368,
1998-04,16.404,
1998-05,16.492,
1998-06,16.633,
1998-07,16.845,
1998-08,16.837,
1998-09,19.396,
1998-10,19.319,
1998-11,19.348,
1998-12,17.508,
1999-01,23.577,
1999-02,23.885,
1999-03,23.904,
1999-04,24.205,
1999-05,29.451,
1999-06,29.473,
1999-07,30.220,
1999-08,31.167,
1999-09,31.272,
1999-10,28.838,
1999-11,28.791,
1999-12,30.860,
2000-01,31.173,
2000-02,34.551,
2000-03,35.094,
2000-04,35.184,
2000-05,35.456,
2000-06,36.045,
2000-07,38.952,
2000-08,39.229,
2000-09,39.728,
2000-10,40.338,
2000-11,40.473,
2000-12,47.234,
2001-01,48.615,
2001-02,48.066,
2001-03,48.730,
2001-04,49.813,
2001-05,50.385,
2001-06,50.134,
2001-07,50.759,
2001-08,51.382,
2001-09,51.247,
2001-10,52.200,
2001-11,52.440,
2001-12,50.968,
2002-01,51.088,
2002-02,51.128,
2002-03,50.998,
2002-04,51.144,
2002-05,51.329,
2002-06,51.240,
2002-07,51.417,
2002-08,51.214,
2002-09,51.201,
2002-10,49.625,
2002-11,49.936,
2002-12,50.283,
2003-01,50.003,
2003-02,50.221,
2003-03,51.125,
2003-04,49.674,
2003-05,48.336,
2003-06,48.852,
2003-07,49.406,
2003-08,49.448,
2003-09,50.195,
2003-10,49.546,
2003-11,50.129,
2003-12,54.658,
2004-01,53.440,
2004-02,52.212,
2004-03,51.193,
2004-04,50.746,
2004-05,50.515,
2004-06,50.177,
2004-07,50.368,
2004-08,49.564,
2004-09,49.073,
2004-10,49.367,
2004-11,48.720,
2004-12,44.231,
2005-01,44.498,
2005-02,44.887,
2005-03,44.817,
2005-04,44.632,
2005-05,44.843,
2005-06,44.995,
2005-07,45.108,
2005-08,45.201,
2005-09,45.164,
2005-10,43.694,
2005-11,41.937,
2005-12,41.695,
2006-01,43.077,
2006-02,43.534,
2006-03,43.381,
2006-04,44.244,
2006-05,45.720,
2006-06,46.052,
2006-07,46.084,
2006-08,46.106,
2006-09,57.916,
2006-10,57.983,
2006-11,58.135,
2006-12,60.922,
2007-01,55.520,
2007-02,55.264,
2007-03,55.588,
2007-04,56.176,
2007-05,56.990,
2007-06,58.026,
2007-07,58.029,
2007-08,58.454,
2007-09,58.495,
2007-10,60.238,
2007-11,59.993,
2007-12,58.748,
2008-01,59.713,
2008-02,62.209,
2008-03,64.388,
2008-04,64.091,
2008-05,64.274,
2008-06,64.475,
2008-07,64.832,
2008-08,64.830,
2008-09,63.454,
2008-10,63.500,
2008-11,64.033,
2008-12,56.512,
2009-01,62.169,
2009-02,61.814,
2009-03,61.610,
2009-04,62.237,
2009-05,61.646,
2009-06,61.301,
2009-07,61.704,
2009-08,61.742,
2009-09,61.774,
2009-10,60.727,
2009-11,62.598,
2009-12,54.132,
2010-01,56.683,
2010-02,56.278,
2010-03,57.748,
2010-04,58.326,
2010-05,58.333,
2010-06,77.945,
2010-07,72.022,
2010-08,73.536,
2010-09,73.400,
2010-10,73.748,
2010-11,74.455,
2010-12,70.727,
2011-01,73.581,
2011-02,72.862,
2011-03,72.687,
2011-04,72.769,
2011-05,72.540,
2011-06,72.153,
2011-07,71.386,
2011-08,71.274,
2011-09,71.281,
2011-10,72.123,
2011-11,72.968,
2011-12,67.476,
2012-01,70.576,
2012-02,71.007,
2012-03,71.060,
2012-04,70.257,
2012-05,71.060,
2012-06,70.854,
2012-07,70.829,
2012-08,72.098,
2012-09,72.263,
2012-10,72.383,
2012-11,71.825,
2012-12,70.869,
2013-01,74.760,
2013-02,71.410,
2013-03,70.611,
2013-04,71.163,
2013-05,71.231,
2013-06,71.326,
2013-07,71.014,
2013-08,71.064,
2013-09,71.121,
2013-10,71.093,
2013-11,68.685,
2013-12,65.523,
2014-01,67.322,
2014-02,65.780,
2014-03,65.431,
2014-04,65.454,
2014-05,65.056,
2014-06,63.938,
2014-07,63.331,
2014-08,63.186,
2014-09,63.124,
2014-10,62.830,
2014-11,62.713,
2014-12,62.652,
