"",BBK01.QUJ387,BBK01.QUJ387_FLAGS
"","Banks in Germany: Liabilities to non-residents, total / Croatia / All currencies",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:12:43,
1994-01,0.455,
1994-02,0.446,
1994-03,0.444,
1994-04,0.455,
1994-05,0.447,
1994-06,0.469,
1994-07,0.469,
1994-08,0.489,
1994-09,0.444,
1994-10,0.449,
1994-11,0.463,
1994-12,0.480,
1995-01,0.461,
1995-02,0.454,
1995-03,0.465,
1995-04,0.473,
1995-05,0.481,
1995-06,0.479,
1995-07,0.465,
1995-08,0.485,
1995-09,0.544,
1995-10,0.542,
1995-11,0.588,
1995-12,0.665,
1996-01,0.653,
1996-02,0.678,
1996-03,0.718,
1996-04,0.669,
1996-05,0.675,
1996-06,0.665,
1996-07,0.698,
1996-08,0.685,
1996-09,0.741,
1996-10,0.783,
1996-11,0.736,
1996-12,0.782,
1997-01,0.679,
1997-02,0.704,
1997-03,0.694,
1997-04,0.766,
1997-05,0.764,
1997-06,0.798,
1997-07,0.734,
1997-08,0.695,
1997-09,0.808,
1997-10,0.757,
1997-11,0.761,
1997-12,0.905,
1998-01,0.835,
1998-02,0.868,
1998-03,0.924,
1998-04,0.877,
1998-05,0.980,
1998-06,1.033,
1998-07,0.865,
1998-08,1.012,
1998-09,0.846,
1998-10,0.877,
1998-11,0.827,
1998-12,0.893,
1999-01,0.826,
1999-02,0.944,
1999-03,1.271,
1999-04,0.696,
1999-05,0.689,
1999-06,0.870,
1999-07,0.823,
1999-08,0.879,
1999-09,0.789,
1999-10,0.984,
1999-11,0.793,
1999-12,0.750,
2000-01,1.031,
2000-02,1.031,
2000-03,0.997,
2000-04,0.999,
2000-05,1.083,
2000-06,1.205,
2000-07,1.501,
2000-08,1.511,
2000-09,1.593,
2000-10,1.570,
2000-11,1.652,
2000-12,1.702,
2001-01,1.455,
2001-02,1.473,
2001-03,1.505,
2001-04,1.553,
2001-05,1.453,
2001-06,1.303,
2001-07,1.585,
2001-08,1.579,
2001-09,1.644,
2001-10,1.494,
2001-11,1.339,
2001-12,2.245,
2002-01,2.208,
2002-02,2.195,
2002-03,1.844,
2002-04,1.723,
2002-05,1.755,
2002-06,1.526,
2002-07,1.562,
2002-08,1.337,
2002-09,1.169,
2002-10,1.347,
2002-11,1.294,
2002-12,1.247,
2003-01,1.220,
2003-02,1.042,
2003-03,1.194,
2003-04,1.041,
2003-05,1.002,
2003-06,1.033,
2003-07,1.074,
2003-08,1.021,
2003-09,1.057,
2003-10,1.016,
2003-11,1.363,
2003-12,1.484,
2004-01,1.352,
2004-02,1.303,
2004-03,1.158,
2004-04,1.151,
2004-05,1.126,
2004-06,1.224,
2004-07,1.117,
2004-08,1.380,
2004-09,1.231,
2004-10,1.154,
2004-11,1.141,
2004-12,1.212,
2005-01,1.113,
2005-02,1.467,
2005-03,1.125,
2005-04,0.902,
2005-05,1.124,
2005-06,1.149,
2005-07,1.189,
2005-08,0.950,
2005-09,0.895,
2005-10,1.065,
2005-11,1.267,
2005-12,1.435,
2006-01,1.136,
2006-02,1.277,
2006-03,1.477,
2006-04,0.772,
2006-05,0.845,
2006-06,0.871,
2006-07,1.601,
2006-08,1.446,
2006-09,1.625,
2006-10,1.556,
2006-11,1.269,
2006-12,1.512,
2007-01,1.347,
2007-02,1.440,
2007-03,1.128,
2007-04,1.570,
2007-05,1.156,
2007-06,1.131,
2007-07,1.467,
2007-08,1.229,
2007-09,1.801,
2007-10,1.194,
2007-11,2.231,
2007-12,1.755,
2008-01,1.944,
2008-02,1.287,
2008-03,1.401,
2008-04,1.771,
2008-05,1.412,
2008-06,1.349,
2008-07,1.668,
2008-08,1.298,
2008-09,1.722,
2008-10,1.431,
2008-11,1.304,
2008-12,1.437,
2009-01,1.579,
2009-02,1.206,
2009-03,0.986,
2009-04,1.192,
2009-05,1.720,
2009-06,1.404,
2009-07,1.017,
2009-08,1.020,
2009-09,1.285,
2009-10,1.102,
2009-11,1.117,
2009-12,1.185,
2010-01,1.066,
2010-02,1.193,
2010-03,1.773,
2010-04,0.954,
2010-05,1.086,
2010-06,1.192,
2010-07,1.315,
2010-08,1.781,
2010-09,1.528,
2010-10,1.448,
2010-11,1.416,
2010-12,1.273,
2011-01,1.203,
2011-02,1.689,
2011-03,1.147,
2011-04,0.889,
2011-05,0.815,
2011-06,0.987,
2011-07,1.028,
2011-08,1.069,
2011-09,1.221,
2011-10,1.153,
2011-11,1.060,
2011-12,0.682,
2012-01,0.838,
2012-02,0.887,
2012-03,1.242,
2012-04,0.741,
2012-05,1.066,
2012-06,0.891,
2012-07,0.873,
2012-08,1.308,
2012-09,0.802,
2012-10,1.017,
2012-11,1.013,
2012-12,0.968,
2013-01,0.925,
2013-02,0.862,
2013-03,0.938,
2013-04,0.968,
2013-05,1.180,
2013-06,1.306,
2013-07,0.988,
2013-08,1.956,
2013-09,1.597,
2013-10,1.379,
2013-11,1.531,
2013-12,1.230,
2014-01,1.915,
2014-02,1.676,
2014-03,2.263,
2014-04,1.527,
2014-05,1.181,
2014-06,1.531,
2014-07,1.827,
2014-08,2.213,
2014-09,1.711,
2014-10,1.879,
2014-11,1.649,
2014-12,1.693,
