"",BBK01.OXA8Z5,BBK01.OXA8Z5_FLAGS
"",Long-term consumer credit to employees and other individuals - All categories of banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:15:06,
2010-06,87.771,
2010-07,87.618,
2010-08,87.489,
2010-09,87.432,
2010-10,87.305,
2010-11,87.259,
2010-12,86.843,
2011-01,86.654,
2011-02,86.584,
2011-03,86.570,
2011-04,87.271,
2011-05,87.528,
2011-06,87.371,
2011-07,87.448,
2011-08,87.570,
2011-09,87.829,
2011-10,87.895,
2011-11,87.567,
2011-12,87.135,
2012-01,86.759,
2012-02,86.741,
2012-03,86.615,
2012-04,86.534,
2012-05,86.624,
2012-06,85.106,
2012-07,85.197,
2012-08,85.016,
2012-09,83.969,
2012-10,83.317,
2012-11,81.941,
2012-12,80.445,
2013-01,79.789,
2013-02,79.531,
2013-03,79.426,
2013-04,79.563,
2013-05,79.447,
2013-06,79.509,
2013-07,79.338,
2013-08,79.496,
2013-09,77.306,
2013-10,77.515,
2013-11,77.359,
2013-12,76.823,
2014-01,76.871,
2014-02,76.989,
2014-03,77.068,
2014-04,78.283,
2014-05,78.432,
2014-06,78.409,
2014-07,78.758,
2014-08,78.397,
2014-09,78.259,
2014-10,78.549,
2014-11,77.893,
2014-12,77.767,Provisional value
