"",BBK01.OUD335,BBK01.OUD335_FLAGS
"",Deposits and borrowing from foreign general government / Total / Regional banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:27:59,
1999-01,0.534,
1999-02,0.615,
1999-03,0.654,
1999-04,1.120,
1999-05,0.631,
1999-06,0.629,
1999-07,0.564,
1999-08,0.659,
1999-09,1.265,
1999-10,0.946,
1999-11,0.785,
1999-12,0.407,
2000-01,0.387,
2000-02,0.575,
2000-03,0.415,
2000-04,1.119,
2000-05,1.241,
2000-06,0.681,
2000-07,0.579,
2000-08,0.569,
2000-09,0.506,
2000-10,1.179,
2000-11,0.548,
2000-12,0.471,
2001-01,0.607,
2001-02,0.452,
2001-03,0.387,
2001-04,0.372,
2001-05,0.439,
2001-06,0.494,
2001-07,0.685,
2001-08,0.596,
2001-09,0.686,
2001-10,0.536,
2001-11,0.725,
2001-12,0.885,
2002-01,0.777,
2002-02,0.864,
2002-03,0.880,
2002-04,0.908,
2002-05,0.890,
2002-06,0.884,
2002-07,1.083,
2002-08,0.956,
2002-09,1.140,
2002-10,1.018,
2002-11,0.941,
2002-12,0.921,
2003-01,1.314,
2003-02,1.495,
2003-03,1.047,
2003-04,0.998,
2003-05,0.882,
2003-06,1.050,
2003-07,0.956,
2003-08,0.935,
2003-09,1.012,
2003-10,0.895,
2003-11,0.962,
2003-12,0.914,
2004-01,1.021,
2004-02,0.924,
2004-03,0.848,
2004-04,0.869,
2004-05,0.870,
2004-06,1.007,
2004-07,0.940,
2004-08,1.062,
2004-09,0.972,
2004-10,1.018,
2004-11,1.105,
2004-12,0.941,
2005-01,1.122,
2005-02,1.080,
2005-03,1.138,
2005-04,1.150,
2005-05,1.142,
2005-06,1.146,
2005-07,1.184,
2005-08,1.227,
2005-09,1.000,
2005-10,1.111,
2005-11,1.058,
2005-12,1.114,
2006-01,1.198,
2006-02,1.240,
2006-03,1.262,
2006-04,1.220,
2006-05,1.268,
2006-06,1.218,
2006-07,1.420,
2006-08,1.455,
2006-09,1.221,
2006-10,1.321,
2006-11,1.209,
2006-12,1.104,
2007-01,1.289,
2007-02,1.624,
2007-03,1.389,
2007-04,1.282,
2007-05,1.290,
2007-06,1.244,
2007-07,1.308,
2007-08,1.240,
2007-09,1.197,
2007-10,1.255,
2007-11,1.308,
2007-12,1.269,
2008-01,1.500,
2008-02,1.812,
2008-03,1.498,
2008-04,1.629,
2008-05,1.415,
2008-06,1.300,
2008-07,1.246,
2008-08,1.294,
2008-09,1.308,
2008-10,1.309,
2008-11,1.215,
2008-12,0.622,
2009-01,0.659,
2009-02,0.641,
2009-03,0.662,
2009-04,0.659,
2009-05,0.650,
2009-06,0.708,
2009-07,0.745,
2009-08,0.802,
2009-09,0.975,
2009-10,1.054,
2009-11,0.950,
2009-12,0.845,
2010-01,0.925,
2010-02,1.047,
2010-03,0.997,
2010-04,1.055,
2010-05,1.056,
2010-06,1.092,
2010-07,1.016,
2010-08,0.973,
2010-09,0.902,
2010-10,0.836,
2010-11,0.909,
2010-12,0.948,
2011-01,0.894,
2011-02,0.838,
2011-03,0.739,
2011-04,0.756,
2011-05,0.809,
2011-06,0.721,
2011-07,0.852,
2011-08,0.806,
2011-09,0.869,
2011-10,0.929,
2011-11,0.679,
2011-12,0.858,
2012-01,0.737,
2012-02,0.815,
2012-03,0.822,
2012-04,1.075,
2012-05,0.842,
2012-06,0.789,
2012-07,0.804,
2012-08,0.788,
2012-09,0.705,
2012-10,0.768,
2012-11,0.693,
2012-12,0.734,
2013-01,0.743,
2013-02,0.719,
2013-03,0.903,
2013-04,0.790,
2013-05,0.746,
2013-06,0.731,
2013-07,1.120,
2013-08,1.183,
2013-09,1.183,
2013-10,1.149,
2013-11,1.040,
2013-12,0.751,
2014-01,0.724,
2014-02,0.646,
2014-03,0.664,
2014-04,0.762,
2014-05,0.942,
2014-06,0.795,
2014-07,0.807,
2014-08,0.803,
2014-09,0.814,
2014-10,1.112,
2014-11,1.000,
2014-12,0.873,Provisional value
