"",BBK01.WX0091,BBK01.WX0091_FLAGS
"",Zero-coupon euro swap curve / bootstrapped and interpolated / 19.0 years / end of month,
unit,,
unit multiplier,one,
last update,2015-02-02 10:29:29,
2002-01,5.485,
2002-02,5.595,
2002-03,5.834,
2002-04,5.768,
2002-05,5.774,
2002-06,5.524,
2002-07,5.412,
2002-08,5.237,
2002-09,5.111,
2002-10,5.297,
2002-11,5.258,
2002-12,5.051,
2003-01,4.886,
2003-02,4.877,
2003-03,5.007,
2003-04,5.030,
2003-05,4.708,
2003-06,4.847,
2003-07,5.141,
2003-08,5.008,
2003-09,4.976,
2003-10,5.130,
2003-11,5.214,
2003-12,5.101,
2004-01,5.141,
2004-02,5.007,
2004-03,4.931,
2004-04,5.063,
2004-05,5.213,
2004-06,5.081,
2004-07,4.984,
2004-08,4.826,
2004-09,4.769,
2004-10,4.678,
2004-11,4.515,
2004-12,4.372,
2005-01,4.146,
2005-02,4.310,
2005-03,4.237,
2005-04,4.112,
2005-05,3.953,
2005-06,3.781,
2005-07,3.888,
2005-08,3.712,
2005-09,3.735,
2005-10,3.925,
2005-11,3.952,
2005-12,3.767,
2006-01,3.965,
2006-02,3.957,
2006-03,4.258,
2006-04,4.451,
2006-05,4.547,
2006-06,4.585,
2006-07,4.475,
2006-08,4.273,
2006-09,4.161,
2006-10,4.086,
2006-11,4.062,
2006-12,4.319,
2007-01,4.477,
2007-02,4.336,
2007-03,4.482,
2007-04,4.550,
2007-05,4.792,
2007-06,5.002,
2007-07,4.840,
2007-08,4.847,
2007-09,4.927,
2007-10,4.857,
2007-11,4.917,
2007-12,4.953,
2008-01,4.757,
2008-02,4.718,
2008-03,4.758,
2008-04,4.916,
2008-05,5.069,
2008-06,5.070,
2008-07,4.919,
2008-08,4.758,
2008-09,4.678,
2008-10,4.595,
2008-11,4.076,
2008-12,3.889,
2009-01,4.083,
2009-02,3.959,
2009-03,3.987,
2009-04,3.995,
2009-05,4.288,
2009-06,4.273,
2009-07,4.194,
2009-08,4.084,
2009-09,4.132,
2009-10,4.147,
2009-11,4.067,
2009-12,4.202,
2010-01,4.035,
2010-02,3.954,
2010-03,3.938,
2010-04,3.783,
2010-05,3.461,
2010-06,3.480,
2010-07,3.574,
2010-08,2.744,
2010-09,3.034,
2010-10,3.225,
2010-11,3.521,
2010-12,3.808,
2011-01,3.934,
2011-02,3.907,
2011-03,4.123,
2011-04,4.023,
2011-05,3.869,
2011-06,4.002,
2011-07,3.658,
2011-08,3.407,
2011-09,2.890,
2011-10,2.987,
2011-11,3.088,
2011-12,2.736,
2012-01,2.641,
2012-02,2.669,
2012-03,2.711,
2012-04,2.653,
2012-05,1.953,
2012-06,2.342,
2012-07,2.238,
2012-08,2.211,
2012-09,2.332,
2012-10,2.373,
2012-11,2.307,
2012-12,2.217,
2013-01,2.455,
2013-02,2.403,
2013-03,2.322,
2013-04,2.126,
2013-05,2.423,
2013-06,2.574,
2013-07,2.591,
2013-08,2.795,
2013-09,2.685,
2013-10,2.644,
2013-11,2.678,
2013-12,2.822,
2014-01,2.564,
2014-02,2.542,
2014-03,2.474,
2014-04,2.382,
2014-05,2.264,
2014-06,2.154,
2014-07,2.026,
2014-08,1.655,
2014-09,1.839,
2014-10,1.715,
2014-11,1.496,
2014-12,1.326,
2015-01,1.054,
