"",BBK01.QUY059,BBK01.QUY059_FLAGS
"","Consolidated German banks: Loans and advances to non- residents / Korea, Repbulic of / All currencies",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:38:51,
2002-03,4.872,
2002-04,5.445,
2002-05,5.423,
2002-06,4.200,
2002-07,4.730,
2002-08,5.848,
2002-09,4.006,
2002-10,6.376,
2002-11,7.029,
2002-12,4.282,
2003-01,6.203,
2003-02,5.333,
2003-03,4.405,
2003-04,5.535,
2003-05,5.833,
2003-06,5.202,
2003-07,5.146,
2003-08,5.451,
2003-09,6.373,
2003-10,4.409,
2003-11,4.520,
2003-12,4.264,
2004-01,4.181,
2004-02,4.129,
2004-03,4.097,
2004-04,3.769,
2004-05,3.669,
2004-06,3.863,
2004-07,3.708,
2004-08,3.233,
2004-09,2.864,
2004-10,2.862,
2004-11,2.842,
2004-12,3.430,
2005-01,4.113,
2005-02,4.186,
2005-03,4.247,
2005-04,4.212,
2005-05,5.029,
2005-06,4.235,
2005-07,4.526,
2005-08,4.234,
2005-09,3.981,
2005-10,4.143,
2005-11,3.906,
2005-12,4.147,
2006-01,3.975,
2006-02,4.463,
2006-03,4.837,
2006-04,4.667,
2006-05,5.432,
2006-06,9.608,
2006-07,8.514,
2006-08,8.455,
2006-09,9.539,
2006-10,8.727,
2006-11,9.575,
2006-12,8.953,
2007-01,8.735,
2007-02,7.992,
2007-03,9.231,
2007-04,9.741,
2007-05,10.392,
2007-06,10.160,
2007-07,12.651,
2007-08,8.303,
2007-09,9.621,
2007-10,10.623,
2007-11,10.270,
2007-12,10.837,
2008-01,10.711,
2008-02,12.060,
2008-03,14.647,
2008-04,13.040,
2008-05,12.677,
2008-06,13.641,
2008-07,15.053,
2008-08,14.790,
2008-09,14.515,
2008-10,14.099,
2008-11,11.944,
2008-12,9.047,
2009-01,9.841,
2009-02,8.427,
2009-03,7.774,
2009-04,7.996,
2009-05,7.691,
2009-06,6.759,
2009-07,5.678,
2009-08,6.452,
2009-09,6.844,
2009-10,7.337,
2009-11,7.052,
2009-12,7.454,
2010-01,7.399,
2010-02,7.246,
2010-03,7.729,
2010-04,7.606,
2010-05,9.370,
2010-06,10.685,
2010-07,8.969,
2010-08,8.788,
2010-09,6.501,
2010-10,7.036,
2010-11,6.390,
2010-12,6.320,
2011-01,6.188,
2011-02,5.422,
2011-03,6.293,
2011-04,6.871,
2011-05,6.575,
2011-06,6.925,
2011-07,7.037,
2011-08,6.243,
2011-09,6.587,
2011-10,6.093,
2011-11,5.946,
2011-12,6.265,
2012-01,6.498,
2012-02,6.575,
2012-03,6.432,
2012-04,7.348,
2012-05,7.382,
2012-06,8.246,
2012-07,7.289,
2012-08,7.146,
2012-09,6.889,
2012-10,6.299,
2012-11,6.246,
2012-12,5.733,
2013-01,9.253,
2013-02,10.287,
2013-03,9.689,
2013-04,11.394,
2013-05,11.629,
2013-06,8.990,
2013-07,7.976,
2013-08,8.119,
2013-09,8.420,
2013-10,10.138,
2013-11,10.082,
2013-12,9.788,
2014-01,9.657,
2014-02,10.902,
2014-03,11.699,
2014-04,12.053,
2014-05,11.653,
2014-06,12.269,
2014-07,14.458,
2014-08,14.381,
2014-09,13.445,
2014-10,10.910,
