"",BBNZ1.Q.DE.Y.G.0103.A,BBNZ1.Q.DE.Y.G.0103.A_FLAGS
"",Germany / National accounts / Use of GDP / Private consumption / At current prices / Calendar and seasonally adjusted,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-25 17:38:00,
1991-01,217.482,
1991-04,222.341,
1991-07,220.284,
1991-10,230.239,
1992-01,234.843,
1992-04,236.236,
1992-07,238.223,
1992-10,246.751,
1993-01,245.453,
1993-04,247.514,
1993-07,250.689,
1993-10,254.859,
1994-01,257.991,
1994-04,257.227,
1994-07,260.680,
1994-10,263.055,
1995-01,264.036,
1995-04,268.678,
1995-07,270.012,
1995-10,271.129,
1996-01,271.836,
1996-04,273.602,
1996-07,275.286,
1996-10,276.079,
1997-01,278.143,
1997-04,279.973,
1997-07,280.144,
1997-10,282.632,
1998-01,282.663,
1998-04,282.528,
1998-07,285.673,
1998-10,288.938,
1999-01,290.876,
1999-04,292.278,
1999-07,292.882,
1999-10,296.690,
2000-01,298.685,
2000-04,301.901,
2000-07,303.722,
2000-10,303.461,
2001-01,309.710,
2001-04,312.248,
2001-07,313.811,
2001-10,313.200,
2002-01,312.171,
2002-04,312.424,
2002-07,313.818,
2002-10,316.508,
2003-01,319.952,
2003-04,319.309,
2003-07,320.131,
2003-10,320.259,
2004-01,322.991,
2004-04,323.915,
2004-07,323.993,
2004-10,328.060,
2005-01,328.878,
2005-04,330.216,
2005-07,333.305,
2005-10,334.055,
2006-01,337.393,
2006-04,339.210,
2006-07,339.773,
2006-10,346.036,
2007-01,341.040,
2007-04,345.267,
2007-07,347.633,
2007-10,349.994,
2008-01,351.293,
2008-04,352.775,
2008-07,355.344,
2008-10,353.257,
2009-01,352.500,
2009-04,353.359,
2009-07,350.331,
2009-10,353.013,
2010-01,355.612,
2010-04,360.434,
2010-07,362.380,
2010-10,366.774,
2011-01,373.937,
2011-04,373.353,
2011-07,377.789,
2011-10,381.018,
2012-01,382.336,
2012-04,383.448,
2012-07,384.833,
2012-10,387.413,
2013-01,389.263,
2013-04,392.566,
2013-07,395.128,
2013-10,395.041,
2014-01,398.305,
2014-04,398.940,
2014-07,403.232,
2014-10,406.026,
