"",BBK01.TXI322,BBK01.TXI322_FLAGS
"",CAPITAL AND RESERVES / GERMAN CONTRIBUTION,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:19:42,
1980-01,34158,
1980-02,34227,
1980-03,34557,
1980-04,34791,
1980-05,35165,
1980-06,35753,
1980-07,35868,
1980-08,35925,
1980-09,36012,
1980-10,36069,
1980-11,36236,
1980-12,36372,
1981-01,36504,
1981-02,36682,
1981-03,37017,
1981-04,38040,
1981-05,38445,
1981-06,38951,
1981-07,39356,
1981-08,39424,
1981-09,39570,
1981-10,39626,
1981-11,39683,
1981-12,39817,
1982-01,40005,
1982-02,40119,
1982-03,40500,
1982-04,41979,
1982-05,42454,
1982-06,42824,
1982-07,43590,
1982-08,43638,
1982-09,43681,
1982-10,43902,
1982-11,44066,
1982-12,44273,
1983-01,44513,
1983-02,44750,
1983-03,45240,
1983-04,45704,
1983-05,46192,
1983-06,46516,
1983-07,46792,
1983-08,46822,
1983-09,46944,
1983-10,46945,
1983-11,47112,
1983-12,47297,
1984-01,47535,
1984-02,47952,
1984-03,48805,
1984-04,49440,
1984-05,50079,
1984-06,50694,
1984-07,50925,
1984-08,51035,
1984-09,51185,
1984-10,51224,
1984-11,51248,
1984-12,51616,
1985-01,51734,
1985-02,52321,
1985-03,53130,
1985-04,53476,
1985-05,54160,
1985-06,54786,
1985-07,55312,
1985-08,55367,
1985-09,55588,
1985-10,56233,
1985-11,56256,
1985-12,56873,
1986-01,58248,
1986-02,58773,
1986-03,59958,
1986-04,60989,
1986-05,61446,
1986-06,62096,
1986-07,62407,
1986-08,62625,
1986-09,62750,
1986-10,62417,
1986-11,62591,
1986-12,62736,
1987-01,63021,
1987-02,63076,
1987-03,63865,
1987-04,64449,
1987-05,65098,
1987-06,65923,
1987-07,66257,
1987-08,66327,
1987-09,66483,
1987-10,66537,
1987-11,66944,
1987-12,67274,
1988-01,67773,
1988-02,67936,
1988-03,68428,
1988-04,68973,
1988-05,69339,
1988-06,69872,
1988-07,70045,
1988-08,70211,
1988-09,70309,
1988-10,70098,
1988-11,70080,
1988-12,70517,
1989-01,70621,
1989-02,71211,
1989-03,72266,
1989-04,73429,
1989-05,74049,
1989-06,74701,
1989-07,75093,
1989-08,75155,
1989-09,75189,
1989-10,76343,
1989-11,77019,
1989-12,77467,
1990-01,77213,
1990-02,77773,
1990-03,79144,
1990-04,79368,
1990-05,80242,
1990-06,92575,
1990-07,93345,
1990-08,93254,
1990-09,93710,
1990-10,93688,
1990-11,94334,
1990-12,93546,
1991-01,94033,
1991-02,94126,
1991-03,95638,
1991-04,96669,
1991-05,97432,
1991-06,98823,
1991-07,99615,
1991-08,99843,
1991-09,102001,
1991-10,102906,
1991-11,103157,
1991-12,103364,
1992-01,105389,
1992-02,106521,
1992-03,107617,
1992-04,108120,
1992-05,109452,
1992-06,111301,
1992-07,112504,
1992-08,112823,
1992-09,113022,
1992-10,113072,
1992-11,113391,
1992-12,115398,
1993-01,115447,
1993-02,115453,
1993-03,115733,
1993-04,116319,
1993-05,119348,
1993-06,121098,
1993-07,121337,
1993-08,120275,
1993-09,121063,
1993-10,121072,
1993-11,121762,
1993-12,122172,
1994-01,123059,
1994-02,125923,
1994-03,126862,
1994-04,126635,
1994-05,128287,
1994-06,130426,
1994-07,131196,
1994-08,131634,
1994-09,132018,
1994-10,131122,
1994-11,130962,
1994-12,131423,
1995-01,131545,
1995-02,131741,
1995-03,130071,
1995-04,130776,
1995-05,132770,
1995-06,134982,
1995-07,135842,
1995-08,136050,
1995-09,136735,
1995-10,137453,
1995-11,137895,
1995-12,138830,
1996-01,139399,
1996-02,140244,
1996-03,140101,
1996-04,139710,
1996-05,141365,
1996-06,145119,
1996-07,146025,
1996-08,146480,
1996-09,145729,
1996-10,145804,
1996-11,146487,
1996-12,147147,
1997-01,148301,
1997-02,149081,
1997-03,148287,
1997-04,148411,
1997-05,148330,
1997-06,152829,
1997-07,153981,
1997-08,155535,
1997-09,157102,
1997-10,157875,
1997-11,159200,
1997-12,160975,
1998-01,162460,
1998-02,163873,
1998-03,162989,
1998-04,162854,
1998-05,162881,
1998-06,165440,
1998-07,168130,
1998-08,167143,
1998-09,168547,
1998-10,168235,
1998-11,168902,
1998-12,170343,
1999-01,202032,
1999-02,205723,
1999-03,208028,
1999-04,211931,
1999-05,215437,
1999-06,219660,
1999-07,220337,
1999-08,221415,
1999-09,224076,
1999-10,225740,
1999-11,228239,
1999-12,230807,
2000-01,233038,
2000-02,233332,
2000-03,231682,
2000-04,233004,
2000-05,231203,
2000-06,239309,
2000-07,241067,
2000-08,241546,
2000-09,248330,
2000-10,248478,
2000-11,250217,
2000-12,241367,
2001-01,240655,
2001-02,242590,
2001-03,243697,
2001-04,240452,
2001-05,243291,
2001-06,256232,
2001-07,256354,
2001-08,260916,
2001-09,259619,
2001-10,263038,
2001-11,264421,
2001-12,265286,
2002-01,267179,
2002-02,272067,
2002-03,272424,
2002-04,269954,
2002-05,269832,
2002-06,265539,
2002-07,267703,
2002-08,272428,
2002-09,274358,
2002-10,272789,
2002-11,274222,
2002-12,277717,
2003-01,282990,
2003-02,279496,
2003-03,280349,
2003-04,281086,
2003-05,277527,
2003-06,278972,
2003-07,280439,
2003-08,285525,
2003-09,279827,
2003-10,279586,
2003-11,279562,
2003-12,279621,
2004-01,276324,
2004-02,270219,
2004-03,273797,
2004-04,274232,
2004-05,270551,
2004-06,276686,
2004-07,280647,
2004-08,278897,
2004-09,277500,
2004-10,278923,
2004-11,277143,
2004-12,277603,
2005-01,279171,
2005-02,274985,
2005-03,276136,
2005-04,281003,
2005-05,282465,
2005-06,290006,
2005-07,291563,
2005-08,292261,
2005-09,294663,
2005-10,298674,
2005-11,304697,
2005-12,306941,
2006-01,327530,
2006-02,332284,
2006-03,336663,
2006-04,340761,
2006-05,336000,
2006-06,336469,
2006-07,348451,
2006-08,344102,
2006-09,336227,
2006-10,339985,
2006-11,336951,
2006-12,335974,
2007-01,348122,
2007-02,353464,
2007-03,350334,
2007-04,352565,
2007-05,342642,
2007-06,352324,
2007-07,361692,
2007-08,360275,
2007-09,362436,
2007-10,366059,
2007-11,362973,
2007-12,367962,
2008-01,374363,
2008-02,376974,
2008-03,379814,
2008-04,375371,
2008-05,369619,
2008-06,375014,
2008-07,381686,
2008-08,382317,
2008-09,391268,
2008-10,388266,
2008-11,395613,
2008-12,406324,
2009-01,414814,
2009-02,407399,
2009-03,400031,
2009-04,390671,
2009-05,389252,
2009-06,407871,
2009-07,408034,
2009-08,408294,
2009-09,409555,
2009-10,411025,
2009-11,424693,
2009-12,423574,
2010-01,419375,
2010-02,424628,
2010-03,424342,
2010-04,429852,
2010-05,431110,
2010-06,431225,
2010-07,426085,
2010-08,433506,
2010-09,430430,
2010-10,440572,
2010-11,451704,
2010-12,451075,
2011-01,447582,
2011-02,455835,
2011-03,455499,
2011-04,457315,
2011-05,456224,
2011-06,455491,
2011-07,467346,
2011-08,483802,
2011-09,476230,
2011-10,478025,
2011-11,478801,
2011-12,473565,
2012-01,486765,
2012-02,493387,
2012-03,491870,
2012-04,497269,
2012-05,495549,
2012-06,501061,
2012-07,512639,
2012-08,513425,
2012-09,521511,
2012-10,515263,
2012-11,516873,
2012-12,510220,
2013-01,507259,
2013-02,503712,
2013-03,517600,
2013-04,507977,
2013-05,506211,
2013-06,495256,
2013-07,503618,
2013-08,509255,
2013-09,502381,
2013-10,501484,
2013-11,495289,
2013-12,490177,
2014-01,498116,
2014-02,502698,
2014-03,501076,
2014-04,500779,
2014-05,504749,
2014-06,521791,
2014-07,526127,
2014-08,531318,
2014-09,532313,
2014-10,529665,
2014-11,532941,
2014-12,535671,
2015-01,553318,
