"",BBK01.OXA8G7,BBK01.OXA8G7_FLAGS
"",Long-term loans (including bills of exchange) to domestic households and non-profit institutions serving households,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:14:58,
1999-01,1034.276,
1999-02,1038.024,
1999-03,1047.929,
1999-04,1055.150,
1999-05,1061.800,
1999-06,1070.664,
1999-07,1078.262,
1999-08,1085.576,
1999-09,1094.829,
1999-10,1101.588,
1999-11,1110.319,
1999-12,1119.415,
2000-01,1122.216,
2000-02,1125.090,
2000-03,1126.147,
2000-04,1129.360,
2000-05,1133.029,
2000-06,1137.020,
2000-07,1141.221,
2000-08,1145.126,
2000-09,1148.820,
2000-10,1152.517,
2000-11,1156.066,
2000-12,1161.670,
2001-01,1160.669,
2001-02,1161.564,
2001-03,1163.368,
2001-04,1164.724,
2001-05,1168.337,
2001-06,1170.632,
2001-07,1173.140,
2001-08,1177.402,
2001-09,1180.604,
2001-10,1183.822,
2001-11,1187.275,
2001-12,1189.340,
2002-01,1190.105,
2002-02,1190.653,
2002-03,1190.525,
2002-04,1192.039,
2002-05,1194.073,
2002-06,1196.497,
2002-07,1199.260,
2002-08,1201.365,
2002-09,1203.016,
2002-10,1205.892,
2002-11,1207.406,
2002-12,1208.780,
2003-01,1207.678,
2003-02,1209.553,
2003-03,1209.375,
2003-04,1210.638,
2003-05,1212.919,
2003-06,1213.842,
2003-07,1217.243,
2003-08,1220.471,
2003-09,1221.559,
2003-10,1224.072,
2003-11,1225.645,
2003-12,1225.613,
2004-01,1224.177,
2004-02,1223.410,
2004-03,1222.086,
2004-04,1223.404,
2004-05,1224.665,
2004-06,1227.724,
2004-07,1230.751,
2004-08,1232.126,
2004-09,1234.207,
2004-10,1235.998,
2004-11,1235.481,
2004-12,1239.127,
2005-01,1236.514,
2005-02,1235.370,
2005-03,1233.114,
2005-04,1236.445,
2005-05,1237.073,
2005-06,1237.494,
2005-07,1240.600,
2005-08,1243.319,
2005-09,1244.984,
2005-10,1246.468,
2005-11,1248.426,
2005-12,1249.190,
2006-01,1256.751,
2006-02,1257.046,
2006-03,1254.862,
2006-04,1255.993,
2006-05,1256.397,
2006-06,1256.598,
2006-07,1257.555,
2006-08,1259.345,
2006-09,1260.212,
2006-10,1260.708,
2006-11,1261.391,
2006-12,1259.345,
2007-01,1255.724,
2007-02,1254.744,
2007-03,1253.230,
2007-04,1251.309,
2007-05,1250.065,
2007-06,1250.188,
2007-07,1249.607,
2007-08,1250.673,
2007-09,1250.475,
2007-10,1249.525,
2007-11,1249.928,
2007-12,1246.645,
2008-01,1244.368,
2008-02,1244.231,
2008-03,1241.632,
2008-04,1241.858,
2008-05,1242.575,
2008-06,1242.457,
2008-07,1243.770,
2008-08,1244.841,
2008-09,1243.642,
2008-10,1244.425,
2008-11,1244.570,
2008-12,1240.619,
2009-01,1237.691,
2009-02,1237.252,
2009-03,1232.121,
2009-04,1235.096,
2009-05,1235.788,
2009-06,1235.188,
2009-07,1236.711,
2009-08,1238.426,
2009-09,1238.769,
2009-10,1240.630,
2009-11,1241.375,
2009-12,1240.252,
2010-01,1237.241,
2010-02,1236.131,
2010-03,1236.054,
2010-04,1237.445,
2010-05,1238.447,
2010-06,1239.851,
2010-07,1242.489,
2010-08,1244.085,
2010-09,1244.871,
2010-10,1246.659,
2010-11,1248.472,
2010-12,1247.015,
2011-01,1244.739,
2011-02,1245.415,
2011-03,1244.240,
2011-04,1245.889,
2011-05,1248.245,
2011-06,1248.383,
2011-07,1250.921,
2011-08,1252.717,
2011-09,1254.517,
2011-10,1255.765,
2011-11,1259.273,
2011-12,1258.353,
2012-01,1256.968,
2012-02,1257.005,
2012-03,1257.184,
2012-04,1259.736,
2012-05,1261.622,
2012-06,1261.633,
2012-07,1263.814,
2012-08,1267.400,
2012-09,1268.635,
2012-10,1271.744,
2012-11,1274.846,
2012-12,1272.721,
2013-01,1271.111,
2013-02,1272.013,
2013-03,1272.276,
2013-04,1273.710,
2013-05,1275.911,
2013-06,1277.496,
2013-07,1280.599,
2013-08,1284.977,
2013-09,1285.115,
2013-10,1288.215,
2013-11,1291.937,
2013-12,1289.341,
2014-01,1288.087,
2014-02,1290.503,
2014-03,1290.009,
2014-04,1293.631,
2014-05,1297.195,
2014-06,1297.830,
2014-07,1302.066,
2014-08,1306.528,
2014-09,1307.591,
2014-10,1311.386,
2014-11,1315.242,
2014-12,1316.193,Provisional value
