"",BBK01.OEAH27N,BBK01.OEAH27N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:27:21,
2002-01,23.048,
2002-04,22.145,
2002-07,22.478,
2002-10,22.279,
2003-01,21.631,
2003-04,20.803,
2003-07,19.929,
2003-10,20.070,
2004-01,20.044,
2004-04,19.853,
2004-07,19.734,
2004-10,19.444,
2005-01,19.102,
2005-04,18.462,
2005-07,17.968,
2005-10,18.231,
2006-01,19.273,
2006-04,20.245,
2006-07,21.419,
2006-10,22.718,
2007-01,23.997,
2007-04,24.137,
2007-07,24.709,
2007-10,25.357,
2008-01,25.149,
2008-04,24.729,
2008-07,24.206,
2008-10,27.178,
2009-01,27.268,
2009-04,27.852,
2009-07,28.539,
2009-10,27.956,
2010-01,26.745,
2010-04,25.747,
2010-07,24.335,
2010-10,23.717,
2011-01,23.511,
2011-04,23.498,
2011-07,23.753,
2011-10,22.522,
2012-01,22.600,
2012-04,22.261,
2012-07,21.557,
2012-10,20.555,
2013-01,19.404,
2013-04,18.397,
2013-07,17.589,
2013-10,17.031,
2014-01,16.851,
2014-04,16.683,
2014-07,17.474,
