"",BBK01.OU8622,BBK01.OU8622_FLAGS
"",Participating interests / in domestic banks (MFIs) / Big banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:52:44,
1968-12,0.238,
1969-01,0.241,
1969-02,0.241,
1969-03,0.241,
1969-04,0.241,
1969-05,0.241,
1969-06,0.247,
1969-07,0.254,
1969-08,0.256,
1969-09,0.258,
1969-10,0.258,
1969-11,0.258,
1969-12,0.289,
1970-01,0.287,
1970-02,0.287,
1970-03,0.287,
1970-04,0.291,
1970-05,0.292,
1970-06,0.304,
1970-07,0.310,
1970-08,0.309,
1970-09,0.310,
1970-10,0.311,
1970-11,0.312,
1970-12,0.396,
1971-01,0.396,
1971-02,0.429,
1971-03,0.487,
1971-04,0.504,
1971-05,0.507,
1971-06,0.521,
1971-07,0.522,
1971-08,0.529,
1971-09,0.531,
1971-10,0.535,
1971-11,0.543,
1971-12,0.576,
1972-01,0.580,
1972-02,0.583,
1972-03,0.591,
1972-04,0.592,
1972-05,0.592,
1972-06,0.608,
1972-07,0.621,
1972-08,0.618,
1972-09,0.618,
1972-10,0.656,
1972-11,0.668,
1972-12,0.688,
1973-01,0.690,
1973-02,0.698,
1973-03,0.711,
1973-04,0.717,
1973-05,0.718,
1973-06,0.729,
1973-07,0.730,
1973-08,0.730,
1973-09,0.730,
1973-10,0.733,
1973-11,0.733,
1973-12,0.739,
1974-01,0.745,
1974-02,0.746,
1974-03,0.759,
1974-04,0.763,
1974-05,0.763,
1974-06,0.763,
1974-07,0.769,
1974-08,0.773,
1974-09,0.797,
1974-10,0.806,
1974-11,0.816,
1974-12,0.830,
1975-01,0.829,
1975-02,0.836,
1975-03,0.858,
1975-04,0.867,
1975-05,0.870,
1975-06,0.874,
1975-07,0.874,
1975-08,0.874,
1975-09,0.875,
1975-10,0.881,
1975-11,0.907,
1975-12,0.921,
1976-01,0.919,
1976-02,0.919,
1976-03,0.943,
1976-04,0.945,
1976-05,0.947,
1976-06,0.949,
1976-07,0.952,
1976-08,0.975,
1976-09,0.976,
1976-10,0.977,
1976-11,1.002,
1976-12,1.014,
1977-01,1.028,
1977-02,1.027,
1977-03,1.029,
1977-04,1.029,
1977-05,1.030,
1977-06,1.036,
1977-07,1.058,
1977-08,1.065,
1977-09,1.091,
1977-10,1.133,
1977-11,1.128,
1977-12,1.170,
1978-01,1.211,
1978-02,1.220,
1978-03,1.226,
1978-04,1.182,
1978-05,1.185,
1978-06,1.188,
1978-07,1.189,
1978-08,1.189,
1978-09,1.190,
1978-10,1.191,
1978-11,1.199,
1978-12,1.202,
1979-01,1.253,
1979-02,1.253,
1979-03,1.255,
1979-04,1.256,
1979-05,1.258,
1979-06,1.258,
1979-07,1.267,
1979-08,1.273,
1979-09,1.273,
1979-10,1.273,
1979-11,1.273,
1979-12,1.308,
1980-01,1.310,
1980-02,1.315,
1980-03,1.333,
1980-04,1.342,
1980-05,1.345,
1980-06,1.330,
1980-07,1.351,
1980-08,1.351,
1980-09,1.352,
1980-10,1.356,
1980-11,1.353,
1980-12,1.378,
1981-01,1.377,
1981-02,1.379,
1981-03,1.353,
1981-04,1.353,
1981-05,1.359,
1981-06,1.360,
1981-07,1.367,
1981-08,1.367,
1981-09,1.367,
1981-10,1.368,
1981-11,1.364,
1981-12,1.370,
1982-01,1.373,
1982-02,1.373,
1982-03,1.398,
1982-04,1.427,
1982-05,1.450,
1982-06,1.457,
1982-07,1.436,
1982-08,1.440,
1982-09,1.440,
1982-10,1.463,
1982-11,1.463,
1982-12,1.485,
1983-01,1.485,
1983-02,1.489,
1983-03,1.493,
1983-04,1.493,
1983-05,1.494,
1983-06,1.618,
1983-07,1.619,
1983-08,1.624,
1983-09,1.624,
1983-10,1.663,
1983-11,1.664,
1983-12,1.690,
1984-01,1.690,
1984-02,1.690,
1984-03,1.693,
1984-04,1.696,
1984-05,1.696,
1984-06,1.697,
1984-07,1.704,
1984-08,1.704,
1984-09,1.704,
1984-10,1.704,
1984-11,1.704,
1984-12,1.732,
1985-01,1.713,
1985-02,1.713,
1985-03,1.758,
1985-04,1.761,
1985-05,1.761,
1985-06,1.686,
1985-07,1.762,
1985-08,1.762,
1985-09,1.763,
1985-10,1.763,
1985-11,1.765,
1985-12,1.772,
1986-01,1.661,
1986-02,1.666,
1986-03,1.715,
1986-04,1.713,
1986-05,1.748,
1986-06,1.749,
1986-07,1.755,
1986-08,1.771,
1986-09,1.771,
1986-10,1.819,
1986-11,1.774,
1986-12,1.810,
1987-01,1.774,
1987-02,1.780,
1987-03,1.793,
1987-04,1.882,
1987-05,1.882,
1987-06,1.884,
1987-07,1.884,
1987-08,1.884,
1987-09,1.887,
1987-10,1.890,
1987-11,1.894,
1987-12,1.943,
1988-01,1.961,
1988-02,1.966,
1988-03,1.983,
1988-04,1.738,
1988-05,1.741,
1988-06,1.662,
1988-07,1.663,
1988-08,1.664,
1988-09,1.665,
1988-10,1.707,
1988-11,1.708,
1988-12,1.844,
1989-01,1.819,
1989-02,1.826,
1989-03,1.831,
1989-04,1.840,
1989-05,1.841,
1989-06,1.864,
1989-07,1.903,
1989-08,1.922,
1989-09,1.924,
1989-10,1.924,
1989-11,1.957,
1989-12,1.973,
