"",BBK01.QUY359,BBK01.QUY359_FLAGS
"",Consolidated German banks: Foreign securities issued by foreign enterprises and households Remaining European countries / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:33:55,
2002-03,1.457,
2002-04,1.705,
2002-05,1.921,
2002-06,1.870,
2002-07,1.385,
2002-08,0.445,
2002-09,0.457,
2002-10,0.498,
2002-11,0.484,
2002-12,0.470,
2003-01,0.483,
2003-02,0.465,
2003-03,0.447,
2003-04,0.440,
2003-05,0.426,
2003-06,0.436,
2003-07,0.438,
2003-08,0.444,
2003-09,0.440,
2003-10,0.442,
2003-11,0.437,
2003-12,0.437,
2004-01,0.437,
2004-02,0.439,
2004-03,0.459,
2004-04,0.452,
2004-05,0.431,
2004-06,0.341,
2004-07,0.330,
2004-08,0.330,
2004-09,0.269,
2004-10,0.262,
2004-11,0.262,
2004-12,0.323,
2005-01,0.206,
2005-02,0.203,
2005-03,0.198,
2005-04,0.285,
2005-05,0.300,
2005-06,0.517,
2005-07,0.588,
2005-08,0.636,
2005-09,0.553,
2005-10,0.492,
2005-11,0.474,
2005-12,0.401,
2006-01,0.450,
2006-02,0.442,
2006-03,0.422,
2006-04,0.396,
2006-05,0.428,
2006-06,0.409,
2006-07,4.978,
2006-08,0.363,
2006-09,0.338,
2006-10,0.303,
2006-11,-0.374,
2006-12,-0.377,
2007-01,-0.362,
2007-02,-0.371,
2007-03,-0.652,
2007-04,-0.648,
2007-05,-0.650,
2007-06,-0.656,
2007-07,-0.657,
2007-08,-0.654,
2007-09,-0.638,
2007-10,-0.639,
2007-11,-0.625,
2007-12,0.058,
2008-01,0.065,
2008-02,0.183,
2008-03,0.255,
2008-04,0.671,
2008-05,0.650,
2008-06,0.408,
2008-07,0.153,
2008-08,0.242,
2008-09,0.738,
2008-10,-0.452,
2008-11,-0.524,
2008-12,0.034,
2009-01,0.506,
2009-02,0.325,
2009-03,0.505,
2009-04,-0.003,
2009-05,0.015,
2009-06,0.014,
2009-07,0.013,
2009-08,0.011,
2009-09,0.010,
2009-10,0.008,
2009-11,0.008,
2009-12,0.001,
2010-01,0.026,
2010-02,0.014,
2010-03,0.028,
2010-04,0.032,
2010-05,0.029,
2010-06,0.010,
2010-07,0.010,
2010-08,0.005,
2010-09,0.010,
2010-10,0.008,
2010-11,0.011,
2010-12,0.010,
2011-01,0.022,
2011-02,0.022,
2011-03,0.026,
2011-04,0.010,
2011-05,0.011,
2011-06,0.010,
2011-07,0.013,
2011-08,0.007,
2011-09,0.005,
2011-10,0.004,
2011-11,0.005,
2011-12,0.003,
2012-01,0.002,
2012-02,0.002,
2012-03,0.018,
2012-04,0.011,
2012-05,0.006,
2012-06,0.007,
2012-07,0.009,
2012-08,0.012,
2012-09,0.011,
2012-10,0.014,
2012-11,0.013,
2012-12,0.013,
2013-01,0.015,
2013-02,0.017,
2013-03,0.012,
2013-04,0.013,
2013-05,0.012,
2013-06,0.009,
2013-07,0.009,
2013-08,0.012,
2013-09,0.015,
2013-10,0.025,
2013-11,0.041,
2013-12,0.046,
2014-01,0.026,
2014-02,0.038,
2014-03,0.002,
2014-04,-0.003,
2014-05,-0.002,
2014-06,0.002,
2014-07,-0.004,
2014-08,-0.008,
2014-09,-0.005,
2014-10,0.006,
