"",BBK01.QUK849,BBK01.QUK849_FLAGS
"",Consolidated German banks: Loans and advances to foreign enterprises and households / Lithuania / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:32:05,
2002-03,0.221,
2002-04,0.446,
2002-05,0.438,
2002-06,0.420,
2002-07,0.401,
2002-08,0.408,
2002-09,0.443,
2002-10,0.461,
2002-11,0.467,
2002-12,0.470,
2003-01,0.451,
2003-02,0.506,
2003-03,0.500,
2003-04,0.502,
2003-05,0.518,
2003-06,0.515,
2003-07,0.586,
2003-08,0.609,
2003-09,0.621,
2003-10,0.671,
2003-11,0.685,
2003-12,0.706,
2004-01,0.746,
2004-02,0.770,
2004-03,0.796,
2004-04,0.830,
2004-05,0.861,
2004-06,0.893,
2004-07,0.909,
2004-08,0.922,
2004-09,1.025,
2004-10,1.020,
2004-11,1.061,
2004-12,1.039,
2005-01,1.051,
2005-02,1.086,
2005-03,1.122,
2005-04,1.116,
2005-05,1.141,
2005-06,1.162,
2005-07,1.177,
2005-08,1.217,
2005-09,1.252,
2005-10,1.303,
2005-11,1.360,
2005-12,0.071,
2006-01,0.127,
2006-02,0.125,
2006-03,0.121,
2006-04,0.120,
2006-05,0.121,
2006-06,0.120,
2006-07,0.090,
2006-08,0.092,
2006-09,0.094,
2006-10,0.118,
2006-11,0.120,
2006-12,0.122,
2007-01,0.122,
2007-02,0.123,
2007-03,0.126,
2007-04,0.125,
2007-05,0.172,
2007-06,0.168,
2007-07,0.165,
2007-08,0.158,
2007-09,0.158,
2007-10,0.149,
2007-11,0.147,
2007-12,0.147,
2008-01,0.147,
2008-02,0.144,
2008-03,0.144,
2008-04,0.143,
2008-05,0.146,
2008-06,0.145,
2008-07,0.147,
2008-08,0.150,
2008-09,0.151,
2008-10,0.154,
2008-11,0.156,
2008-12,0.143,
2009-01,0.141,
2009-02,0.158,
2009-03,0.158,
2009-04,0.161,
2009-05,0.157,
2009-06,0.156,
2009-07,0.158,
2009-08,0.155,
2009-09,0.157,
2009-10,0.154,
2009-11,0.155,
2009-12,0.155,
2010-01,0.156,
2010-02,0.153,
2010-03,0.153,
2010-04,0.152,
2010-05,0.154,
2010-06,0.151,
2010-07,0.148,
2010-08,0.144,
2010-09,0.145,
2010-10,0.122,
2010-11,0.123,
2010-12,0.110,
2011-01,0.110,
2011-02,0.107,
2011-03,0.109,
2011-04,0.108,
2011-05,0.109,
2011-06,0.109,
2011-07,0.107,
2011-08,0.103,
2011-09,0.104,
2011-10,0.104,
2011-11,0.107,
2011-12,0.084,
2012-01,0.081,
2012-02,0.077,
2012-03,0.076,
2012-04,0.074,
2012-05,0.075,
2012-06,0.030,
2012-07,0.029,
2012-08,0.026,
2012-09,0.026,
2012-10,0.027,
2012-11,0.028,
2012-12,0.027,
2013-01,0.026,
2013-02,0.024,
2013-03,0.025,
2013-04,0.023,
2013-05,0.021,
2013-06,0.023,
2013-07,0.023,
2013-08,0.023,
2013-09,0.024,
2013-10,0.023,
2013-11,0.024,
2013-12,0.024,
2014-01,0.029,
2014-02,0.027,
2014-03,0.026,
2014-04,0.029,
2014-05,0.029,
2014-06,0.028,
2014-07,0.028,
2014-08,0.027,
2014-09,0.028,
2014-10,0.032,
