"",BBK01.TUE359,BBK01.TUE359_FLAGS
"",Lending to enterprises and households / Debt securities / Euro area,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:19:01,
1997-09,189761,
1997-10,189672,
1997-11,192202,
1997-12,183219,
1998-01,190292,
1998-02,195585,
1998-03,199509,
1998-04,199884,
1998-05,198170,
1998-06,191431,
1998-07,195464,
1998-08,195678,
1998-09,197568,
1998-10,202426,
1998-11,196157,
1998-12,188688,
1999-01,209222,
1999-02,202086,
1999-03,195331,
1999-04,202557,
1999-05,208876,
1999-06,213349,
1999-07,216743,
1999-08,224951,
1999-09,218564,
1999-10,216396,
1999-11,224297,
1999-12,227828,
2000-01,228692,
2000-02,234792,
2000-03,228879,
2000-04,237530,
2000-05,244678,
2000-06,244668,
2000-07,252892,
2000-08,257158,
2000-09,258723,
2000-10,264770,
2000-11,264184,
2000-12,265486,
2001-01,271153,
2001-02,280157,
2001-03,288208,
2001-04,294173,
2001-05,301115,
2001-06,302141,
2001-07,315000,
2001-08,323735,
2001-09,327441,
2001-10,329878,
2001-11,333083,
2001-12,336935,
2002-01,341933,
2002-02,349930,
2002-03,346609,
2002-04,342969,
2002-05,345017,
2002-06,342788,
2002-07,344489,
2002-08,339695,
2002-09,349431,
2002-10,353206,
2002-11,356817,
2002-12,367122,
2003-01,376890,
2003-02,383438,
2003-03,388924,
2003-04,406497,
2003-05,410108,
2003-06,409400,
2003-07,407173,
2003-08,410175,
2003-09,415355,
2003-10,423044,
2003-11,427314,
2003-12,429179,
2004-01,429332,
2004-02,434973,
2004-03,436052,
2004-04,440700,
2004-05,444807,
2004-06,449336,
2004-07,451460,
2004-08,451038,
2004-09,449637,
2004-10,452377,
2004-11,457808,
2004-12,467214,
2005-01,471408,
2005-02,481510,
2005-03,482979,
2005-04,493595,
2005-05,501055,
2005-06,509893,
2005-07,509518,
2005-08,507984,
2005-09,509165,
2005-10,525786,
2005-11,548454,
2005-12,556923,
2006-01,561432,
2006-02,572852,
2006-03,580204,
2006-04,591951,
2006-05,600554,
2006-06,609234,
2006-07,621911,
2006-08,622711,
2006-09,629860,
2006-10,644021,
2006-11,648419,
2006-12,659011,
2007-01,658736,
2007-02,673536,
2007-03,701722,
2007-04,725994,
2007-05,753811,
2007-06,786661,
2007-07,807558,
2007-08,811200,
2007-09,837573,
2007-10,917621,
2007-11,945134,
2007-12,1015357,
2008-01,1027959,
2008-02,1054091,
2008-03,1084837,
2008-04,1122534,
2008-05,1156634,
2008-06,1188140,
2008-07,1209163,
2008-08,1245746,
2008-09,1218702,
2008-10,1259376,
2008-11,1321739,
2008-12,1409756,
2009-01,1413715,
2009-02,1434409,
2009-03,1451174,
2009-04,1476290,
2009-05,1484479,
2009-06,1500121,
2009-07,1499832,
2009-08,1499635,
2009-09,1499588,
2009-10,1497456,
2009-11,1497954,
2009-12,1505559,
2010-01,1501602,
2010-02,1505971,
2010-03,1492103,
2010-04,1499169,
2010-05,1478645,
2010-06,1516052,
2010-07,1547875,
2010-08,1549443,
2010-09,1552202,
2010-10,1524429,
2010-11,1557020,
2010-12,1547751,
2011-01,1535688,
2011-02,1544255,
2011-03,1510007,
2011-04,1512174,
2011-05,1510188,
2011-06,1483827,
2011-07,1488176,
2011-08,1480743,
2011-09,1470648,
2011-10,1529961,
2011-11,1533849,
2011-12,1527400,
2012-01,1532220,
2012-02,1538965,
2012-03,1526626,
2012-04,1520797,
2012-05,1520632,
2012-06,1463134,
2012-07,1416083,
2012-08,1400828,
2012-09,1386568,
2012-10,1384164,
2012-11,1370277,
2012-12,1433755,
2013-01,1415854,
2013-02,1418717,
2013-03,1433292,
2013-04,1440422,
2013-05,1446765,
2013-06,1432673,
2013-07,1431982,
2013-08,1427876,
2013-09,1421870,
2013-10,1401547,
2013-11,1398197,
2013-12,1360751,
2014-01,1368441,
2014-02,1343734,
2014-03,1330005,
2014-04,1294770,
2014-05,1333072,
2014-06,1318321,
2014-07,1321263,
2014-08,1310139,
2014-09,1297656,
2014-10,1290228,
2014-11,1296783,
2014-12,1287564,
2015-01,1292708,
