"",BBK01.QUW990,BBK01.QUW990_FLAGS
"","All foreign subsidiaries: Claims on non-residents, total / Countries in Asia / Euro",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:21:15,
2001-12,3.506,
2002-01,3.094,
2002-02,3.423,
2002-03,3.507,
2002-04,3.044,
2002-05,3.373,
2002-06,3.208,
2002-07,3.109,
2002-08,3.027,
2002-09,3.461,
2002-10,3.557,
2002-11,6.302,
2002-12,6.299,
2003-01,6.812,
2003-02,6.260,
2003-03,6.394,
2003-04,5.314,
2003-05,4.971,
2003-06,4.971,
2003-07,4.787,
2003-08,4.292,
2003-09,3.887,
2003-10,3.828,
2003-11,3.192,
2003-12,2.942,
2004-01,2.944,
2004-02,2.739,
2004-03,3.020,
2004-04,3.049,
2004-05,2.985,
2004-06,3.046,
2004-07,2.982,
2004-08,3.110,
2004-09,3.043,
2004-10,3.232,
2004-11,3.245,
2004-12,3.041,
2005-01,3.132,
2005-02,3.401,
2005-03,3.138,
2005-04,3.361,
2005-05,3.005,
2005-06,3.115,
2005-07,3.303,
2005-08,3.126,
2005-09,3.273,
2005-10,3.326,
2005-11,3.571,
2005-12,3.315,
2006-01,3.696,
2006-02,3.830,
2006-03,3.820,
2006-04,4.889,
2006-05,4.866,
2006-06,4.255,
2006-07,3.849,
2006-08,3.486,
2006-09,3.475,
2006-10,3.763,
2006-11,3.359,
2006-12,3.524,
2007-01,1.205,
2007-02,1.640,
2007-03,1.651,
2007-04,1.951,
2007-05,2.130,
2007-06,2.303,
2007-07,1.632,
2007-08,2.005,
2007-09,1.941,
2007-10,1.367,
2007-11,1.348,
2007-12,1.235,
2008-01,1.386,
2008-02,1.481,
2008-03,1.486,
2008-04,1.912,
2008-05,1.421,
2008-06,1.793,
2008-07,1.828,
2008-08,1.722,
2008-09,1.742,
2008-10,1.745,
2008-11,1.462,
2008-12,1.660,
2009-01,1.701,
2009-02,1.638,
2009-03,1.672,
2009-04,1.854,
2009-05,1.874,
2009-06,1.910,
2009-07,1.990,
2009-08,1.805,
2009-09,1.816,
2009-10,2.035,
2009-11,1.957,
2009-12,1.886,
2010-01,2.055,
2010-02,2.026,
2010-03,2.276,
2010-04,2.473,
2010-05,2.583,
2010-06,2.319,
2010-07,1.985,
2010-08,1.938,
2010-09,1.953,
2010-10,2.171,
2010-11,2.211,
2010-12,2.153,
2011-01,1.314,
2011-02,1.235,
2011-03,1.138,
2011-04,1.635,
2011-05,2.178,
2011-06,2.522,
2011-07,2.114,
2011-08,2.061,
2011-09,2.110,
2011-10,2.198,
2011-11,2.176,
2011-12,2.237,
2012-01,2.266,
2012-02,2.218,
2012-03,2.224,
2012-04,2.215,
2012-05,2.132,
2012-06,2.242,
2012-07,2.215,
2012-08,2.136,
2012-09,2.082,
2012-10,2.049,
2012-11,2.055,
2012-12,1.804,
2013-01,2.100,
2013-02,2.149,
2013-03,2.351,
2013-04,1.978,
2013-05,1.775,
2013-06,1.791,
2013-07,1.909,
2013-08,1.773,
2013-09,1.796,
2013-10,1.765,
2013-11,1.757,
2013-12,1.785,
2014-01,1.769,
2014-02,1.612,
2014-03,1.596,
2014-04,1.527,
2014-05,2.286,
2014-06,2.142,
2014-07,2.195,
2014-08,2.242,
2014-09,2.242,
2014-10,2.253,
2014-11,2.374,
