"",BBK01.PQA354,BBK01.PQA354_FLAGS
"",Lending to domestic enterprises / Total / All categories of banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:23:10,
1968-10,80.818,
1969-01,82.920,
1969-04,85.042,
1969-07,87.483,
1969-10,94.313,
1970-01,95.645,
1970-04,99.343,
1970-07,101.347,
1970-10,105.616,
1971-01,107.022,
1971-04,110.558,
1971-07,114.771,
1971-10,121.132,
1972-01,124.396,
1972-04,130.203,
1972-07,134.211,
1972-10,142.034,
1973-01,144.051,
1973-04,146.968,
1973-07,150.556,
1973-10,154.271,
1974-01,156.237,
1974-04,160.413,
1974-07,163.154,
1974-10,166.825,
1975-01,165.455,
1975-04,166.180,
1975-07,166.304,
1975-10,172.963,
1976-01,171.479,
1976-04,176.525,
1976-07,178.915,
1976-10,185.179,
1977-01,184.710,
1977-04,188.467,
1977-07,190.360,
1977-10,197.101,
1978-01,194.983,
1978-04,199.868,
1978-07,204.090,
1978-10,212.742,
1979-01,214.115,
1979-04,222.219,
1979-07,225.930,
1979-10,235.123,
1980-01,234.703,
1980-04,241.946,
1980-07,244.645,
1980-10,257.257,
1981-01,259.326,
1981-04,264.123,
1981-07,266.881,
1981-10,272.407,
1982-01,270.028,
1982-04,273.120,
1982-07,275.496,
1982-10,279.841,
1983-01,273.948,
1983-04,280.011,
1983-07,283.744,
1983-10,291.095,
1984-01,289.248,
1984-04,292.602,
1984-07,298.143,
1984-10,305.231,
1985-01,307.815,
1985-04,312.438,
1985-07,310.653,
1985-10,318.800,
1986-01,319.631,
1986-04,323.645,
1986-07,324.082,
1986-10,328.530,
1987-01,326.347,
1987-04,326.544,
1987-07,329.985,
1987-10,332.363,
1988-01,333.945,
1988-04,339.127,
1988-07,341.183,
1988-10,349.769,
1989-01,352.506,
1989-04,360.364,
1989-07,366.653,
1989-10,376.936,
1990-01,384.255,
1990-04,475.118,
1990-07,487.630,
1990-10,503.165,
1991-01,512.147,
1991-04,529.089,
1991-07,539.263,
1991-10,562.429,
1992-01,575.084,
1992-04,594.613,
1992-07,601.261,
1992-10,604.934,
1993-01,605.759,
1993-04,611.777,
1993-07,617.865,
1993-10,628.804,
1994-01,630.382,
1994-04,635.498,
1994-07,640.600,
1994-10,625.107,
1995-01,613.388,
1995-04,625.646,
1995-07,632.187,
1995-10,645.220,
1996-01,656.319,
1996-04,668.095,
1996-07,675.429,
1996-10,695.854,
1997-01,700.214,
1997-04,713.337,
1997-07,717.975,
1997-10,738.341,
1998-01,741.934,
1998-04,753.876,
1998-07,764.846,
1998-10,790.373,
1999-01,723.310,
1999-04,733.717,
1999-07,737.034,
1999-10,759.666,
2000-01,778.589,
2000-04,790.831,
2000-07,803.653,
2000-10,808.788,
2001-01,828.978,
2001-04,828.911,
2001-07,826.258,
2001-10,836.965,
2002-01,836.231,
2002-04,831.000,
2002-07,832.635,
2002-10,825.490,
2003-01,825.091,
2003-04,822.527,
2003-07,820.319,
2003-10,815.260,
2004-01,812.602,
2004-04,806.728,
2004-07,799.787,
2004-10,792.643,
2005-01,795.982,
2005-04,798.104,
2005-07,807.060,
2005-10,792.134,
2006-01,823.518,
2006-04,828.691,
2006-07,840.518,
2006-10,807.608,
2007-01,836.432,
2007-04,840.191,
2007-07,858.377,
2007-10,873.096,
2008-01,908.830,
2008-04,925.377,
2008-07,946.705,
2008-10,951.230,
2009-01,984.814,
2009-04,985.174,
2009-07,966.913,
2009-10,948.216,
2010-01,942.606,
2010-04,958.102,
2010-07,938.812,
2010-10,936.845,
2011-01,946.732,
2011-04,957.642,
2011-07,985.508,
2011-10,985.138,
2012-01,998.803,
2012-04,997.244,
2012-07,1016.199,
2012-10,989.236,
2013-01,1006.852,
2013-04,1014.080,
2013-07,894.104,
2013-10,893.081,
2014-01,895.847,
2014-04,900.283,
2014-07,903.886,
2014-10,901.827,
