"",BBK01.OUB347,BBK01.OUB347_FLAGS
"",Lending to the Federal Government and its special funds / Total / Commercial banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:55:20,
1999-01,33.506,
1999-02,35.493,
1999-03,34.262,
1999-04,29.900,
1999-05,38.669,
1999-06,30.914,
1999-07,28.243,
1999-08,22.497,
1999-09,29.340,
1999-10,31.549,
1999-11,33.543,
1999-12,25.640,
2000-01,30.542,
2000-02,38.964,
2000-03,31.948,
2000-04,29.649,
2000-05,34.334,
2000-06,31.243,
2000-07,33.917,
2000-08,32.797,
2000-09,29.959,
2000-10,33.928,
2000-11,36.022,
2000-12,32.744,
2001-01,41.998,
2001-02,42.476,
2001-03,44.365,
2001-04,40.245,
2001-05,39.087,
2001-06,42.426,
2001-07,48.792,
2001-08,41.095,
2001-09,31.203,
2001-10,27.292,
2001-11,23.718,
2001-12,25.266,
2002-01,28.358,
2002-02,31.203,
2002-03,30.895,
2002-04,28.518,
2002-05,33.821,
2002-06,33.288,
2002-07,37.083,
2002-08,36.400,
2002-09,41.730,
2002-10,39.040,
2002-11,42.422,
2002-12,35.939,
2003-01,40.722,
2003-02,42.473,
2003-03,48.208,
2003-04,48.930,
2003-05,49.271,
2003-06,44.444,
2003-07,41.558,
2003-08,36.805,
2003-09,34.479,
2003-10,34.357,
2003-11,37.374,
2003-12,24.049,
2004-01,27.890,
2004-02,37.804,
2004-03,41.442,
2004-04,34.913,
2004-05,38.941,
2004-06,44.381,
2004-07,44.603,
2004-08,48.053,
2004-09,48.929,
2004-10,52.295,
2004-11,50.231,
2004-12,38.771,
2005-01,41.427,
2005-02,36.591,
2005-03,40.364,
2005-04,36.799,
2005-05,33.554,
2005-06,26.226,
2005-07,27.518,
2005-08,26.678,
2005-09,23.266,
2005-10,24.265,
2005-11,25.927,
2005-12,23.297,
2006-01,22.289,
2006-02,20.584,
2006-03,22.280,
2006-04,21.629,
2006-05,30.970,
2006-06,21.620,
2006-07,21.777,
2006-08,24.306,
2006-09,17.875,
2006-10,20.420,
2006-11,24.055,
2006-12,15.931,
2007-01,22.919,
2007-02,22.230,
2007-03,20.173,
2007-04,20.649,
2007-05,25.883,
2007-06,17.706,
2007-07,23.442,
2007-08,22.667,
2007-09,21.693,
2007-10,18.218,
2007-11,21.006,
2007-12,15.789,
2008-01,17.852,
2008-02,23.501,
2008-03,28.346,
2008-04,35.408,
2008-05,35.321,
2008-06,21.033,
2008-07,19.972,
2008-08,18.674,
2008-09,10.916,
2008-10,9.374,
2008-11,7.619,
2008-12,9.298,
2009-01,14.546,
2009-02,14.009,
2009-03,11.599,
2009-04,14.512,
2009-05,11.324,
2009-06,11.584,
2009-07,19.671,
2009-08,13.145,
2009-09,14.046,
2009-10,21.562,
2009-11,12.515,
2009-12,12.382,
2010-01,12.605,
2010-02,12.385,
2010-03,14.836,
2010-04,15.331,
2010-05,15.909,
2010-06,17.645,
2010-07,17.427,
2010-08,18.473,
2010-09,20.226,
2010-10,32.707,
2010-11,35.765,
2010-12,34.168,
2011-01,38.216,
2011-02,35.872,
2011-03,35.343,
2011-04,33.814,
2011-05,33.298,
2011-06,30.625,
2011-07,32.205,
2011-08,30.359,
2011-09,30.164,
2011-10,29.746,
2011-11,28.367,
2011-12,24.499,
2012-01,25.740,
2012-02,22.818,
2012-03,20.445,
2012-04,19.561,
2012-05,16.515,
2012-06,17.499,
2012-07,16.137,
2012-08,16.982,
2012-09,19.462,
2012-10,20.048,
2012-11,24.427,
2012-12,17.889,
2013-01,16.911,
2013-02,17.873,
2013-03,19.218,
2013-04,24.484,
2013-05,15.099,
2013-06,16.352,
2013-07,20.847,
2013-08,19.165,
2013-09,18.438,
2013-10,19.510,
2013-11,17.412,
2013-12,17.593,
2014-01,19.915,
2014-02,20.294,
2014-03,16.983,
2014-04,17.664,
2014-05,18.942,
2014-06,22.010,
2014-07,24.532,
2014-08,23.498,
2014-09,22.754,
2014-10,24.932,
2014-11,22.947,
2014-12,22.177,Provisional value
